year,method,correlation,p_value,n_institutions
2022,pearson,-0.03817697423118918,0.1656767915787611,1320
2022,spearman,-0.08192199802394323,0.0028960461500754796,1320
2023,pearson,-0.08001877600003787,0.005351988958761556,1210
2023,spearman,-0.10460334774120288,0.00026752122630189086,1210
