country_code,year,records_count,institutions_count,total_students,students_total_calc,students_total_with_observed_isced8,students_total_component_sum_complete_records,students_total_component_sum_incomplete_records,students_total_component_sum_incomplete_students,students_isced5,students_isced6,students_isced7,students_isced8,foreign_students_total,foreign_students_total_with_observed_isced8,foreign_total_component_sum_complete_records,foreign_total_component_sum_incomplete_records,foreign_total_component_sum_incomplete_students,foreign_students_isced5,foreign_students_isced6,foreign_students_isced7,foreign_students_isced8,academic_personnel_fte,total_personnel_fte,support_admin_personnel_fte,total_revenues_eur,total_revenues_ppp,total_expenditure_eur,total_expenditure_ppp,third_party_funding_eur,third_party_funding_ppp,rd_expenditure_eur,rd_expenditure_ppp,mean_institution_size,median_institution_size,min_institution_size,max_institution_size,cities_count,records_with_complete_isced_structure,institutions_with_student_data,complete_isced_structure_share,isced_shares_reliable,isced_structure_coverage_flag,student_coverage_share,students_total_component_sum_incomplete_share,foreign_total_component_sum_incomplete_share,students_total_reliable,total_students_reliable,isced5_share_observed,isced5_share_reliable,isced5_share,foreign_students_isced5_share,isced6_share_observed,isced6_share_reliable,isced6_share,foreign_students_isced6_share,isced7_share_observed,isced7_share_reliable,isced7_share,foreign_students_isced7_share,isced8_share_observed,isced8_share_reliable,isced8_share,foreign_students_isced8_share,phd_share,phd_share_observed,phd_share_reliable,avg_observed_institution_size,students_per_registered_institution,avg_institution_size,foreign_students_share_aggregate_unmatched,foreign_students_share_pair_numerator,foreign_students_share_pair_denominator,foreign_students_share_pair_records,foreign_students_share_pair_institutions,foreign_students_share,foreign_students_share_pair_record_coverage,foreign_students_share_denominator_coverage,student_staff_ratio_aggregate_unmatched,student_staff_ratio_pair_numerator,student_staff_ratio_pair_denominator,student_staff_ratio_pair_records,student_staff_ratio_pair_institutions,student_staff_ratio,student_staff_ratio_pair_record_coverage,student_staff_ratio_denominator_coverage,revenue_per_student_eur_aggregate_unmatched,revenue_per_student_eur_pair_numerator,revenue_per_student_eur_pair_denominator,revenue_per_student_eur_pair_records,revenue_per_student_eur_pair_institutions,revenue_per_student_eur,revenue_per_student_eur_pair_record_coverage,revenue_per_student_eur_denominator_coverage,revenue_per_student_ppp_aggregate_unmatched,revenue_per_student_ppp_pair_numerator,revenue_per_student_ppp_pair_denominator,revenue_per_student_ppp_pair_records,revenue_per_student_ppp_pair_institutions,revenue_per_student_ppp,revenue_per_student_ppp_pair_record_coverage,revenue_per_student_ppp_denominator_coverage,expenditure_per_student_eur_aggregate_unmatched,expenditure_per_student_eur_pair_numerator,expenditure_per_student_eur_pair_denominator,expenditure_per_student_eur_pair_records,expenditure_per_student_eur_pair_institutions,expenditure_per_student_eur,expenditure_per_student_eur_pair_record_coverage,expenditure_per_student_eur_denominator_coverage,expenditure_per_student_ppp_aggregate_unmatched,expenditure_per_student_ppp_pair_numerator,expenditure_per_student_ppp_pair_denominator,expenditure_per_student_ppp_pair_records,expenditure_per_student_ppp_pair_institutions,expenditure_per_student_ppp,expenditure_per_student_ppp_pair_record_coverage,expenditure_per_student_ppp_denominator_coverage,third_party_funding_per_student_ppp_aggregate_unmatched,third_party_funding_per_student_ppp_pair_numerator,third_party_funding_per_student_ppp_pair_denominator,third_party_funding_per_student_ppp_pair_records,third_party_funding_per_student_ppp_pair_institutions,third_party_funding_per_student_ppp,third_party_funding_per_student_ppp_pair_record_coverage,third_party_funding_per_student_ppp_denominator_coverage,rd_expenditure_per_student_ppp_aggregate_unmatched,rd_expenditure_per_student_ppp_pair_numerator,rd_expenditure_per_student_ppp_pair_denominator,rd_expenditure_per_student_ppp_pair_records,rd_expenditure_per_student_ppp_pair_institutions,rd_expenditure_per_student_ppp,rd_expenditure_per_student_ppp_pair_record_coverage,rd_expenditure_per_student_ppp_denominator_coverage,rd_expenditure_share_of_expenditure_ppp_aggregate_unmatched,rd_expenditure_share_of_expenditure_ppp_pair_numerator,rd_expenditure_share_of_expenditure_ppp_pair_denominator,rd_expenditure_share_of_expenditure_ppp_pair_records,rd_expenditure_share_of_expenditure_ppp_pair_institutions,rd_expenditure_share_of_expenditure_ppp,rd_expenditure_share_of_expenditure_ppp_pair_record_coverage,rd_expenditure_share_of_expenditure_ppp_denominator_coverage
HU,2023,50,50,301843.0,301843.0,50,0,0,,11007.0,194899.0,85243.0,10694.0,37841.0,50,0,0,,132.0,16146.0,18460.0,3103.0,19503.50001075677,,,,,,,,,,,6036.86,1986.0,123.0,37421.0,19,50,50,1.0,True,high,1.0,0.0,0.0,True,301843.0,0.03646597734583873,0.03646597734583873,0.03646597734583873,0.011992368492777324,0.645696603863598,0.645696603863598,0.645696603863598,0.08284290837818563,0.2824084043691588,0.2824084043691588,0.2824084043691588,0.21655737127975316,0.0354290144214045,0.0354290144214045,0.0354290144214045,0.29016270806059474,0.0354290144214045,0.0354290144214045,0.0354290144214045,6036.86,6036.86,6036.86,0.1253664984776854,37841.0,301843.0,50,50,0.1253664984776854,1.0,1.0,15.476350390110722,301843.0,19503.50001075677,50,50,15.476350390110722,1.0,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
IE,2014,27,27,198035.0,198015.0,27,0,0,,12925.0,151525.0,25405.0,8160.0,29895.0,27,0,0,,1580.0,19855.0,5520.0,2935.0,12755.0,23100.0,10330.0,1997067000.0,1747658636.0493917,1944077000.0,1701286415.626012,563465000.0,493095361.02773225,,,7334.62962962963,4630.0,555.0,23580.0,13,27,27,1.0,True,high,1.0,0.0,0.0,True,198035.0,0.065272832866197,0.065272832866197,0.065272832866197,0.12224371373307544,0.7652198065803095,0.7652198065803095,0.7652198065803095,0.1310344827586207,0.12829836123525995,0.12829836123525995,0.12829836123525995,0.2172800629797284,0.04120899931823347,0.04120899931823347,0.04120899931823347,0.3596813725490196,0.04120899931823347,0.04120899931823347,0.04120899931823347,7334.62962962963,7334.62962962963,7334.62962962963,0.150958163960916,29895.0,198035.0,27,27,0.150958163960916,1.0,1.0,15.526068208545668,194375.0,12755.0,26,26,15.239121912975303,0.9629629629629629,1.0,10084.41437119701,1997067000.0,167550.0,23,23,11919.230080572963,0.8518518518518519,0.8460625646981594,8824.998793392035,1747658636.0493917,167550.0,23,23,10430.66926916975,0.8518518518518519,0.8460625646981594,9816.835407882445,1944077000.0,167550.0,23,23,11602.96627872277,0.8518518518518519,0.8460625646981594,8590.837052167608,1701286415.626012,167550.0,23,23,10153.902808869067,0.8518518518518519,0.8460625646981594,2489.9404702589554,493095361.0277323,167550.0,23,23,2942.9744018366596,0.8518518518518519,0.8460625646981594,,,,0,0,,0.0,,,,,0,0,,0.0,
IE,2015,27,27,204195.0,204210.0,27,0,0,,13315.0,156380.0,26145.0,8370.0,30310.0,27,0,0,,1555.0,19855.0,5745.0,3135.0,13025.0,23550.0,10525.0,2392311750.0,2124459851.875533,2346195715.0,2083507135.3722649,720687308.0,639996543.7624323,,,7562.777777777777,4780.0,400.0,24185.0,13,27,27,1.0,True,high,1.0,0.0,0.0,True,204195.0,0.06520248763527742,0.06520248763527742,0.06520248763527742,0.11678558017273752,0.7657803241760932,0.7657803241760932,0.7657803241760932,0.12696636398516434,0.12802996914940504,0.12802996914940504,0.12802996914940504,0.2197360872059667,0.04098721903922433,0.04098721903922433,0.04098721903922433,0.37455197132616486,0.04098721903922433,0.04098721903922433,0.04098721903922433,7562.777777777777,7562.777777777777,7562.777777777777,0.1484365435000857,30310.0,204195.0,27,27,0.1484365435000857,1.0,1.0,15.677159309021114,200810.0,13025.0,26,26,15.417274472168906,0.9629629629629629,1.0,11715.819437302578,2392311750.0,200810.0,26,26,11913.309845127234,0.9629629629629629,0.9834227086853253,10404.073811187996,2124459851.875533,200810.0,26,26,10579.452476846438,0.9629629629629629,0.9834227086853253,11489.976321653321,2346195715.0,200810.0,26,26,11683.65975300035,0.9629629629629629,0.9834227086853253,10203.51690968077,2083507135.3722649,200810.0,26,26,10375.514841752229,0.9629629629629629,0.9834227086853253,3134.241993008802,639996543.7624323,200810.0,26,26,3187.075064799723,0.9629629629629629,0.9834227086853253,,,,0,0,,0.0,,,,,0,0,,0.0,
IE,2016,25,25,209350.0,209345.0,25,0,0,,15905.0,157870.0,27220.0,8350.0,31770.0,25,0,0,,2165.0,19845.0,6520.0,3225.0,13420.0,24170.0,10740.0,2428778370.0,2124097783.8802211,2372042947.0,2074479594.0320437,705639429.0,617119769.2926606,,,8374.0,5745.0,1045.0,24840.0,13,25,25,1.0,True,high,1.0,0.0,0.0,True,209350.0,0.07597506508395233,0.07597506508395233,0.07597506508395233,0.1361207167557372,0.7541140223076739,0.7541140223076739,0.7541140223076739,0.12570469373535187,0.13002460053977882,0.13002460053977882,0.13002460053977882,0.23952975753122704,0.0398863120685949,0.0398863120685949,0.0398863120685949,0.38622754491017963,0.0398863120685949,0.0398863120685949,0.0398863120685949,8374.0,8374.0,8374.0,0.15175543348459516,31770.0,209350.0,25,25,0.15175543348459516,1.0,1.0,15.599850968703429,205895.0,13420.0,24,24,15.342399403874813,0.96,1.0,11601.520754716981,2428778370.0,205895.0,24,24,11796.198887782608,0.96,0.9834965368999283,10146.156120755773,2124097783.880221,205895.0,24,24,10316.41265635504,0.96,0.9834965368999283,11330.513240983999,2372042947.0,205895.0,24,24,11520.643760169018,0.96,0.9834965368999283,9909.145421695934,2074479594.0320437,205895.0,24,24,10075.424823487912,0.96,0.9834965368999283,2947.7896789713905,617119769.2926607,205895.0,24,24,2997.2547623432365,0.96,0.9834965368999283,,,,0,0,,0.0,,,,,0,0,,0.0,
IE,2017,25,25,214646.0,214646.0,25,0,0,,17130.0,160589.0,28414.0,8513.0,34212.0,25,0,0,,2411.0,20655.0,7738.0,3408.0,13880.669999999998,24884.67,11004.0,2901082534.0,2508393527.301025,2683695663.0,2320432028.8789935,926692851.0,801256193.8524059,,,8585.84,5915.0,1110.0,25007.0,13,25,25,1.0,True,high,1.0,0.0,0.0,True,214646.0,0.07980581981495113,0.07980581981495113,0.07980581981495113,0.1407472270869819,0.7481574313054984,0.7481574313054984,0.7481574313054984,0.1286202666434189,0.1323760983200246,0.1323760983200246,0.1323760983200246,0.27233054128246637,0.03966065055952592,0.03966065055952592,0.03966065055952592,0.400328908727828,0.03966065055952592,0.03966065055952592,0.03966065055952592,8585.84,8585.84,8585.84,0.15938801561641028,34212.0,214646.0,25,25,0.15938801561641028,1.0,1.0,15.46366277708497,211149.0,13880.669999999998,24,24,15.211729693163228,0.96,1.0,13515.660827595204,2901082534.0,214646.0,25,25,13515.660827595204,1.0,1.0,11686.188083174273,2508393527.301025,214646.0,25,25,11686.188083174273,1.0,1.0,12502.891565647624,2683695663.0,214646.0,25,25,12502.891565647624,1.0,1.0,10810.506736109657,2320432028.8789935,214646.0,25,25,10810.506736109657,1.0,1.0,3732.9192896788477,801256193.8524058,211149.0,24,24,3794.743019632609,0.96,0.9837080588503863,,,,0,0,,0.0,,,,,0,0,,0.0,
IE,2018,25,25,220345.0,220345.0,25,0,0,,19975.0,161290.0,30437.0,8643.0,36565.0,25,0,0,,2961.0,21206.0,8796.0,3602.0,14184.5944,25657.655,11473.0606,2958484491.0,2532450365.938215,2887866717.0,2472001846.3829894,954719090.0,817235552.9305015,,,8813.8,6071.0,1171.0,25260.0,13,25,25,1.0,True,high,1.0,0.0,0.0,True,220345.0,0.09065329369851824,0.09065329369851824,0.09065329369851824,0.14823529411764705,0.7319884726224783,0.7319884726224783,0.7319884726224783,0.1314774629549259,0.1381333817422678,0.1381333817422678,0.1381333817422678,0.2889903735584979,0.039224851936735576,0.039224851936735576,0.039224851936735576,0.41675344209186627,0.039224851936735576,0.039224851936735576,0.039224851936735576,8813.8,8813.8,8813.8,0.16594431459756293,36565.0,220345.0,25,25,0.16594431459756293,1.0,1.0,15.534106495142364,216615.0,14184.5944,24,24,15.271145151672437,0.96,1.0,13426.601425038009,2958484491.0,216615.0,24,24,13657.800664773908,0.96,0.983072000726134,11493.114733432638,2532450365.9382143,216615.0,24,24,11691.02031686732,0.96,0.983072000726134,13106.114125575801,2887866717.0,220345.0,25,25,13106.114125575801,1.0,1.0,11218.77894385164,2472001846.3829894,220345.0,25,25,11218.77894385164,1.0,1.0,3708.89084358847,817235552.9305017,216615.0,24,24,3772.756055353977,0.96,0.983072000726134,,,,0,0,,0.0,,,,,0,0,,0.0,
IE,2019,23,23,227818.0,227818.0,23,0,0,,22406.0,163293.0,33229.0,8890.0,39161.0,23,0,0,,3100.0,21786.0,10390.0,3885.0,14822.32488703704,26860.633536410416,12038.308649373374,3067782106.0,2512433749.918103,2910747779.0,2383826720.6643515,1098170744.0,899373275.2407784,0.0,0.0,9905.130434782608,6739.0,1264.0,25650.0,13,23,23,1.0,True,high,1.0,0.0,0.0,True,227818.0,0.098350437630038,0.098350437630038,0.098350437630038,0.13835579755422656,0.7167695265518967,0.7167695265518967,0.7167695265518967,0.13341661920596717,0.1458576583061918,0.1458576583061918,0.1458576583061918,0.31267868428180207,0.03902237751187351,0.03902237751187351,0.03902237751187351,0.43700787401574803,0.03902237751187351,0.03902237751187351,0.03902237751187351,9905.130434782608,9905.130434782608,9905.130434782608,0.1718959871476354,39161.0,227818.0,23,23,0.1718959871476354,1.0,1.0,15.369923526587904,223961.0,14822.32488703704,22,22,15.10970793764388,0.9565217391304348,1.0,13465.933798031761,3067782106.0,223961.0,22,22,13697.84072226861,0.9565217391304348,0.9830698188905179,11028.249523383154,2512433749.918103,223961.0,22,22,11218.175262291663,0.9565217391304348,0.9830698188905179,12776.636521258197,2910747779.0,227818.0,23,23,12776.636521258197,1.0,1.0,10463.732982750931,2383826720.6643515,227818.0,23,23,10463.732982750931,1.0,1.0,3947.7709190703913,899373275.2407786,223961.0,22,22,4015.758436695579,0.9565217391304348,0.9830698188905179,0.0,0.0,1313.0,1,1,0.0,0.043478260869565216,0.005763372516658034,0.0,0.0,7221531.64515495,1,1,0.0,0.043478260869565216,0.003029386147304521
IE,2020,22,22,240745.0,240745.0,22,0,0,,21830.0,170980.0,38410.0,9525.0,39650.0,22,0,0,,3325.0,22495.0,9440.0,4390.0,,,,3093845542.0,2548745369.7677674,3070425388.0,2529451578.8346367,885910335.0,729823074.134792,0.0,0.0,10942.954545454546,8050.0,1300.0,27685.0,12,22,22,1.0,True,high,1.0,0.0,0.0,True,240745.0,0.0906768572556024,0.0906768572556024,0.0906768572556024,0.15231333027943197,0.7102120500944983,0.7102120500944983,0.7102120500944983,0.13156509533278746,0.1595464080250888,0.1595464080250888,0.1595464080250888,0.24576933090341058,0.039564684624810484,0.039564684624810484,0.039564684624810484,0.4608923884514436,0.039564684624810484,0.039564684624810484,0.039564684624810484,10942.954545454546,10942.954545454546,10942.954545454546,0.1646970861284762,39650.0,240745.0,22,22,0.1646970861284762,1.0,1.0,,,,0,0,,0.0,,12851.131039066231,3093845542.0,236475.0,21,21,13083.18233217042,0.9545454545454546,0.9822633907246257,10586.908844494246,2548745369.7677674,236475.0,21,21,10778.075355820985,0.9545454545454546,0.9822633907246257,12753.849043593844,3070425388.0,240745.0,22,22,12753.849043593844,1.0,1.0,10506.76682313085,2529451578.8346367,240745.0,22,22,10506.76682313085,1.0,1.0,3031.519134913672,729823074.134792,236475.0,21,21,3086.258903202419,0.9545454545454546,0.9822633907246257,0.0,0.0,5035.0,1,1,0.0,0.045454545454545456,0.020914245363351264,0.0,0.0,31892212.51040062,1,1,0.0,0.045454545454545456,0.012608350670659577
IE,2021,18,18,239645.0,239645.0,18,0,0,,19590.0,171020.0,39025.0,10010.0,43835.0,18,0,0,,3155.0,24150.0,11810.0,4720.0,,,,2703727490.0,2293743734.8355026,2629537048.0,2230803271.2896824,836071715.0,709292732.0698375,0.0,0.0,13313.611111111111,15135.0,1295.0,28090.0,10,18,18,1.0,True,high,1.0,0.0,0.0,True,239645.0,0.08174591583383756,0.08174591583383756,0.08174591583383756,0.1610515569167943,0.7136389242421081,0.7136389242421081,0.7136389242421081,0.14121155420418666,0.16284504162406893,0.16284504162406893,0.16284504162406893,0.3026265214606022,0.04177011829998539,0.04177011829998539,0.04177011829998539,0.47152847152847155,0.04177011829998539,0.04177011829998539,0.04177011829998539,13313.611111111111,13313.611111111111,13313.611111111111,0.18291639717081518,43835.0,239645.0,18,18,0.18291639717081518,1.0,1.0,,,,0,0,,0.0,,11282.219491330927,2703727490.0,188860.0,14,14,14316.040929789262,0.7777777777777778,0.7880823718416825,9571.423292100826,2293743734.8355026,188860.0,14,14,12145.20668662238,0.7777777777777778,0.7880823718416825,10972.634722193245,2629537048.0,188860.0,14,14,13923.207921211479,0.7777777777777778,0.7880823718416825,9308.78287170474,2230803271.2896824,188860.0,14,14,11811.941497880347,0.7777777777777778,0.7880823718416825,2959.7643684192763,709292732.0698375,188860.0,14,14,3755.6535638559644,0.7777777777777778,0.7880823718416825,0.0,0.0,17500.0,1,1,0.0,0.05555555555555555,0.0730246823426318,0.0,,,0,0,,0.0,
IE,2022,18,18,234485.0,234485.0,18,0,0,,17190.0,170200.0,36615.0,10480.0,45990.0,18,0,0,,3090.0,25780.0,12835.0,4285.0,,,,,,,,,,0.0,0.0,13026.944444444445,14600.0,1355.0,28030.0,10,18,18,1.0,True,high,1.0,0.0,0.0,True,234485.0,0.07330959336418108,0.07330959336418108,0.07330959336418108,0.17975567190226877,0.7258460029426189,0.7258460029426189,0.7258460029426189,0.15146886016451233,0.15615071326524085,0.15615071326524085,0.15615071326524085,0.3505393964222313,0.04469369042795914,0.04469369042795914,0.04469369042795914,0.4088740458015267,0.04469369042795914,0.04469369042795914,0.04469369042795914,13026.944444444445,13026.944444444445,13026.944444444445,0.1961319487387253,45990.0,234485.0,18,18,0.1961319487387253,1.0,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,0.0,0.0,15505.0,1,1,0.0,0.05555555555555555,0.06612363264174681,,,,0,0,,0.0,
IE,2023,18,18,236485.0,236485.0,18,0,0,,16715.0,172025.0,37015.0,10730.0,50325.0,18,0,0,,3205.0,27425.0,14210.0,5485.0,,,,4193657000.0,3538204598.186036,4087304000.0,3448474161.569289,1298857000.0,1095850664.41679,,,13138.055555555555,14445.0,1365.0,28980.0,10,18,18,1.0,True,high,1.0,0.0,0.0,True,236485.0,0.0706810157092416,0.0706810157092416,0.0706810157092416,0.191743942566557,0.7274245723830264,0.7274245723830264,0.7274245723830264,0.15942450225257956,0.15652155527834746,0.15652155527834746,0.15652155527834746,0.383898419559638,0.04537285662938453,0.04537285662938453,0.04537285662938453,0.5111835973904939,0.04537285662938453,0.04537285662938453,0.04537285662938453,13138.055555555555,13138.055555555555,13138.055555555555,0.21280419476922427,50325.0,236485.0,18,18,0.21280419476922427,1.0,1.0,,,,0,0,,0.0,,17733.28963782058,4193657000.0,231090.0,16,16,18147.288935046952,0.8888888888888888,0.9771867137450578,14961.644916954716,3538204598.1860366,231090.0,16,16,15310.93772203919,0.8888888888888888,0.9771867137450578,17283.565553840624,4087304000.0,231090.0,16,16,17687.065645419534,0.8888888888888888,0.9771867137450578,14582.210971390528,3448474161.569289,231090.0,16,16,14922.64555614388,0.8888888888888888,0.9771867137450578,4633.911936980316,1095850664.4167898,231090.0,16,16,4742.09470083859,0.8888888888888888,0.9771867137450578,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2014,7,7,18975.0,18675.0,7,0,0,,365.0,13495.0,4295.0,520.0,,0,0,0,,,,,,,,,,,,,,,,,2710.714285714286,470.0,145.0,12825.0,5,7,7,1.0,True,high,1.0,0.0,0.0,True,18975.0,0.019544846050870146,0.019544846050870146,0.019544846050870146,,0.7226238286479251,0.7226238286479251,0.7226238286479251,,0.22998661311914323,0.22998661311914323,0.22998661311914323,,0.027844712182061578,0.027844712182061578,0.027844712182061578,,0.027844712182061578,0.027844712182061578,0.027844712182061578,2710.714285714286,2710.714285714286,2710.714285714286,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2015,7,7,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,5,0,0,0.0,False,no_complete_records,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2016,7,7,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,5,0,0,0.0,False,no_complete_records,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2017,7,7,17772.0,17772.0,7,0,0,,501.0,12145.0,4489.0,637.0,,0,0,0,,,,,,,,,53376414.46822631,31960146.637325957,51811506.55384105,31023128.16360593,3512651.402024224,2103267.051804901,,,2538.8571428571427,437.0,121.0,11561.0,5,7,7,1.0,True,high,1.0,0.0,0.0,True,17772.0,0.028190411883862256,0.028190411883862256,0.028190411883862256,,0.683378347963088,0.683378347963088,0.683378347963088,,0.2525883412108935,0.2525883412108935,0.2525883412108935,,0.0358428989421562,0.0358428989421562,0.0358428989421562,,0.0358428989421562,0.0358428989421562,0.0358428989421562,2538.8571428571427,2538.8571428571427,2538.8571428571427,,,,0,0,,0.0,,,,,0,0,,0.0,,3003.399418648791,53376414.46822631,3433.0,2,2,15548.03800414399,0.2857142857142857,0.1931690299347288,1798.3427097302474,31960146.637325957,3433.0,2,2,9309.684426835409,0.2857142857142857,0.1931690299347288,2915.3447306910334,51811506.55384105,3433.0,2,2,15092.195325907674,0.2857142857142857,0.1931690299347288,1745.6182851455058,31023128.16360593,3433.0,2,2,9036.739925314863,0.2857142857142857,0.1931690299347288,118.34723451524314,2103267.051804901,3433.0,2,2,612.6615356262456,0.2857142857142857,0.1931690299347288,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2018,7,7,18225.0,18225.0,7,0,0,,579.0,12394.0,4675.0,577.0,,0,0,0,,,,,,,,,53893838.4549222,33156225.496562902,53114981.624833845,32677062.13710861,4291578.700445696,2640237.830661106,,,2603.5714285714284,522.0,122.0,11686.0,5,7,7,1.0,True,high,1.0,0.0,0.0,True,18225.0,0.03176954732510288,0.03176954732510288,0.03176954732510288,,0.6800548696844994,0.6800548696844994,0.6800548696844994,,0.25651577503429357,0.25651577503429357,0.25651577503429357,,0.03165980795610425,0.03165980795610425,0.03165980795610425,,0.03165980795610425,0.03165980795610425,0.03165980795610425,2603.5714285714284,2603.5714285714284,2603.5714285714284,,,,0,0,,0.0,,,,,0,0,,0.0,,2957.1379124785844,53893838.4549222,3461.0,2,2,15571.753381948049,0.2857142857142857,0.1899039780521262,1819.2716321845214,33156225.496562902,3461.0,2,2,9579.95535872953,0.2857142857142857,0.1899039780521262,2914.4022839415,53114981.624833845,3461.0,2,2,15346.715291775165,0.2857142857142857,0.1899039780521262,1792.9800898276328,32677062.13710861,3461.0,2,2,9441.508852097259,0.2857142857142857,0.1899039780521262,144.86901677152844,2640237.830661106,3461.0,2,2,762.8540394860173,0.2857142857142857,0.1899039780521262,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2019,7,7,19145.0,19145.0,7,0,0,,792.0,12945.0,4828.0,580.0,,0,0,0,,,,,,,,,46687740.384615384,30061080.91121857,46834651.8065268,30155673.540985607,5034105.4778554775,3241335.966117753,,,2735.0,576.0,118.0,12386.0,5,7,7,1.0,True,high,1.0,0.0,0.0,True,19145.0,0.041368503525724735,0.041368503525724735,0.041368503525724735,,0.6761556542178114,0.6761556542178114,0.6761556542178114,,0.2521807260381301,0.2521807260381301,0.2521807260381301,,0.030295116218333768,0.030295116218333768,0.030295116218333768,,0.030295116218333768,0.030295116218333768,0.030295116218333768,2735.0,2735.0,2735.0,,,,0,0,,0.0,,,,,0,0,,0.0,,2438.6388291781345,46687740.384615384,2988.0,1,1,15625.080450005149,0.14285714285714285,0.15607208148341603,1570.1792066450023,30061080.91121857,2988.0,1,1,10060.602714597915,0.14285714285714285,0.15607208148341603,2446.312447455043,46834651.8065268,2988.0,1,1,15674.247592545784,0.14285714285714285,0.15607208148341603,1575.1200595970545,30155673.540985607,2988.0,1,1,10092.26022121339,0.14285714285714285,0.15607208148341603,169.30456861414223,3241335.966117753,2988.0,1,1,1084.784459878766,0.14285714285714285,0.15607208148341603,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2020,7,7,21920.0,659.0,6,0,0,,,,,659.0,,0,0,0,,,,,,99.16,1797.94,41.78,49561313.91422472,34166269.86314198,48039221.16566402,33116979.045427587,4788770.295620674,3301252.636601604,,,3131.4285714285716,753.0,125.0,14524.0,5,0,7,0.0,False,no_complete_records,1.0,0.0,0.0,True,21920.0,,,,,,,,,,,,,,,,,,,,3131.4285714285716,3131.4285714285716,3131.4285714285716,,,,0,0,,0.0,,221.0568777732957,673.0,99.16,2,2,6.787010891488504,0.2857142857142857,1.0,2261.0088464518576,49561313.91422472,3326.0,2,2,14901.176763146339,0.2857142857142857,0.15173357664233578,1558.680194486404,34166269.86314198,3326.0,2,2,10272.480415857479,0.2857142857142857,0.15173357664233578,2191.5703086525555,48039221.16566402,3326.0,2,2,14443.542142412512,0.2857142857142857,0.15173357664233578,1510.8110878388497,33116979.045427587,3326.0,2,2,9956.999111673958,0.2857142857142857,0.15173357664233578,150.6045910858396,3301252.636601604,3201.0,1,1,1031.31916169997,0.14285714285714285,0.14603102189781023,,,,0,0,,0.0,,,,,0,0,,0.0,
IS,2021,7,7,23638.0,19402.0,6,0,0,,249.0,14193.0,4256.0,704.0,,0,0,0,,,,,,230.0,1897.0,139.0,64734130.55611055,43482361.61227548,63934753.06027306,42945414.23938086,12219248.391608391,8207753.3540608855,5584502.497502497,3751148.8133849283,3376.8571428571427,769.0,130.0,15849.0,5,3,7,0.42857142857142855,False,low,1.0,0.0,0.0,True,23638.0,0.012833728481599836,,,,0.7315225234511906,,,,0.2193588289867024,,,,0.03628491908050716,,,,,0.03628491908050716,,3376.8571428571427,3376.8571428571427,3376.8571428571427,,,,0,0,,0.0,,102.77391304347826,4071.0,230.0,2,2,17.7,0.2857142857142857,1.0,2738.562084614204,64734130.55611055,3794.0,2,2,17062.23789038233,0.2857142857142857,0.16050427278111515,1839.5110251406836,43482361.61227548,3794.0,2,2,11460.822776034654,0.2857142857142857,0.16050427278111515,2704.7446086924892,63934753.06027306,3794.0,2,2,16851.542714884832,0.2857142857142857,0.16050427278111515,1816.7955935096395,42945414.23938086,3794.0,2,2,11319.29737463913,0.2857142857142857,0.16050427278111515,347.2270646442544,8207753.3540608855,3794.0,2,2,2163.350910400866,0.2857142857142857,0.16050427278111515,158.69146346496862,3751148.8133849283,19318.0,2,2,194.17894261232675,0.2857142857142857,0.8172434216092732,0.08734690024121673,1893998.7026640123,33697904.13134409,1,1,0.056205237432030986,0.14285714285714285,0.7846682754882633
