country_code,year,records_count,institutions_count,total_students,students_total_calc,students_total_with_observed_isced8,students_total_component_sum_complete_records,students_total_component_sum_incomplete_records,students_total_component_sum_incomplete_students,students_isced5,students_isced6,students_isced7,students_isced8,foreign_students_total,foreign_students_total_with_observed_isced8,foreign_total_component_sum_complete_records,foreign_total_component_sum_incomplete_records,foreign_total_component_sum_incomplete_students,foreign_students_isced5,foreign_students_isced6,foreign_students_isced7,foreign_students_isced8,academic_personnel_fte,total_personnel_fte,support_admin_personnel_fte,total_revenues_eur,total_revenues_ppp,total_expenditure_eur,total_expenditure_ppp,third_party_funding_eur,third_party_funding_ppp,rd_expenditure_eur,rd_expenditure_ppp,mean_institution_size,median_institution_size,min_institution_size,max_institution_size,cities_count,records_with_complete_isced_structure,institutions_with_student_data,complete_isced_structure_share,isced_shares_reliable,isced_structure_coverage_flag,student_coverage_share,students_total_component_sum_incomplete_share,foreign_total_component_sum_incomplete_share,students_total_reliable,total_students_reliable,isced5_share_observed,isced5_share_reliable,isced5_share,foreign_students_isced5_share,isced6_share_observed,isced6_share_reliable,isced6_share,foreign_students_isced6_share,isced7_share_observed,isced7_share_reliable,isced7_share,foreign_students_isced7_share,isced8_share_observed,isced8_share_reliable,isced8_share,foreign_students_isced8_share,phd_share,phd_share_observed,phd_share_reliable,avg_observed_institution_size,students_per_registered_institution,avg_institution_size,foreign_students_share_aggregate_unmatched,foreign_students_share_pair_numerator,foreign_students_share_pair_denominator,foreign_students_share_pair_records,foreign_students_share_pair_institutions,foreign_students_share,foreign_students_share_pair_record_coverage,foreign_students_share_denominator_coverage,student_staff_ratio_aggregate_unmatched,student_staff_ratio_pair_numerator,student_staff_ratio_pair_denominator,student_staff_ratio_pair_records,student_staff_ratio_pair_institutions,student_staff_ratio,student_staff_ratio_pair_record_coverage,student_staff_ratio_denominator_coverage,revenue_per_student_eur_aggregate_unmatched,revenue_per_student_eur_pair_numerator,revenue_per_student_eur_pair_denominator,revenue_per_student_eur_pair_records,revenue_per_student_eur_pair_institutions,revenue_per_student_eur,revenue_per_student_eur_pair_record_coverage,revenue_per_student_eur_denominator_coverage,revenue_per_student_ppp_aggregate_unmatched,revenue_per_student_ppp_pair_numerator,revenue_per_student_ppp_pair_denominator,revenue_per_student_ppp_pair_records,revenue_per_student_ppp_pair_institutions,revenue_per_student_ppp,revenue_per_student_ppp_pair_record_coverage,revenue_per_student_ppp_denominator_coverage,expenditure_per_student_eur_aggregate_unmatched,expenditure_per_student_eur_pair_numerator,expenditure_per_student_eur_pair_denominator,expenditure_per_student_eur_pair_records,expenditure_per_student_eur_pair_institutions,expenditure_per_student_eur,expenditure_per_student_eur_pair_record_coverage,expenditure_per_student_eur_denominator_coverage,expenditure_per_student_ppp_aggregate_unmatched,expenditure_per_student_ppp_pair_numerator,expenditure_per_student_ppp_pair_denominator,expenditure_per_student_ppp_pair_records,expenditure_per_student_ppp_pair_institutions,expenditure_per_student_ppp,expenditure_per_student_ppp_pair_record_coverage,expenditure_per_student_ppp_denominator_coverage,third_party_funding_per_student_ppp_aggregate_unmatched,third_party_funding_per_student_ppp_pair_numerator,third_party_funding_per_student_ppp_pair_denominator,third_party_funding_per_student_ppp_pair_records,third_party_funding_per_student_ppp_pair_institutions,third_party_funding_per_student_ppp,third_party_funding_per_student_ppp_pair_record_coverage,third_party_funding_per_student_ppp_denominator_coverage,rd_expenditure_per_student_ppp_aggregate_unmatched,rd_expenditure_per_student_ppp_pair_numerator,rd_expenditure_per_student_ppp_pair_denominator,rd_expenditure_per_student_ppp_pair_records,rd_expenditure_per_student_ppp_pair_institutions,rd_expenditure_per_student_ppp,rd_expenditure_per_student_ppp_pair_record_coverage,rd_expenditure_per_student_ppp_denominator_coverage,rd_expenditure_share_of_expenditure_ppp_aggregate_unmatched,rd_expenditure_share_of_expenditure_ppp_pair_numerator,rd_expenditure_share_of_expenditure_ppp_pair_denominator,rd_expenditure_share_of_expenditure_ppp_pair_records,rd_expenditure_share_of_expenditure_ppp_pair_institutions,rd_expenditure_share_of_expenditure_ppp,rd_expenditure_share_of_expenditure_ppp_pair_record_coverage,rd_expenditure_share_of_expenditure_ppp_denominator_coverage
EE,2019,19,19,45178.0,41956.0,19,0,0,,0.0,27674.0,11966.0,2316.0,6056.0,19,0,0,,0.0,2547.0,2527.0,617.0,3294.62,6476.289999999997,3181.669999999998,446947520.88879716,549824663.9325533,389440864.50999993,479081284.5879705,134603705.44,165586413.7258255,0.0,0.0,2377.7894736842104,1155.0,55.0,13165.0,3,19,19,1.0,True,high,1.0,0.0,0.0,True,45178.0,0.0,0.0,0.0,,0.6595957669939937,0.6595957669939937,0.6595957669939937,0.09203584592035846,0.2852035465725999,0.2852035465725999,0.2852035465725999,0.21118168143072039,0.05520068643340643,0.05520068643340643,0.05520068643340643,0.2664075993091537,0.05520068643340643,0.05520068643340643,0.05520068643340643,2377.7894736842104,2377.7894736842104,2377.7894736842104,0.13404754526539467,6056.0,45178.0,19,19,0.13404754526539467,1.0,1.0,13.712658819530022,34908.0,3294.62,6,6,10.595455621589137,0.3157894736842105,1.0,9893.034682562246,446947520.88879704,42914.0,13,13,10414.958309381485,0.6842105263157895,0.9498871131966886,12170.186018251214,549824663.9325533,42914.0,13,13,12812.24458061596,0.6842105263157895,0.9498871131966886,8620.143975164901,389440864.5099999,42914.0,13,13,9074.914119168567,0.6842105263157895,0.9498871131966886,10604.304851652807,479081284.58797044,42914.0,13,13,11163.752728432923,0.6842105263157895,0.9498871131966886,3665.2001798624437,165586413.7258255,42914.0,13,13,3858.563958750652,0.6842105263157895,0.9498871131966886,0.0,0.0,9024.0,12,12,0.0,0.631578947368421,0.19974323785913498,0.0,0.0,36907555.748556696,7,7,0.0,0.3684210526315789,0.07703819150501506
EE,2020,18,18,45259.0,41953.0,18,0,0,,0.0,27674.0,11962.0,2317.0,5779.0,18,0,0,,0.0,2433.0,2266.0,694.0,3500.4100000000003,6807.459999999999,3307.05,450142001.12,558149513.4719586,396239337.87999994,491313392.45371914,131586224.10000001,163159151.5083882,0.0,0.0,2514.3888888888887,1150.0,54.0,13449.0,3,18,18,1.0,True,high,1.0,0.0,0.0,True,45259.0,0.0,0.0,0.0,,0.6596429337592067,0.6596429337592067,0.6596429337592067,0.08791645587916457,0.2851285962863204,0.2851285962863204,0.2851285962863204,0.18943320514964052,0.055228469954472864,0.055228469954472864,0.055228469954472864,0.29952524816573156,0.055228469954472864,0.055228469954472864,0.055228469954472864,2514.3888888888887,2514.3888888888887,2514.3888888888887,0.1276873108111094,5779.0,45259.0,18,18,0.1276873108111094,1.0,1.0,12.929628243548612,36259.0,3500.4100000000003,7,7,10.358500861327672,0.3888888888888889,1.0,9945.911335204048,450142001.12,43093.0,12,12,10445.826494326226,0.6666666666666666,0.9521421153803663,12332.343036124497,558149513.4719586,43093.0,12,12,12952.208327848111,0.6666666666666666,0.9521421153803663,8754.929138513886,396239337.87999994,43093.0,12,12,9194.981502332164,0.6666666666666666,0.9521421153803663,10855.595405415921,491313392.4537192,43093.0,12,12,11401.234364136151,0.6666666666666666,0.9521421153803663,3605.0100865769946,163159151.5083882,43093.0,12,12,3786.2100923209846,0.6666666666666666,0.9521421153803663,0.0,0.0,9000.0,11,11,0.0,0.6111111111111112,0.19885547625886563,0.0,0.0,36230393.284479655,6,6,0.0,0.3333333333333333,0.07374192082071628
EE,2021,18,18,44611.0,41287.0,18,0,0,,0.0,27248.0,11686.0,2353.0,5597.0,18,0,0,,0.0,2235.0,2195.0,780.0,3550.6,6904.799999999999,3354.2000000000003,492092281.41999984,587709011.3053051,440924724.51,526599265.39401364,155422350.91,185621924.25469303,0.0,0.0,2478.3888888888887,1106.0,56.0,13733.0,3,18,18,1.0,True,high,1.0,0.0,0.0,True,44611.0,0.0,0.0,0.0,,0.6599656066074067,0.6599656066074067,0.6599656066074067,0.08202436876100998,0.28304308862353766,0.28304308862353766,0.28304308862353766,0.18783159335957555,0.05699130476905564,0.05699130476905564,0.05699130476905564,0.3314917127071823,0.05699130476905564,0.05699130476905564,0.05699130476905564,2478.3888888888887,2478.3888888888887,2478.3888888888887,0.12546232991862993,5597.0,44611.0,18,18,0.12546232991862993,1.0,1.0,12.564355320227568,34676.0,3550.6,6,6,9.766236692390018,0.3333333333333333,1.0,11030.738638900715,492092281.4199998,42445.0,12,12,11593.645456944276,0.6666666666666666,0.9514469525453364,13174.082878781133,587709011.3053051,42445.0,12,12,13846.366151615151,0.6666666666666666,0.9514469525453364,9883.766885073188,440924724.51,42445.0,12,12,10388.142879255507,0.6666666666666666,0.9514469525453364,11804.247055524727,526599265.39401364,42445.0,12,12,12406.626584851305,0.6666666666666666,0.9514469525453364,4160.900321774742,185621924.25469303,42445.0,12,12,4373.234167857063,0.6666666666666666,0.9514469525453364,0.0,0.0,8932.0,11,11,0.0,0.6111111111111112,0.2002196767613369,0.0,0.0,38463944.388312034,6,6,0.0,0.3333333333333333,0.07304215352357628
EE,2022,18,18,44145.0,40865.0,18,0,0,,0.0,27180.0,11385.0,2300.0,5370.0,18,0,0,,0.0,2110.0,2115.0,780.0,3835.0,7180.0,3350.0,525688871.0800003,579150228.6904123,483303799.44999987,532454692.0754883,192054938.89999998,211586487.56734127,0.0,0.0,2452.5,1042.5,50.0,14080.0,3,18,18,1.0,True,high,1.0,0.0,0.0,True,44145.0,0.0,0.0,0.0,,0.6651168481585709,0.6651168481585709,0.6651168481585709,0.07763061074319352,0.27860026917900405,0.27860026917900405,0.27860026917900405,0.1857707509881423,0.05628288266242506,0.05628288266242506,0.05628288266242506,0.3391304347826087,0.05628288266242506,0.05628288266242506,0.05628288266242506,2452.5,2452.5,2452.5,0.1216445803601767,5370.0,44145.0,18,18,0.1216445803601767,1.0,1.0,11.511082138200782,35280.0,3835.0,7,7,9.199478487614082,0.3888888888888889,1.0,11908.231307735878,525688871.0800004,41985.0,12,12,12520.87343289271,0.6666666666666666,0.9510703363914373,13119.271235483346,579150228.6904124,41985.0,12,12,13794.217665604678,0.6666666666666666,0.9510703363914373,10948.098299920714,483303799.4499999,41985.0,12,12,11511.344514707633,0.6666666666666666,0.9510703363914373,12061.494893543739,532454692.07548827,41985.0,12,12,12682.021962021872,0.6666666666666666,0.9510703363914373,4792.9887318459905,211586487.56734127,41985.0,12,12,5039.573361137103,0.6666666666666666,0.9510703363914373,0.0,0.0,8865.0,11,11,0.0,0.6111111111111112,0.20081549439347604,0.0,0.0,36538393.97812029,6,6,0.0,0.3333333333333333,0.06862254107611486
EE,2023,18,18,44640.0,41230.0,18,0,0,,0.0,27770.0,11170.0,2290.0,4840.0,18,0,0,,0.0,1880.0,1765.0,800.0,4085.0,7470.0,3385.0,590942853.73,644194552.1924354,538564100.65,587095786.7673349,215274199.18,234673226.80021277,0.0,0.0,2480.0,1067.5,65.0,14645.0,3,18,18,1.0,True,high,1.0,0.0,0.0,True,44640.0,0.0,0.0,0.0,,0.6735386854232355,0.6735386854232355,0.6735386854232355,0.06769895570759812,0.27091923356779046,0.27091923356779046,0.27091923356779046,0.15801253357206804,0.05554208100897405,0.05554208100897405,0.05554208100897405,0.34934497816593885,0.05554208100897405,0.05554208100897405,0.05554208100897405,2480.0,2480.0,2480.0,0.10842293906810035,4840.0,44640.0,18,18,0.10842293906810035,1.0,1.0,10.927784577723378,35725.0,4085.0,7,7,8.745410036719706,0.3888888888888889,1.0,13237.967153449821,590942853.7299999,42435.0,12,12,13925.83607234594,0.6666666666666666,0.9506048387096774,14430.881545529466,644194552.1924355,42435.0,12,12,15180.736472073419,0.6666666666666666,0.9506048387096774,12064.607989471326,538564100.65,42435.0,12,12,12691.507026039824,0.6666666666666666,0.9506048387096774,13151.787337977934,587095786.7673349,42435.0,12,12,13835.178196473074,0.6666666666666666,0.9506048387096774,5257.016729395447,234673226.8002128,42435.0,12,12,5530.180907274957,0.6666666666666666,0.9506048387096774,0.0,0.0,8915.0,11,11,0.0,0.6111111111111112,0.19970878136200718,0.0,0.0,45226412.67757942,6,6,0.0,0.3333333333333333,0.07703412917780411
ES,2014,81,81,1538250.0,1356190.0,81,0,0,,0.0,1181960.0,142160.0,32070.0,86580.0,81,0,0,,0.0,42990.0,26020.0,7975.0,81380.0,138730.0,57355.0,,,,,,,,,18990.74074074074,13490.0,200.0,158945.0,47,81,81,1.0,True,high,1.0,0.0,0.0,True,1538250.0,0.0,0.0,0.0,,0.8715298003966996,0.8715298003966996,0.8715298003966996,0.03637178923144607,0.10482307051371859,0.10482307051371859,0.10482307051371859,0.18303320202588633,0.023647129089581845,0.023647129089581845,0.023647129089581845,0.2486747739320237,0.023647129089581845,0.023647129089581845,0.023647129089581845,18990.74074074074,18990.74074074074,18990.74074074074,0.05628473915163335,86580.0,1538250.0,81,81,0.05628473915163335,1.0,1.0,18.90206438928484,1536950.0,81380.0,79,79,18.886089948390268,0.9753086419753086,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2015,82,82,1548340.0,1410705.0,82,0,0,,0.0,1184050.0,171040.0,55615.0,101910.0,82,0,0,,0.0,44585.0,34300.0,13695.0,90315.0,148240.0,57900.0,,,,,,,,,18882.19512195122,13117.5,155.0,156200.0,48,82,82,1.0,True,high,1.0,0.0,0.0,True,1548340.0,0.0,0.0,0.0,,0.8393321069961474,0.8393321069961474,0.8393321069961474,0.037654659853891305,0.12124434236782318,0.12124434236782318,0.12124434236782318,0.2005378858746492,0.0394235506360295,0.0394235506360295,0.0394235506360295,0.24624651622763644,0.0394235506360295,0.0394235506360295,0.0394235506360295,18882.19512195122,18882.19512195122,18882.19512195122,0.06581887699084181,101910.0,1548340.0,82,82,0.06581887699084181,1.0,1.0,17.143774566793997,1546780.0,90315.0,80,80,17.126501688534574,0.975609756097561,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2016,82,82,1564945.0,1449460.0,82,0,0,,0.0,1187755.0,190155.0,71550.0,114275.0,82,0,0,,0.0,48320.0,38770.0,17840.0,90660.0,149590.0,58960.0,,,,,,,,,19084.69512195122,13425.0,270.0,147400.0,48,82,82,1.0,True,high,1.0,0.0,0.0,True,1564945.0,0.0,0.0,0.0,,0.8194465525092103,0.8194465525092103,0.8194465525092103,0.040681790436579934,0.13119023636388724,0.13119023636388724,0.13119023636388724,0.20388630327890406,0.04936321112690243,0.04936321112690243,0.04936321112690243,0.2493361285814116,0.04936321112690243,0.04936321112690243,0.04936321112690243,19084.69512195122,19084.69512195122,19084.69512195122,0.07302173558815166,114275.0,1564945.0,82,82,0.07302173558815166,1.0,1.0,17.26169203617913,1563045.0,90660.0,80,80,17.24073461283918,0.975609756097561,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2017,82,82,1583025.0,1482448.0,82,0,0,,0.0,1187214.0,209754.0,85480.0,127597.0,82,0,0,,0.0,52479.0,43554.0,22076.0,87616.76567,154070.64232476018,60438.003000000004,,,,,,,,,19305.182926829268,13556.0,291.0,139973.0,48,82,82,1.0,True,high,1.0,0.0,0.0,True,1583025.0,0.0,0.0,0.0,,0.8008469774319235,0.8008469774319235,0.8008469774319235,0.04420348816641313,0.14149164085350718,0.14149164085350718,0.14149164085350718,0.20764323922308991,0.057661381714569415,0.057661381714569415,0.057661381714569415,0.25825924192793637,0.057661381714569415,0.057661381714569415,0.057661381714569415,19305.182926829268,19305.182926829268,19305.182926829268,0.08060327537467822,127597.0,1583025.0,82,82,0.08060327537467822,1.0,1.0,18.067603704550216,1580994.0,87616.76567000001,80,80,18.04442320953343,0.975609756097561,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2018,83,83,1599050.0,1500938.0,83,0,0,,0.0,1192343.0,217840.0,90755.0,137914.0,83,0,0,,0.0,56746.0,46777.0,24200.0,88737.36780392168,155918.80904877544,61609.62800000001,,,,,,,,,19265.66265060241,13390.0,302.0,140784.0,48,83,83,1.0,True,high,1.0,0.0,0.0,True,1599050.0,0.0,0.0,0.0,,0.7943985694279178,0.7943985694279178,0.7943985694279178,0.047592010017251746,0.14513590834531473,0.14513590834531473,0.14513590834531473,0.21473099522585384,0.06046552222676753,0.06046552222676753,0.06046552222676753,0.26665197509779076,0.06046552222676753,0.06046552222676753,0.06046552222676753,19265.66265060241,19265.66265060241,19265.66265060241,0.08624745942903599,137914.0,1599050.0,83,83,0.08624745942903599,1.0,1.0,18.02002966251306,1596922.0,88737.36780392169,81,81,17.996048784415546,0.9759036144578314,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2019,83,83,1626154.0,1528688.0,83,0,0,,0.0,1198913.0,237118.0,92657.0,153042.0,83,0,0,,0.0,61606.0,55043.0,25612.0,90196.1513333334,159449.64200000008,63339.490666666665,,,,,,,,,19592.21686746988,13565.0,333.0,137222.0,48,83,83,1.0,True,high,1.0,0.0,0.0,True,1626154.0,0.0,0.0,0.0,,0.7842757972849921,0.7842757972849921,0.7842757972849921,0.051384879469986565,0.1551120961242582,0.1551120961242582,0.1551120961242582,0.2321333681964254,0.06061210659074971,0.06061210659074971,0.06061210659074971,0.27641732410934955,0.06061210659074971,0.06061210659074971,0.06061210659074971,19592.21686746988,19592.21686746988,19592.21686746988,0.09411285769982425,153042.0,1626154.0,83,83,0.09411285769982425,1.0,1.0,18.02908412344895,1624036.0,90196.1513333334,81,81,18.005601968515613,0.9759036144578314,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2020,84,84,1679057.0,1581371.0,84,0,0,,0.0,1238323.0,247251.0,95797.0,155919.0,84,0,0,,0.0,65502.0,52420.0,26634.0,91721.69503030312,176772.5212742056,64050.93600000001,,,,,,,,,19988.77380952381,13670.5,368.0,151376.0,48,84,84,1.0,True,high,1.0,0.0,0.0,True,1679057.0,0.0,0.0,0.0,,0.7830692481397471,0.7830692481397471,0.7830692481397471,0.05289573075845316,0.15635230442445194,0.15635230442445194,0.15635230442445194,0.21201127599079478,0.06057844743580096,0.06057844743580096,0.06057844743580096,0.2780254078937754,0.06057844743580096,0.06057844743580096,0.06057844743580096,19988.77380952381,19988.77380952381,19988.77380952381,0.09286105236451175,155919.0,1679057.0,84,84,0.09286105236451175,1.0,1.0,18.305996192561327,1677081.0,91721.69503030313,82,82,18.284452761649508,0.9761904761904762,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2021,86,86,1698239.0,1600207.0,86,0,0,,0.0,1235535.0,266923.0,97749.0,170222.0,86,0,0,,0.0,68491.0,62293.0,27721.0,94057.25089807172,181098.13310736,65033.51866666668,,,,,,,,,19746.96511627907,13880.0,381.0,140237.0,48,86,86,1.0,True,high,1.0,0.0,0.0,True,1698239.0,0.0,0.0,0.0,,0.7721094833355935,0.7721094833355935,0.7721094833355935,0.05543428555241252,0.16680529456501564,0.16680529456501564,0.16680529456501564,0.23337441883989016,0.06108522209939089,0.06108522209939089,0.06108522209939089,0.2835936940531361,0.06108522209939089,0.06108522209939089,0.06108522209939089,19746.96511627907,19746.96511627907,19746.96511627907,0.10023441930140575,170222.0,1698239.0,86,86,0.10023441930140575,1.0,1.0,18.05537567582486,1696410.0,94057.25089807172,84,84,18.03593007240209,0.9767441860465116,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2022,89,89,1720975.0,1621625.0,89,0,0,,0.0,1244386.0,280012.0,97227.0,180563.0,89,0,0,,0.0,71690.0,68760.0,27882.0,98102.45465917619,187081.81636460254,66466.37333333332,,,,,,,,,19336.79775280899,13747.0,108.0,130459.0,50,89,89,1.0,True,high,1.0,0.0,0.0,True,1720975.0,0.0,0.0,0.0,,0.7673697679796501,0.7673697679796501,0.7673697679796501,0.057610741361603234,0.17267370692977724,0.17267370692977724,0.17267370692977724,0.24556090453266288,0.059956525090572726,0.059956525090572726,0.059956525090572726,0.286772192909377,0.059956525090572726,0.059956525090572726,0.059956525090572726,19336.79775280899,19336.79775280899,19336.79775280899,0.10491901393105653,180563.0,1720975.0,89,89,0.10491901393105653,1.0,1.0,17.542629345809395,1719173.0,98102.45465917619,87,87,17.52426079421443,0.9775280898876404,1.0,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
ES,2023,91,91,1757811.0,1654963.0,91,0,0,,0.0,1265305.0,290236.0,99422.0,196567.0,91,0,0,,0.0,76709.0,78120.0,28810.0,101243.9300311816,193142.78244909205,68472.43599999997,,,,,,,,,19316.604395604394,13796.0,132.0,130184.0,50,91,91,1.0,True,high,1.0,0.0,0.0,True,1757811.0,0.0,0.0,0.0,,0.7645518359020715,0.7645518359020715,0.7645518359020715,0.06062490861887055,0.1753731050180578,0.1753731050180578,0.1753731050180578,0.2691602695737262,0.060075059079870666,0.060075059079870666,0.060075059079870666,0.28977489891573294,0.060075059079870666,0.060075059079870666,0.060075059079870666,19316.604395604394,19316.604395604394,19316.604395604394,0.11182487764611782,196567.0,1757811.0,91,91,0.11182487764611782,1.0,1.0,17.36213716178956,1755904.0,101243.93003118159,89,89,17.343301464682458,0.978021978021978,0.9999999999999999,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,,,,,0,0,,0.0,
FI,2014,41,41,302470.0,297170.0,41,0,0,,0.0,219350.0,57960.0,19860.0,20255.0,41,0,0,,0.0,9930.0,6845.0,3470.0,24475.0,40620.0,16175.0,3577906835.0,2826775933.8558297,3577906835.0,2826775933.8558297,,,1426346300.0,1126905081.6926334,7377.317073170731,5385.0,195.0,34830.0,21,41,41,1.0,True,high,1.0,0.0,0.0,True,302470.0,0.0,0.0,0.0,,0.7381296900763873,0.7381296900763873,0.7381296900763873,0.04527011625256439,0.195039876165158,0.195039876165158,0.195039876165158,0.11809868875086266,0.06683043375845475,0.06683043375845475,0.06683043375845475,0.17472306143001007,0.06683043375845475,0.06683043375845475,0.06683043375845475,7377.317073170731,7377.317073170731,7377.317073170731,0.06696531887459914,20255.0,302470.0,41,41,0.06696531887459914,1.0,1.0,12.35832482124617,300790.0,24475.0,38,38,12.289683350357508,0.926829268292683,1.0,11828.964310510133,3577906835.0,300790.0,38,38,11895.032531001696,0.926829268292683,0.9944457301550567,9345.640671325518,2826775933.8558292,300790.0,38,38,9397.838804002226,0.926829268292683,0.9944457301550567,11828.964310510133,3577906835.0,300790.0,38,38,11895.032531001696,0.926829268292683,0.9944457301550567,9345.640671325518,2826775933.8558292,300790.0,38,38,9397.838804002226,0.926829268292683,0.9944457301550567,,,,0,0,,0.0,,3725.6755436659287,1126905081.6926336,301540.0,40,40,3737.1661527247916,0.975609756097561,0.9969253149072635,0.398653840297661,1125689172.9608445,2826775933.8558292,38,38,0.3982237005341141,0.926829268292683,0.9999999999999998
FI,2015,41,41,297170.0,291755.0,41,0,0,,0.0,215195.0,57030.0,19530.0,20360.0,41,0,0,,0.0,9865.0,6830.0,3630.0,23905.0,39510.0,15595.0,3741999902.0,2964054229.0448804,3522197705.0,2789947962.7077293,736394475.0,583301233.3064018,1416769900.0,1122229535.9852986,7248.048780487805,5430.0,465.0,32460.0,21,41,41,1.0,True,high,1.0,0.0,0.0,True,297170.0,0.0,0.0,0.0,,0.7375880447635859,0.7375880447635859,0.7375880447635859,0.045842143172471476,0.19547222841082415,0.19547222841082415,0.19547222841082415,0.11976152901981413,0.06693972682558996,0.06693972682558996,0.06693972682558996,0.1858678955453149,0.06693972682558996,0.06693972682558996,0.06693972682558996,7248.048780487805,7248.048780487805,7248.048780487805,0.06851297237271596,20360.0,297170.0,41,41,0.06851297237271596,1.0,1.0,12.431290524994772,295250.0,23905.0,38,38,12.350972599874503,0.926829268292683,1.0,12592.118659353233,3741999902.0,285790.0,37,37,13093.52987158403,0.9024390243902439,0.9617054211394152,9974.271390264428,2964054229.044881,285790.0,37,37,10371.441369694114,0.9024390243902439,0.9617054211394152,11852.467291449339,3522197705.0,285790.0,37,37,12324.425994611427,0.9024390243902439,0.9617054211394152,9388.390358070226,2789947962.70773,285790.0,37,37,9762.230878294306,0.9024390243902439,0.9617054211394152,1962.8536975684015,583301233.3064018,285790.0,37,37,2041.0134480086842,0.9024390243902439,0.9617054211394152,3776.3890567193816,1122229535.9852986,296250.0,40,40,3788.116577165565,0.975609756097561,0.9969041289497594,0.40224031092541984,1108137208.30759,2789947962.70773,37,37,0.39718920321084017,0.9024390243902439,1.0
FI,2016,41,41,295520.0,289965.0,41,0,0,,0.0,211045.0,60045.0,18875.0,21100.0,41,0,0,,0.0,9935.0,7490.0,3675.0,23495.0,38105.0,14620.0,3568455731.0,2813973228.8742385,3487221203.0,2749914206.068826,672619441.0,530406776.17260206,1422582800.0,1121804561.0825474,7207.804878048781,5350.0,565.0,32030.0,21,41,41,1.0,True,high,1.0,0.0,0.0,True,295520.0,0.0,0.0,0.0,,0.7278292207680237,0.7278292207680237,0.7278292207680237,0.047075268307706884,0.20707671615539808,0.20707671615539808,0.20707671615539808,0.12473977849945873,0.06509406307657821,0.06509406307657821,0.06509406307657821,0.1947019867549669,0.06509406307657821,0.06509406307657821,0.06509406307657821,7207.804878048781,7207.804878048781,7207.804878048781,0.0713995668651868,21100.0,295520.0,41,41,0.0713995668651868,1.0,1.0,12.577995318152798,288875.0,23495.0,37,37,12.295169184932965,0.9024390243902439,1.0,12075.175050757985,3568455731.0,288875.0,37,37,12352.940652531372,0.9024390243902439,0.9775142122360585,9522.107569282074,2813973228.87424,288875.0,37,37,9741.144885761107,0.9024390243902439,0.9775142122360585,11800.28831551164,3487221203.0,288875.0,37,37,12071.7306897447,0.9024390243902439,0.9775142122360585,9305.340437428351,2749914206.068826,288875.0,37,37,9519.391453288883,0.9024390243902439,0.9775142122360585,1794.8253118997093,530406776.172602,288875.0,37,37,1836.1117305845157,0.9024390243902439,0.9775142122360585,3796.036007994543,1121804561.0825474,295520.0,41,41,3796.036007994543,1.0,1.0,0.40794165818221545,1116145790.6191845,2749914206.068826,37,37,0.40588385926948045,0.9024390243902439,1.0
