country_code,year,total_students,academic_personnel_fte,total_personnel_fte,student_staff_ratio,total_revenues_eur,total_revenues_ppp,total_expenditure_eur,total_expenditure_ppp,revenue_per_student_eur,revenue_per_student_ppp,expenditure_per_student_eur,expenditure_per_student_ppp,third_party_funding_ppp,third_party_funding_per_student_ppp,rd_expenditure_ppp,rd_expenditure_per_student_ppp,rd_expenditure_share_of_expenditure_ppp,student_staff_ratio_aggregate_unmatched,student_staff_ratio_pair_numerator,student_staff_ratio_pair_denominator,student_staff_ratio_pair_records,student_staff_ratio_pair_institutions,student_staff_ratio_pair_record_coverage,student_staff_ratio_denominator_coverage,revenue_per_student_eur_aggregate_unmatched,revenue_per_student_eur_pair_numerator,revenue_per_student_eur_pair_denominator,revenue_per_student_eur_pair_records,revenue_per_student_eur_pair_institutions,revenue_per_student_eur_pair_record_coverage,revenue_per_student_eur_denominator_coverage,revenue_per_student_ppp_aggregate_unmatched,revenue_per_student_ppp_pair_numerator,revenue_per_student_ppp_pair_denominator,revenue_per_student_ppp_pair_records,revenue_per_student_ppp_pair_institutions,revenue_per_student_ppp_pair_record_coverage,revenue_per_student_ppp_denominator_coverage,expenditure_per_student_eur_aggregate_unmatched,expenditure_per_student_eur_pair_numerator,expenditure_per_student_eur_pair_denominator,expenditure_per_student_eur_pair_records,expenditure_per_student_eur_pair_institutions,expenditure_per_student_eur_pair_record_coverage,expenditure_per_student_eur_denominator_coverage,expenditure_per_student_ppp_aggregate_unmatched,expenditure_per_student_ppp_pair_numerator,expenditure_per_student_ppp_pair_denominator,expenditure_per_student_ppp_pair_records,expenditure_per_student_ppp_pair_institutions,expenditure_per_student_ppp_pair_record_coverage,expenditure_per_student_ppp_denominator_coverage,third_party_funding_per_student_ppp_aggregate_unmatched,third_party_funding_per_student_ppp_pair_numerator,third_party_funding_per_student_ppp_pair_denominator,third_party_funding_per_student_ppp_pair_records,third_party_funding_per_student_ppp_pair_institutions,third_party_funding_per_student_ppp_pair_record_coverage,third_party_funding_per_student_ppp_denominator_coverage,rd_expenditure_per_student_ppp_aggregate_unmatched,rd_expenditure_per_student_ppp_pair_numerator,rd_expenditure_per_student_ppp_pair_denominator,rd_expenditure_per_student_ppp_pair_records,rd_expenditure_per_student_ppp_pair_institutions,rd_expenditure_per_student_ppp_pair_record_coverage,rd_expenditure_per_student_ppp_denominator_coverage,rd_expenditure_share_of_expenditure_ppp_aggregate_unmatched,rd_expenditure_share_of_expenditure_ppp_pair_numerator,rd_expenditure_share_of_expenditure_ppp_pair_denominator,rd_expenditure_share_of_expenditure_ppp_pair_records,rd_expenditure_share_of_expenditure_ppp_pair_institutions,rd_expenditure_share_of_expenditure_ppp_pair_record_coverage,rd_expenditure_share_of_expenditure_ppp_denominator_coverage
CZ,2022,312887.0,24909.545000000002,46396.90499999999,12.011580299840885,,,2842998453.1466255,3455649730.0934653,,,10145.413339804178,12331.696779707254,,,0.0,0.0,0.0,12.560927949506905,299203.0,24909.545,50,50,0.8928571428571429,0.9999999999999999,,,,0,0,0.0,,,,,0,0,0.0,,9086.342523488114,2842998453.1466255,280225.0,26,26,0.4642857142857143,0.895610875491791,11044.401749172914,3455649730.0934653,280225.0,26,26,0.4642857142857143,0.895610875491791,,,,0,0,0.0,,0.0,0.0,24429.0,26,26,0.4642857142857143,0.07807611054470144,0.0,0.0,26006570.77686572,2,2,0.03571428571428571,0.00752581216504322
CZ,2023,317397.0,24819.108,46422.624,12.47566995558422,,,2989653.1411431422,3564300.884076686,,,10.526095214623965,12.549338905922006,,,,,,12.788412863185897,309635.0,24819.108000000004,51,51,0.9444444444444444,1.0,,,,0,0,0.0,,,,,0,0,0.0,,9.4192860712078,2989653.1411431422,284023.0,26,26,0.48148148148148145,0.8948509280175931,11.229787565971595,3564300.884076686,284023.0,26,26,0.48148148148148145,0.8948509280175931,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,
DE,2014,2695160.0,210455.0,425680.0,12.774417333871849,26832000450.0,25010952964.644253,24288106425.0,22639709198.27369,9994.692163710015,9316.367449697538,9047.113256041346,8433.099296279253,5404012273.375527,2012.9486514412733,,,,12.80634815043596,2688440.0,210455.0,386,386,0.9922879177377892,1.0,9955.624322860238,26832000450.0,2684625.0,383,383,0.9845758354755784,0.9960911411567402,9279.95108440473,25010952964.644253,2684625.0,383,383,0.9845758354755784,0.9960911411567402,9011.749367384497,24288106425.0,2684625.0,383,383,0.9845758354755784,0.9960911411567402,8400.135501518904,22639709198.27369,2684625.0,383,383,0.9845758354755784,0.9960911411567402,2005.080319304059,5404012273.375528,2684625.0,383,383,0.9845758354755784,0.9960911411567402,,,,0,0,0.0,,,,,0,0,0.0,
DE,2015,2753720.0,212475.0,431095.0,12.927167902106131,27816853185.0,25704460611.91299,24986029756.0,23088607954.31444,10147.794511157363,9377.178021361848,9114.89292506608,8422.71426663409,5428045108.022694,1980.2558666073433,,,,12.960207083186257,2746700.0,212475.0,385,385,0.9871794871794872,1.0,10101.5546914719,27815256972.0,2741015.0,382,382,0.9794871794871794,0.9953862411574161,9334.44962157118,25702985614.223145,2741015.0,382,382,0.9794871794871794,0.9953862411574161,9073.554956930988,24984058231.0,2741015.0,382,382,0.9794871794871794,0.9953862411574161,8384.515475180644,23086786145.55804,2741015.0,382,382,0.9794871794871794,0.9953862411574161,1971.168131844448,5427911034.208727,2741015.0,382,382,0.9794871794871794,0.9953862411574161,,,,0,0,0.0,,,,,0,0,0.0,
DE,2016,2754795.0,214095.0,436315.0,12.83397557159205,27137897901.0,25047901038.359295,25831758870.0,23842352940.63354,9736.817199160554,8986.946392195741,9262.800901073375,8549.435964218947,5469485276.526619,1957.04339919306,,,,12.867161773978841,2747690.0,214095.0,384,384,0.9795918367346939,1.0,9851.1496866373,26701127753.0,2742285.0,377,377,0.9617346938775511,0.9954588272448585,9092.473682564145,24644768287.122498,2742285.0,377,377,0.9617346938775511,0.9954588272448585,9377.016754422742,25401239969.0,2742285.0,377,377,0.9617346938775511,0.9954588272448585,8654.855602915477,23444990003.138153,2742285.0,377,377,0.9617346938775511,0.9954588272448585,1985.4418483141646,5366770757.9561405,2742285.0,377,377,0.9617346938775511,0.9954588272448585,,,,0,0,0.0,,,,,0,0,0.0,
DE,2017,2843019.0,220309.0,446043.0,12.8725335778384,29198639130.0,26928561403.67056,26555305061.0,24490736014.940517,10616.687057473497,9791.281986049522,9655.565188951296,8904.88350913151,5731071590.888129,2083.8297741733163,,,,12.904688414908152,2835935.0,220309.0,400,400,0.9925558312655087,1.0,10270.293350132377,29198639130.0,2750259.0,383,383,0.9503722084367245,0.9673727118953479,9471.819007776789,26928561403.67057,2750259.0,383,383,0.9503722084367245,0.9673727118953479,9340.530281718131,26555305061.0,2750259.0,383,383,0.9503722084367245,0.9673727118953479,8614.34130934071,24490736014.940517,2750259.0,383,383,0.9503722084367245,0.9673727118953479,2015.8400597703107,5731071590.88813,2750259.0,383,383,0.9503722084367245,0.9673727118953479,,,,0,0,0.0,,,,,0,0,0.0,
DE,2018,2866304.0,224861.0,455328.0,12.714023329968292,30514292944.0,28136219658.466415,27860042133.0,25688822827.61037,11047.221565371272,10186.277399560426,10086.291654493263,9300.235730547396,6087291214.546528,2203.808389184922,,,,12.747003704510787,2858888.0,224861.0,400,400,0.9950248756218906,1.0,10645.867620461751,30514292944.0,2762169.0,383,383,0.9527363184079602,0.9636692409458313,9816.202209698069,28136219658.46642,2762169.0,383,383,0.9527363184079602,0.9636692409458313,9719.849022643795,27860042133.0,2762169.0,383,383,0.9527363184079602,0.9636692409458313,8962.351107073908,25688822827.61037,2762169.0,383,383,0.9527363184079602,0.9636692409458313,2123.742357595889,6087291214.546527,2762169.0,383,383,0.9527363184079602,0.9636692409458313,,,,0,0,0.0,,,,,0,0,0.0,
DE,2019,2889097.0,228199.0,467987.0,12.625094763780735,32015766584.0,29011088181.08503,29029411216.0,26305002143.95099,11552.70838364105,10468.487167684016,10475.098931251214,9492.01131894779,6261721732.196417,2259.5068889503027,,,,12.660427959807011,2881034.0,228199.0,396,396,0.9850746268656716,1.0,11081.582440464961,32015766584.0,2771278.0,381,381,0.9477611940298507,0.9592194377689638,10041.576375277476,29011088181.085022,2771278.0,381,381,0.9477611940298507,0.9592194377689638,10047.918507409062,29029411216.0,2771278.0,381,381,0.9477611940298507,0.9592194377689638,9104.921760657739,26305002143.950996,2771278.0,381,381,0.9477611940298507,0.9592194377689638,2167.36292765401,6261721732.196417,2771278.0,381,381,0.9477611940298507,0.9592194377689638,,,,0,0,0.0,,,,,0,0,0.0,
DE,2020,2942308.0,241119.0,501215.0,12.167514795598853,33400640303.0,30186665976.483772,30042380294.0,27151554306.940086,11411.098926864799,10313.066713842036,10263.772503263546,9276.141696804743,6296571679.304455,2151.1803869875152,,,,12.202721477776533,2933819.0,241119.0,399,399,0.9975,1.0,11351.850419126753,33400640303.0,2927031.0,396,396,0.99,0.9948078175364374,10259.519389704876,30186665976.48377,2927031.0,396,396,0.99,0.9948078175364374,10210.481123662104,30042380294.0,2927031.0,396,396,0.99,0.9948078175364374,9227.978276557073,27151554306.940086,2927031.0,396,396,0.99,0.9948078175364374,2140.0110659062393,6296571679.304454,2927031.0,396,396,0.99,0.9948078175364374,,,,0,0,0.0,,,,,0,0,0.0,
DE,2021,2939511.0,247723.0,514592.0,11.83014899706527,34695683522.0,31316902871.223675,31456801243.0,28393433682.94686,11848.863756074126,10694.982133672229,10743.269932464522,9697.054700795676,6599722217.909721,2254.7025334502446,,,,11.866120626667689,2930600.0,247723.0,396,396,0.99,1.0,11803.21608662121,34678756789.0,2926758.0,394,394,0.985,0.9956615232941806,10653.779785557419,31301624519.582268,2926758.0,394,394,0.985,0.9956615232941806,10701.37218163157,31442951221.0,2926758.0,394,394,0.985,0.9956615232941806,9659.237091797535,28380932421.99135,2926758.0,394,394,0.985,0.9956615232941806,2245.1769079652095,6598968677.395771,2926758.0,394,394,0.985,0.9956615232941806,,,,0,0,0.0,,,,,0,0,0.0,
DE,2022,2918403.0,200840.0,330421.0,14.439105755825533,36925078812.0,33111317286.89539,33439346611.0,29985604665.614517,12711.207426840574,11398.345941319403,11511.267806754258,10322.340614747625,7283285518.032963,2507.2215401347858,,,,14.530984863572993,2899950.0,200840.0,394,394,0.9874686716791979,1.0,12652.494810346618,36925078812.0,2904923.0,396,396,0.9924812030075187,0.9953810354498677,11345.697385486304,33111317286.895386,2904923.0,396,396,0.9924812030075187,0.9953810354498677,11458.09766882778,33439346611.0,2904923.0,396,396,0.9924812030075187,0.9953810354498677,10274.662089373714,29985604665.614517,2904923.0,396,396,0.9924812030075187,0.9953810354498677,2495.640772721575,7283285518.032963,2904923.0,396,396,0.9924812030075187,0.9953810354498677,,,,0,0,0.0,,,,,0,0,0.0,
DE,2023,2866239.0,201113.0,332103.0,14.155976988061438,38921267842.0,34677751402.83507,35128855290.0,31298818829.797657,13651.172637515652,12162.80962384566,12321.02895693988,10977.689137218455,7418147598.385558,2601.8272047874207,,,,14.251883269604651,2846951.0,201113.0,396,396,0.99,1.0,13579.212285507245,38921267842.0,2851130.0,397,397,0.9925,0.9947286321901279,12098.694980716915,34677751402.835075,2851130.0,397,397,0.9925,0.9947286321901279,12256.080281511766,35128855290.0,2851130.0,397,397,0.9925,0.9947286321901279,10919.82170007374,31298818829.797653,2851130.0,397,397,0.9925,0.9947286321901279,2588.1120166132546,7418147598.385559,2851130.0,397,397,0.9925,0.9947286321901279,,,,0,0,0.0,,,,,0,0,0.0,
DK,2014,,,,,,,,,,,,,,,0.0,,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,
DK,2015,271775.0,,,,,,,,,,,,,,0.0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,0.0,0.0,50140.0,13,13,0.3939393939393939,0.18449084720816852,,,,0,0,0.0,
DK,2016,266745.0,,,,,,,,,,,,,,0.0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,0.0,0.0,50870.0,13,13,0.3939393939393939,0.19070647997150836,,,,0,0,0.0,
DK,2017,270326.0,19296.660000000003,46157.98999999999,8.323357513683714,5085836411.421504,3781562016.952878,5009649079.127792,3724913100.497791,18463.885989468432,13728.78014446531,18204.124584937177,13535.63514698963,869642355.9105175,3247.636488236546,1712444039.4034505,6390.675486573034,0.4647960991779851,14.008952844689182,160613.0,19296.660000000003,13,13,0.3023255813953488,1.0,18813.715334157663,4944203998.601889,267777.0,37,37,0.8604651162790697,0.9905706443331385,13988.894952586425,3676251560.7444873,267777.0,37,37,0.8604651162790697,0.9905706443331385,18531.880319051044,4874645868.980722,267777.0,37,37,0.8604651162790697,0.9905706443331385,13779.337172516853,3624531772.755442,267777.0,37,37,0.8604651162790697,0.9905706443331385,3217.013368712286,869642355.9105176,267777.0,37,37,0.8604651162790697,0.9905706443331385,6334.7367230804675,1706668232.742248,267056.0,37,37,0.8604651162790697,0.9879034942994754,0.4597272454959023,1712444039.4034505,3684290901.821234,37,37,0.8604651162790697,0.9890944573522727
DK,2018,269981.0,19076.58,46240.82,8.257297691724617,5174248614.420652,3865221839.54473,5105178161.058337,3813625434.984806,19299.840410673147,14417.19759022719,19042.209046909476,14224.744067411193,903299173.0277349,3369.2872495420884,1793526070.72412,6643.156632222711,0.4702942387238576,14.152484355162192,157521.0,19076.58,9,9,0.21951219512195122,1.0,19165.23242161727,5174248614.42065,268098.0,38,38,0.926829268292683,0.9930254351232124,14316.643910292689,3865221839.544729,268098.0,38,38,0.926829268292683,0.9930254351232124,18909.397924514455,5105178161.058337,268098.0,38,38,0.926829268292683,0.9930254351232124,14125.532667057334,3813625434.984806,268098.0,38,38,0.926829268292683,0.9930254351232124,3345.787937031624,903299173.0277348,268098.0,38,38,0.926829268292683,0.9930254351232124,6643.156632222712,1793526070.7241197,269981.0,40,40,0.975609756097561,1.0,0.47029423872385767,1793526070.7241197,3813625434.984806,38,38,0.926829268292683,1.0
DK,2019,268932.0,18947.38,46285.94000000001,8.250692180132557,5283901967.158222,3924176669.5845056,5205842420.272966,3866204463.6977644,19785.0784159595,14693.713775989016,19492.791718394277,14476.64225449896,936390803.2348231,3506.2280839302152,1820303388.308084,6768.638125281051,0.47082439777825047,14.193624659451597,156329.0,18947.38,9,9,0.21951219512195122,1.0,19647.7249533645,5283901967.158223,267065.0,38,38,0.926829268292683,0.9930577246292743,14591.705968737471,3924176669.5845065,267065.0,38,38,0.926829268292683,0.9930577246292743,19357.46739054098,5205842420.272967,267065.0,38,38,0.926829268292683,0.9930577246292743,14376.141417524745,3866204463.697765,267065.0,38,38,0.926829268292683,0.9930577246292743,3481.8868830590004,936390803.234823,267065.0,38,38,0.926829268292683,0.9930577246292743,6768.638125281052,1820303388.3080835,268932.0,40,40,0.975609756097561,1.0,0.4708243977782505,1820303388.308084,3866204463.697765,38,38,0.926829268292683,1.0
DK,2020,272135.0,17652.69,44730.50000000001,8.920113591752873,5283063220.600467,3952424572.550924,5096721051.756058,3813016177.02554,19543.737868453933,14621.280602807503,18854.398682139905,14105.56443113917,961581469.7463608,3557.1969138293903,1689370122.6243906,6207.838472171498,0.4430534894667652,15.416064067289462,157464.0,17652.69,8,8,0.1951219512195122,1.0,19413.39122347536,5283063220.600467,270320.0,37,37,0.9024390243902439,0.9933305161041395,14523.76420729022,3952424572.5509243,270320.0,37,37,0.9024390243902439,0.9933305161041395,18728.649573763236,5096721051.756059,270320.0,37,37,0.9024390243902439,0.9933305161041395,14011.487596323663,3813016177.0255404,270320.0,37,37,0.9024390243902439,0.9933305161041395,3533.4722462982004,961581469.7463608,270320.0,37,37,0.9024390243902439,0.9933305161041395,6207.838472171498,1689370122.6243906,272135.0,39,39,0.9512195121951219,1.0,0.44305348946676526,1689370122.6243906,3813016177.0255404,37,37,0.9024390243902439,1.0
DK,2021,271816.0,18338.64,34535.96,8.487052474992693,5472117245.798038,4128196837.0140667,5304652315.718703,4001860327.1019025,20307.867073154397,15320.372143391796,19686.379011640784,14851.517962361118,984474102.488413,3653.534511828979,1720676280.1922076,6345.940121529387,0.42996909925597027,14.82203696675435,155641.0,18338.64,8,8,0.1951219512195122,1.0,20131.696610199684,5472117245.798038,269458.0,37,37,0.9024390243902439,0.9913250139800454,15187.468129227369,4128196837.0140667,269458.0,37,37,0.9024390243902439,0.9913250139800454,19515.599948931274,5304652315.718702,269458.0,37,37,0.9024390243902439,0.9913250139800454,14722.68125166253,4001860327.1019025,269458.0,37,37,0.9024390243902439,0.9913250139800454,3621.8401510154404,984474102.488413,269458.0,37,37,0.9024390243902439,0.9913250139800454,6330.2979964101,1720676280.1922073,271146.0,39,39,0.9512195121951219,0.9975350972716838,0.42996909925597027,1720676280.1922076,4001860327.1019025,37,37,0.9024390243902439,1.0
DK,2022,260941.0,18711.1,35028.93000000001,8.111709092463832,5486989314.748103,4127202641.0615206,5586675002.688316,4202184203.981105,21161.75571082389,15917.445624408074,21546.215029960185,16206.628166290402,1012450468.9244059,3917.136303374921,2238534350.7853827,8578.69921087672,0.53270733554817,13.945786191084437,151779.0,18711.1,9,9,0.225,1.0,21027.700954423042,5486989314.748105,259288.0,36,36,0.9,0.9936652346699062,15816.612341722921,4127202641.0615206,259288.0,36,36,0.9,0.9936652346699062,21409.72481399365,5586675002.688316,259288.0,36,36,0.9,0.9936652346699062,16103.96298006486,4202184203.981106,259288.0,36,36,0.9,0.9936652346699062,3879.997658184823,1012450468.9244058,258467.0,35,35,0.875,0.9905189295664537,8578.699210876723,2238534350.7853823,260941.0,38,38,0.95,1.0,0.5327073355481702,2238534350.7853823,4202184203.981106,36,36,0.9,1.0
DK,2023,256180.0,18905.68,35522.979999999996,7.998284113557407,5831456982.351126,4482270146.6525545,5831689329.71319,4482448737.294273,22922.12349048999,17618.778656904815,22923.036794822343,17619.480655865977,1103833043.054945,4338.915197756886,2168935996.2387786,8478.56644373951,0.483873017485529,13.550425057443054,151213.0,18905.68,8,8,0.2,1.0,22763.123516086835,5831456982.351125,254403.0,36,36,0.9,0.9930634709969552,17496.565487752963,4482270146.652555,254403.0,36,36,0.9,0.9930634709969552,22764.0304852572,5831689329.713188,254403.0,36,36,0.9,0.9930634709969552,17497.262617277982,4482448737.294272,254403.0,36,36,0.9,0.9930634709969552,4308.818186645894,1103833043.0549452,254403.0,36,36,0.9,0.9930634709969552,8466.45326035904,2168935996.238779,255814.0,37,37,0.925,0.9985713170427043,0.48387301748552886,2168935996.238779,4482448737.294272,36,36,0.9,0.9999999999999998
EE,2014,55205.0,,,,,,,,,,,,,,0.0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,0.0,0.0,11565.0,18,18,0.72,0.20949189385019473,,,,0,0,0.0,
EE,2015,51095.0,,,,363192662.15000004,485781589.348435,339923006.3099999,454657694.02899224,7437.900105467951,9948.424930338624,6933.666625395204,9273.996818541402,187657107.42784688,3843.069986234832,150764686.76352176,3038.997919038939,0.33160042982558197,,,,0,0,0.0,,7108.18401311283,363192662.15000004,48830.0,16,16,0.6666666666666666,0.9556708092768372,9507.419304206576,485781589.348435,48830.0,16,16,0.6666666666666666,0.9556708092768372,6652.764581857322,339923006.3099999,49025.0,17,17,0.7083333333333334,0.9594872296702222,8898.281515392744,454657694.02899224,49025.0,17,17,0.7083333333333334,0.9594872296702222,3672.7098038525664,187657107.42784685,48830.0,16,16,0.6666666666666666,0.9556708092768372,2950.673975213265,150764686.76352176,49610.0,23,23,0.9583333333333334,0.9709364908503767,0.33160042982558197,150764686.76352176,454657694.02899224,17,17,0.7083333333333334,1.0
EE,2016,47780.0,0.0,0.0,,323318715.51,425486544.59914726,299290686.6600001,393865724.4038533,7299.214708432103,9605.746576343769,6756.760055536743,8891.87773798066,82067757.15902509,1852.7544228248132,0.0,0.0,0.0,,,,0,0,0.0,,6766.821170154876,323318715.51,44295.0,14,14,0.6363636363636364,0.9270615320217664,8905.118137278092,425486544.5991472,44295.0,14,14,0.6363636363636364,0.9270615320217664,6263.93232858937,299290686.66,44295.0,14,14,0.6363636363636364,0.9270615320217664,8243.317798322589,393865724.40385336,44295.0,14,14,0.6363636363636364,0.9270615320217664,1717.6173536840747,82067757.1590251,44295.0,14,14,0.6363636363636364,0.9270615320217664,0.0,0.0,10035.0,14,14,0.6363636363636364,0.2100251151109251,0.0,0.0,36209032.24193294,8,8,0.36363636363636365,0.09193242772454535
EE,2017,46154.0,3201.14,6306.62,11.132908901203946,370851361.51189655,476211180.31097955,328638296.8999999,422005276.24898237,8503.619763635244,10919.519853041194,7535.674414711885,9676.578758776051,134206156.98924178,3077.3464719736253,0.0,0.0,0.0,14.417988591564256,35638.0,3201.14,6,6,0.3,1.0,8035.086049137595,370851361.5118966,43611.0,14,14,0.7,0.9449018503271656,10317.874513822844,476211180.31097955,43611.0,14,14,0.7,0.9449018503271656,7120.472697924339,328638296.90000004,43611.0,14,14,0.7,0.9449018503271656,9143.417174004038,422005276.24898237,43611.0,14,14,0.7,0.9449018503271656,2907.7903754656536,134206156.98924178,43611.0,14,14,0.7,0.9449018503271656,0.0,0.0,9066.0,13,13,0.65,0.1964293452355159,0.0,0.0,37265319.510397375,8,8,0.4,0.08830534025932629
EE,2018,45815.0,3272.2999999999997,6420.168000000001,10.800660086177919,437499302.1318966,550681401.202434,373722336.96999997,470405185.06071347,10069.260561391437,12674.201965578817,8601.402494188587,10826.605561939594,179970574.6731465,4142.1108580898635,0.0,0.0,0.0,14.000855667267672,35343.0,3272.2999999999997,6,6,0.3,1.0,9549.259022850521,437499302.1318965,43449.0,14,14,0.7,0.9483575248281131,12019.67480524793,550681401.2024341,43449.0,14,14,0.7,0.9483575248281131,8157.204779439047,373722336.96999997,43449.0,14,14,0.7,0.9483575248281131,10267.492853011317,470405185.0607134,43449.0,14,14,0.7,0.9483575248281131,3928.2020009417547,179970574.6731465,43449.0,14,14,0.7,0.9483575248281131,0.0,0.0,9105.0,13,13,0.65,0.19873403907017353,0.0,0.0,39266379.83357437,8,8,0.4,0.08347352682455318
EE,2019,45178.0,3294.62,6476.289999999997,10.595455621589137,446947520.88879716,549824663.9325533,389440864.50999993,479081284.5879705,10414.958309381485,12812.24458061596,9074.914119168567,11163.752728432923,165586413.7258255,3858.563958750652,0.0,0.0,0.0,13.712658819530022,34908.0,3294.62,6,6,0.3157894736842105,1.0,9893.034682562246,446947520.88879704,42914.0,13,13,0.6842105263157895,0.9498871131966886,12170.186018251214,549824663.9325533,42914.0,13,13,0.6842105263157895,0.9498871131966886,8620.143975164901,389440864.5099999,42914.0,13,13,0.6842105263157895,0.9498871131966886,10604.304851652807,479081284.58797044,42914.0,13,13,0.6842105263157895,0.9498871131966886,3665.2001798624437,165586413.7258255,42914.0,13,13,0.6842105263157895,0.9498871131966886,0.0,0.0,9024.0,12,12,0.631578947368421,0.19974323785913498,0.0,0.0,36907555.748556696,7,7,0.3684210526315789,0.07703819150501506
EE,2020,45259.0,3500.4100000000003,6807.459999999999,10.358500861327672,450142001.12,558149513.4719586,396239337.87999994,491313392.45371914,10445.826494326226,12952.208327848111,9194.981502332164,11401.234364136151,163159151.5083882,3786.2100923209846,0.0,0.0,0.0,12.929628243548612,36259.0,3500.4100000000003,7,7,0.3888888888888889,1.0,9945.911335204048,450142001.12,43093.0,12,12,0.6666666666666666,0.9521421153803663,12332.343036124497,558149513.4719586,43093.0,12,12,0.6666666666666666,0.9521421153803663,8754.929138513886,396239337.87999994,43093.0,12,12,0.6666666666666666,0.9521421153803663,10855.595405415921,491313392.4537192,43093.0,12,12,0.6666666666666666,0.9521421153803663,3605.0100865769946,163159151.5083882,43093.0,12,12,0.6666666666666666,0.9521421153803663,0.0,0.0,9000.0,11,11,0.6111111111111112,0.19885547625886563,0.0,0.0,36230393.284479655,6,6,0.3333333333333333,0.07374192082071628
EE,2021,44611.0,3550.6,6904.799999999999,9.766236692390018,492092281.41999984,587709011.3053051,440924724.51,526599265.39401364,11593.645456944276,13846.366151615151,10388.142879255507,12406.626584851305,185621924.25469303,4373.234167857063,0.0,0.0,0.0,12.564355320227568,34676.0,3550.6,6,6,0.3333333333333333,1.0,11030.738638900715,492092281.4199998,42445.0,12,12,0.6666666666666666,0.9514469525453364,13174.082878781133,587709011.3053051,42445.0,12,12,0.6666666666666666,0.9514469525453364,9883.766885073188,440924724.51,42445.0,12,12,0.6666666666666666,0.9514469525453364,11804.247055524727,526599265.39401364,42445.0,12,12,0.6666666666666666,0.9514469525453364,4160.900321774742,185621924.25469303,42445.0,12,12,0.6666666666666666,0.9514469525453364,0.0,0.0,8932.0,11,11,0.6111111111111112,0.2002196767613369,0.0,0.0,38463944.388312034,6,6,0.3333333333333333,0.07304215352357628
EE,2022,44145.0,3835.0,7180.0,9.199478487614082,525688871.0800003,579150228.6904123,483303799.44999987,532454692.0754883,12520.87343289271,13794.217665604678,11511.344514707633,12682.021962021872,211586487.56734127,5039.573361137103,0.0,0.0,0.0,11.511082138200782,35280.0,3835.0,7,7,0.3888888888888889,1.0,11908.231307735878,525688871.0800004,41985.0,12,12,0.6666666666666666,0.9510703363914373,13119.271235483346,579150228.6904124,41985.0,12,12,0.6666666666666666,0.9510703363914373,10948.098299920714,483303799.4499999,41985.0,12,12,0.6666666666666666,0.9510703363914373,12061.494893543739,532454692.07548827,41985.0,12,12,0.6666666666666666,0.9510703363914373,4792.9887318459905,211586487.56734127,41985.0,12,12,0.6666666666666666,0.9510703363914373,0.0,0.0,8865.0,11,11,0.6111111111111112,0.20081549439347604,0.0,0.0,36538393.97812029,6,6,0.3333333333333333,0.06862254107611486
EE,2023,44640.0,4085.0,7470.0,8.745410036719706,590942853.73,644194552.1924354,538564100.65,587095786.7673349,13925.83607234594,15180.736472073419,12691.507026039824,13835.178196473074,234673226.80021277,5530.180907274957,0.0,0.0,0.0,10.927784577723378,35725.0,4085.0,7,7,0.3888888888888889,1.0,13237.967153449821,590942853.7299999,42435.0,12,12,0.6666666666666666,0.9506048387096774,14430.881545529466,644194552.1924355,42435.0,12,12,0.6666666666666666,0.9506048387096774,12064.607989471326,538564100.65,42435.0,12,12,0.6666666666666666,0.9506048387096774,13151.787337977934,587095786.7673349,42435.0,12,12,0.6666666666666666,0.9506048387096774,5257.016729395447,234673226.8002128,42435.0,12,12,0.6666666666666666,0.9506048387096774,0.0,0.0,8915.0,11,11,0.6111111111111112,0.19970878136200718,0.0,0.0,45226412.67757942,6,6,0.3333333333333333,0.07703412917780411
ES,2014,1538250.0,81380.0,138730.0,18.886089948390268,,,,,,,,,,,,,,18.90206438928484,1536950.0,81380.0,79,79,0.9753086419753086,1.0,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,
ES,2015,1548340.0,90315.0,148240.0,17.126501688534574,,,,,,,,,,,,,,17.143774566793997,1546780.0,90315.0,80,80,0.975609756097561,1.0,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,
ES,2016,1564945.0,90660.0,149590.0,17.24073461283918,,,,,,,,,,,,,,17.26169203617913,1563045.0,90660.0,80,80,0.975609756097561,1.0,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,,,,,0,0,0.0,
