country_code,year,total_students,academic_personnel_fte,total_personnel_fte,student_staff_ratio,total_revenues_eur,total_revenues_ppp,total_expenditure_eur,total_expenditure_ppp,revenue_per_student_eur,revenue_per_student_ppp,expenditure_per_student_eur,expenditure_per_student_ppp,third_party_funding_ppp,third_party_funding_per_student_ppp,rd_expenditure_ppp,rd_expenditure_per_student_ppp,rd_expenditure_share_of_expenditure_ppp,student_staff_ratio_aggregate_unmatched,student_staff_ratio_pair_numerator,student_staff_ratio_pair_denominator,student_staff_ratio_pair_records,student_staff_ratio_pair_institutions,student_staff_ratio_pair_record_coverage,student_staff_ratio_denominator_coverage,revenue_per_student_eur_aggregate_unmatched,revenue_per_student_eur_pair_numerator,revenue_per_student_eur_pair_denominator,revenue_per_student_eur_pair_records,revenue_per_student_eur_pair_institutions,revenue_per_student_eur_pair_record_coverage,revenue_per_student_eur_denominator_coverage,revenue_per_student_ppp_aggregate_unmatched,revenue_per_student_ppp_pair_numerator,revenue_per_student_ppp_pair_denominator,revenue_per_student_ppp_pair_records,revenue_per_student_ppp_pair_institutions,revenue_per_student_ppp_pair_record_coverage,revenue_per_student_ppp_denominator_coverage,expenditure_per_student_eur_aggregate_unmatched,expenditure_per_student_eur_pair_numerator,expenditure_per_student_eur_pair_denominator,expenditure_per_student_eur_pair_records,expenditure_per_student_eur_pair_institutions,expenditure_per_student_eur_pair_record_coverage,expenditure_per_student_eur_denominator_coverage,expenditure_per_student_ppp_aggregate_unmatched,expenditure_per_student_ppp_pair_numerator,expenditure_per_student_ppp_pair_denominator,expenditure_per_student_ppp_pair_records,expenditure_per_student_ppp_pair_institutions,expenditure_per_student_ppp_pair_record_coverage,expenditure_per_student_ppp_denominator_coverage,third_party_funding_per_student_ppp_aggregate_unmatched,third_party_funding_per_student_ppp_pair_numerator,third_party_funding_per_student_ppp_pair_denominator,third_party_funding_per_student_ppp_pair_records,third_party_funding_per_student_ppp_pair_institutions,third_party_funding_per_student_ppp_pair_record_coverage,third_party_funding_per_student_ppp_denominator_coverage,rd_expenditure_per_student_ppp_aggregate_unmatched,rd_expenditure_per_student_ppp_pair_numerator,rd_expenditure_per_student_ppp_pair_denominator,rd_expenditure_per_student_ppp_pair_records,rd_expenditure_per_student_ppp_pair_institutions,rd_expenditure_per_student_ppp_pair_record_coverage,rd_expenditure_per_student_ppp_denominator_coverage,rd_expenditure_share_of_expenditure_ppp_aggregate_unmatched,rd_expenditure_share_of_expenditure_ppp_pair_numerator,rd_expenditure_share_of_expenditure_ppp_pair_denominator,rd_expenditure_share_of_expenditure_ppp_pair_records,rd_expenditure_share_of_expenditure_ppp_pair_institutions,rd_expenditure_share_of_expenditure_ppp_pair_record_coverage,rd_expenditure_share_of_expenditure_ppp_denominator_coverage
LI,2020,875.0,70.0,205.0,10.142857142857142,25462419.430172816,15761622.796872832,29534946.286781877,18282578.52615997,35862.562577708195,22199.468727989904,41598.515896875884,25750.110600225307,1998578.0866910303,2814.8987136493383,,,,12.5,710.0,70.0,1,1,0.5,1.0,29099.907920197504,25462419.430172816,710.0,1,1,0.5,0.8114285714285714,18013.283196426095,15761622.796872832,710.0,1,1,0.5,0.8114285714285714,33754.224327750715,29534946.286781877,710.0,1,1,0.5,0.8114285714285714,20894.375458468534,18282578.52615997,710.0,1,1,0.5,0.8114285714285714,2284.089241932606,1998578.0866910303,710.0,1,1,0.5,0.8114285714285714,,,,0,0,0.0,,,,,0,0,0.0,
LI,2021,865.0,80.0,155.0,10.8125,20708151.88234206,13514175.419533985,22786367.5885672,14870422.55221538,30011.81432223487,19585.761477585485,33023.72114285101,21551.337032196203,1533516.238077991,2222.4873015623057,,,,10.8125,865.0,80.0,2,2,1.0,1.0,23940.059979586196,20708151.88234206,690.0,1,1,0.5,0.7976878612716763,15623.324184432353,13514175.419533985,690.0,1,1,0.5,0.7976878612716763,26342.621489673063,22786367.5885672,690.0,1,1,0.5,0.7976878612716763,17191.239944757664,14870422.55221538,690.0,1,1,0.5,0.7976878612716763,1772.8511422866948,1533516.238077991,690.0,1,1,0.5,0.7976878612716763,,,,0,0,0.0,,,,,0,0,0.0,
LI,2022,850.0,75.0,155.0,11.333333333333334,24539835.771872204,15944624.58772554,24082542.052353937,15647500.48502878,36355.31225462549,23621.66605588969,35677.84007756139,23181.482200042636,1488522.2789885532,2205.218191094153,,,,11.333333333333334,850.0,75.0,2,2,1.0,1.0,28870.395025732003,24539835.771872204,675.0,1,1,0.5,0.7941176470588235,18758.3818679124,15944624.58772554,675.0,1,1,0.5,0.7941176470588235,28332.402414534045,24082542.052353937,675.0,1,1,0.5,0.7941176470588235,18408.824100033857,15647500.48502878,675.0,1,1,0.5,0.7941176470588235,1751.2026811630037,1488522.2789885532,675.0,1,1,0.5,0.7941176470588235,,,,0,0,0.0,,,,,0,0,0.0,
LI,2023,830.0,75.0,155.0,11.066666666666666,25466467.380119365,16267443.832410902,25013756.945873637,15978261.926985422,38880.10287041125,24835.792110550996,38188.941902097155,24394.293018298355,2044383.2410900916,3121.195787923804,,,,11.066666666666666,830.0,75.0,2,2,1.0,1.0,30682.49081942092,25466467.380119365,655.0,1,1,0.5,0.7891566265060241,19599.329918567353,16267443.832410902,655.0,1,1,0.5,0.7891566265060241,30137.05656129354,25013756.945873637,655.0,1,1,0.5,0.7891566265060241,19250.917984319785,15978261.926985422,655.0,1,1,0.5,0.7891566265060241,2463.112338662761,2044383.2410900916,655.0,1,1,0.5,0.7891566265060241,,,,0,0,0.0,,,,,0,0,0.0,
LT,2014,136935.0,9545.0,20115.0,14.293347302252489,456980908.2483781,2555087589.7515616,415020780.2363299,2320478658.8031826,3564.0376559692563,19927.371624953685,3236.7866185956163,18097.634213096106,1005638325.0909255,7843.069139689016,1021059432.7798452,7963.339828262712,0.4400210400152828,14.346254583551598,136430.0,9545.0,39,39,0.9069767441860465,1.0,3337.21041551377,456980908.24837804,128220.0,37,37,0.8604651162790697,0.9363566655712564,18659.127248340905,2555087589.7515616,128220.0,37,37,0.8604651162790697,0.9363566655712564,3030.7867253538534,415020780.2363299,128220.0,37,37,0.8604651162790697,0.9363566655712564,16945.840426502957,2320478658.8031826,128220.0,37,37,0.8604651162790697,0.9363566655712564,7343.910067484028,1005638325.0909257,128220.0,37,37,0.8604651162790697,0.9363566655712564,7456.526328402857,1021059432.779845,128220.0,37,37,0.8604651162790697,0.9363566655712564,0.4400210400152829,1021059432.779845,2320478658.8031826,37,37,0.8604651162790697,1.0
LT,2015,122910.0,6895.0,14785.0,15.082668600435097,503695720.0,812303707.7294489,404603610.0,652499117.0536847,4151.965709104397,6695.82250941309,3335.149074722829,5378.552669114987,370062765.79103106,3050.4287663605587,340122209.4461547,2803.628648115689,0.5212607964619991,17.825960841189268,103995.0,6895.0,32,32,0.7441860465116279,1.0,4098.085753803596,503695720.0,121315.0,30,30,0.6976744186046512,0.987023024977626,6608.930987954185,812303707.729449,121315.0,30,30,0.6976744186046512,0.987023024977626,3291.8689284842567,404603610.0,121315.0,30,30,0.6976744186046512,0.987023024977626,5308.755325471358,652499117.0536847,121315.0,30,30,0.6976744186046512,0.987023024977626,3010.8434284519653,370062765.7910312,121315.0,30,30,0.6976744186046512,0.987023024977626,2767.2460291770785,340122209.44615483,121315.0,30,30,0.6976744186046512,0.987023024977626,0.5212607964619989,340122209.44615483,652499117.0536847,30,30,0.6976744186046512,1.0
LT,2016,116845.0,6780.0,14115.0,14.486725663716815,398372990.0,631166914.0911547,374958220.0,594069448.9114643,3454.8000173445494,5473.65288432187,3251.740698985344,5151.933474212681,187194127.08799067,1623.3988993841876,196791984.3972058,1706.634154862595,0.3312609068818388,17.23377581120944,98220.0,6780.0,32,32,0.7441860465116279,1.0,3409.414095596731,398372990.0,115310.0,30,30,0.6976744186046512,0.9868629380803629,5401.7451674539325,631166914.0911548,115310.0,30,30,0.6976744186046512,0.9868629380803629,3209.022380076169,374958220.0,115310.0,30,30,0.6976744186046512,0.9868629380803629,5084.252205156098,594069448.9114642,115310.0,30,30,0.6976744186046512,0.9868629380803629,1602.0722075227068,187194127.08799067,115310.0,30,30,0.6976744186046512,0.9868629380803629,1684.2139962959973,196791984.39720583,115310.0,30,30,0.6976744186046512,0.9868629380803629,0.3312609068818387,196791984.39720583,594069448.9114642,30,30,0.6976744186046512,0.9999999999999998
LT,2017,98805.0,7230.0,14700.0,13.014522821576763,367281380.0,569835774.0959042,337268510.0,523270911.4576465,3947.5642734307826,6124.6321377461745,3624.983985382631,5624.149951178488,191539255.1885922,2058.6764315196924,178806868.16468826,1917.5694693731177,0.3416684231800947,13.66597510373444,94095.0,7230.0,31,31,0.7560975609756098,1.0,3717.2347553261475,367281380.0,93040.0,26,26,0.6341463414634146,0.9416527503668842,5767.276697494097,569835774.0959041,93040.0,26,26,0.6341463414634146,0.9416527503668842,3413.476139871464,337268510.0,93040.0,26,26,0.6341463414634146,0.9416527503668842,5295.996270003001,523270911.4576465,93040.0,26,26,0.6341463414634146,0.9416527503668842,1938.5583238560012,191539255.1885922,93040.0,26,26,0.6341463414634146,0.9416527503668842,1809.6945312958683,178803765.17169636,93245.0,27,27,0.6585365853658537,0.9437275441526238,0.3417099331330992,178785147.21374503,523270911.4576465,26,26,0.6341463414634146,1.0
LT,2018,90680.0,6630.0,13660.0,13.025641025641026,410037330.0,622588380.5217423,366527240.0,556523965.1928861,4818.583112991362,7316.392038565631,4307.271167518656,6540.0313202054895,200547949.36539727,2356.7536208402053,196472522.81730518,2303.312108057505,0.35299695596976643,13.677224736048265,86360.0,6630.0,29,29,0.7631578947368421,1.0,4521.805580061756,410037330.0,85095.0,24,24,0.631578947368421,0.9384097926775474,6865.773936058032,622588380.5217423,85095.0,24,24,0.631578947368421,0.9384097926775474,4041.985443317159,366527240.0,85095.0,24,24,0.631578947368421,0.9384097926775474,6137.2294352987,556523965.1928861,85095.0,24,24,0.631578947368421,0.9384097926775474,2211.6006767247163,200547949.36539727,85095.0,24,24,0.631578947368421,0.9384097926775474,2166.6577284660916,196472522.81730518,85300.0,25,25,0.6578947368421053,0.9406704896338773,0.3530351523122811,196451265.63731304,556523965.1928861,24,24,0.631578947368421,1.0
LT,2019,85865.0,6390.0,13085.0,13.18622848200313,432945730.0,652086607.3539889,391987750.0,590397235.2881817,5371.86835411626,8090.906475016925,4863.673304795583,7325.482167481626,255445244.2167127,3169.4924525927495,220441938.19010484,2727.22922417549,0.37333564633078453,13.437402190923319,84260.0,6390.0,29,29,0.8055555555555556,1.0,5042.1677051185,432945730.0,80595.0,23,23,0.6388888888888888,0.9386245851045245,7594.323733232271,652086607.353989,80595.0,23,23,0.6388888888888888,0.9386245851045245,4565.163337797706,391987750.0,80595.0,23,23,0.6388888888888888,0.9386245851045245,6875.8776601430345,590397235.2881817,80595.0,23,23,0.6388888888888888,0.9386245851045245,2974.963538306792,255445244.21671265,80595.0,23,23,0.6388888888888888,0.9386245851045245,2567.3084282315826,220441938.19010484,80830.0,24,24,0.6666666666666666,0.9413614394689338,0.3733790150329953,220416333.42822158,590397235.2881817,23,23,0.6388888888888888,1.0
LT,2020,65680.0,4460.0,9165.0,14.109865470852018,323983760.0,477486643.7048925,269806170.0,397639815.5394323,5374.647644326476,7921.145383292842,4475.882050431321,6596.54637590299,203434907.49706343,3374.8325729439857,193169240.65501484,2941.066392433235,0.47694980437252416,14.72645739910314,62930.0,4460.0,24,24,0.6666666666666666,1.0,4932.761266747869,323983760.0,60280.0,20,20,0.5555555555555556,0.917783191230207,7269.894088076926,477486643.7048925,60280.0,20,20,0.5555555555555556,0.917783191230207,4107.88931181486,269806170.0,60280.0,20,20,0.5555555555555556,0.917783191230207,6054.199383974304,397639815.5394322,60280.0,20,20,0.5555555555555556,0.917783191230207,3097.364608664181,203434907.49706346,60280.0,20,20,0.5555555555555556,0.917783191230207,2941.0663924332343,193169240.65501487,65680.0,26,26,0.7222222222222222,1.0,0.4857894836133658,189654232.2322588,397639815.5394322,20,20,0.5555555555555556,0.9999999999999999
LT,2021,70330.0,4310.0,9270.0,15.544083526682135,300493820.0,435676980.55869293,261690100.0,379416630.2990936,5881.656292816599,8527.637121916088,5122.139361910355,7426.436294756188,189141618.9538608,3702.1260315885847,194120197.1243278,2760.1336147352167,0.47748462780976436,16.317865429234338,66995.0,4310.0,22,22,0.6285714285714286,1.0,4272.626475188397,300493820.0,51090.0,13,13,0.37142857142857144,0.7264325323475046,6194.75302941409,435676980.55869293,51090.0,13,13,0.37142857142857144,0.7264325323475046,3720.88866770937,261690100.0,51090.0,13,13,0.37142857142857144,0.7264325323475046,5394.804923917156,379416630.2990936,51090.0,13,13,0.37142857142857144,0.7264325323475046,2689.3447881965135,189141618.9538608,51090.0,13,13,0.37142857142857144,0.7264325323475046,2760.133614735217,194120197.12432778,70330.0,25,25,0.7142857142857143,1.0,0.5116280669387189,181165608.50319767,379416630.2990936,13,13,0.37142857142857144,1.0
LT,2022,69655.0,5470.0,6965.0,11.29707495429616,465784570.0,614807031.576891,390787270.0,515815200.6768644,7169.225334769893,9462.937226056501,6014.887948283823,7939.282756300823,211310184.25022867,3252.427031710461,164577863.83777428,2493.7929212481895,0.3271980053777744,12.734003656307129,61795.0,5470.0,28,28,0.8,1.0,6687.022755006819,465784570.0,64970.0,25,25,0.7142857142857143,0.9327399325245854,8826.45942971633,614807031.576891,64970.0,25,25,0.7142857142857143,0.9327399325245854,5610.326179025195,390787270.0,64970.0,25,25,0.7142857142857143,0.9327399325245854,7405.286062405633,515815200.6768645,64970.0,25,25,0.7142857142857143,0.9327399325245854,3033.6685700987537,211310184.25022864,64970.0,25,25,0.7142857142857143,0.9327399325245854,2362.7573589516082,164577863.83777428,65995.0,25,25,0.7142857142857143,0.9474553154834542,0.3190636173998197,163029575.8641308,498259687.35934395,24,24,0.6857142857142857,0.9659654983131871
LT,2023,69260.0,5695.0,10120.0,12.161545215100967,477693905.0,607821111.0149736,460400492.0,585816849.7236332,7584.850825658939,9651.01795831968,7310.26503651953,9301.633053725518,210521667.82031575,3342.674941573764,180254277.83263266,2602.574037433333,0.2981317404847604,12.161545215100967,69260.0,5695.0,28,28,0.8235294117647058,1.0,6897.110958706324,477693905.0,62980.0,23,23,0.6764705882352942,0.9093271729714121,8775.932876335166,607821111.0149735,62980.0,23,23,0.6764705882352942,0.9093271729714121,6647.4226393300605,460400492.0,62980.0,23,23,0.6764705882352942,0.9093271729714121,8458.227688761668,585816849.7236332,62980.0,23,23,0.6764705882352942,0.9093271729714121,3039.5851547836523,210521667.82031566,62980.0,23,23,0.6764705882352942,0.9093271729714121,2602.574037433333,180254277.83263266,69260.0,28,28,0.8235294117647058,1.0,0.30769732539729777,174650597.01340607,585816849.7236332,23,23,0.6764705882352942,1.0
LU,2014,5085.0,1090.0,1445.0,4.665137614678899,175773048.03,142494810.08317524,168255265.92,136400332.31188285,34566.97109734514,28022.578187448424,33088.54787020649,26824.05748512937,32881050.5699045,6466.283297916322,17712537.566678014,3483.2915568688327,0.12985699716755705,4.665137614678899,5085.0,1090.0,1,1,1.0,1.0,34566.97109734514,175773048.03,5085.0,1,1,1.0,1.0,28022.578187448424,142494810.08317524,5085.0,1,1,1.0,1.0,33088.54787020649,168255265.92,5085.0,1,1,1.0,1.0,26824.05748512937,136400332.31188285,5085.0,1,1,1.0,1.0,6466.283297916322,32881050.5699045,5085.0,1,1,1.0,1.0,3483.2915568688327,17712537.566678014,5085.0,1,1,1.0,1.0,0.12985699716755705,17712537.566678014,136400332.31188285,1,1,1.0,1.0
LU,2015,5055.0,1135.0,1540.0,4.453744493392071,200394543.50999996,163503295.04826087,186567545.39,152221751.58081967,39642.837489614234,32344.8654892702,36907.52628882295,30113.106148530103,33128536.426164504,6553.617492811969,17826851.16225941,3526.5778758178853,0.11711106315048894,4.453744493392071,5055.0,1135.0,1,1,0.5,1.0,39642.837489614234,200394543.50999996,5055.0,1,1,0.5,1.0,32344.8654892702,163503295.04826087,5055.0,1,1,0.5,1.0,36907.52628882295,186567545.39,5055.0,1,1,0.5,1.0,30113.106148530103,152221751.58081967,5055.0,1,1,0.5,1.0,6553.617492811969,33128536.426164504,5055.0,1,1,0.5,1.0,3526.5778758178853,17826851.16225941,5055.0,1,1,0.5,1.0,0.11711106315048894,17826851.16225941,152221751.58081967,1,1,0.5,1.0
LU,2016,5140.0,1175.0,1660.0,4.374468085106383,221373464.66,180511154.5944535,188066873.46,153352473.93527237,43068.76744357977,35118.901672072665,36588.88588715954,29835.111660558825,40852824.367849834,7948.02030502915,17816094.3190065,3466.166209923443,0.11617741704334283,4.374468085106383,5140.0,1175.0,1,1,0.5,1.0,43068.76744357977,221373464.66,5140.0,1,1,0.5,1.0,35118.901672072665,180511154.5944535,5140.0,1,1,0.5,1.0,36588.88588715954,188066873.46,5140.0,1,1,0.5,1.0,29835.111660558825,153352473.93527237,5140.0,1,1,0.5,1.0,7948.02030502915,40852824.367849834,5140.0,1,1,0.5,1.0,3466.166209923443,17816094.3190065,5140.0,1,1,0.5,1.0,0.11617741704334283,17816094.3190065,153352473.93527237,1,1,0.5,1.0
LU,2017,6244.0,1224.3,1741.4499999999998,5.100057175528874,230345989.83,186510440.90426955,207648427.37000167,168132294.25196284,36890.77351537476,29870.34607691697,33255.6738260733,26927.01701665004,47119532.310956,7546.369684650224,118886453.77035376,19040.111109922127,0.7071006453536564,5.100057175528874,6244.0,1224.3,1,1,0.3333333333333333,1.0,36890.77351537476,230345989.83,6244.0,1,1,0.3333333333333333,1.0,29870.34607691697,186510440.90426955,6244.0,1,1,0.3333333333333333,1.0,33255.6738260733,207648427.37000167,6244.0,1,1,0.3333333333333333,1.0,26927.01701665004,168132294.25196284,6244.0,1,1,0.3333333333333333,1.0,7546.369684650224,47119532.310956,6244.0,1,1,0.3333333333333333,1.0,19040.111109922127,118886453.77035376,6244.0,1,1,0.3333333333333333,1.0,0.7071006453536564,118886453.77035376,168132294.25196284,1,1,0.3333333333333333,1.0
LU,2018,6283.0,1201.55,1788.88,5.2290791061545505,249943671.14,199672201.0752774,215145742.3300025,171873221.38252434,39780.94399809008,31779.7550652996,34242.518276301525,27355.279545205212,45541431.189435765,7248.357661855127,116531099.96245316,18547.047582755557,0.6780061432787094,5.2290791061545505,6283.0,1201.55,1,1,0.3333333333333333,1.0,39780.94399809008,249943671.14,6283.0,1,1,0.3333333333333333,1.0,31779.7550652996,199672201.0752774,6283.0,1,1,0.3333333333333333,1.0,34242.518276301525,215145742.3300025,6283.0,1,1,0.3333333333333333,1.0,27355.279545205212,171873221.38252434,6283.0,1,1,0.3333333333333333,1.0,7248.357661855127,45541431.189435765,6283.0,1,1,0.3333333333333333,1.0,18547.047582755557,116531099.96245316,6283.0,1,1,0.3333333333333333,1.0,0.6780061432787094,116531099.96245316,171873221.38252434,1,1,0.3333333333333333,1.0
LU,2019,6615.0,1291.65,1932.25,5.121356404598768,276124133.73,216518700.63279724,233620241.90999112,183189895.56100267,41742.12150113379,32731.474018563455,35316.74102947712,27693.105904913482,51922551.75685533,7849.214173371932,126453400.40304558,19116.160302803564,0.6902858916742834,5.121356404598768,6615.0,1291.65,1,1,0.3333333333333333,1.0,41742.12150113379,276124133.73,6615.0,1,1,0.3333333333333333,1.0,32731.474018563455,216518700.63279724,6615.0,1,1,0.3333333333333333,1.0,35316.74102947712,233620241.90999112,6615.0,1,1,0.3333333333333333,1.0,27693.105904913482,183189895.56100267,6615.0,1,1,0.3333333333333333,1.0,7849.214173371932,51922551.75685533,6615.0,1,1,0.3333333333333333,1.0,19116.160302803564,126453400.40304558,6615.0,1,1,0.3333333333333333,1.0,0.6902858916742834,126453400.40304558,183189895.56100267,1,1,0.3333333333333333,1.0
LU,2020,6785.0,1370.25,2109.25,4.95165115854771,297311807.91,226600973.9796502,244316251.799985,186209558.9344804,43818.98421665439,33397.34325418573,36008.29061164112,27444.297558508533,46547907.297740184,6860.413750588089,130517401.77584696,19236.168279417387,0.7009167656198076,4.95165115854771,6785.0,1370.25,1,1,0.3333333333333333,1.0,43818.98421665439,297311807.91,6785.0,1,1,0.3333333333333333,1.0,33397.34325418573,226600973.9796502,6785.0,1,1,0.3333333333333333,1.0,36008.29061164112,244316251.799985,6785.0,1,1,0.3333333333333333,1.0,27444.297558508533,186209558.9344804,6785.0,1,1,0.3333333333333333,1.0,6860.413750588089,46547907.297740184,6785.0,1,1,0.3333333333333333,1.0,19236.168279417387,130517401.77584696,6785.0,1,1,0.3333333333333333,1.0,0.7009167656198076,130517401.77584696,186209558.9344804,1,1,0.3333333333333333,1.0
LU,2021,6859.0,1487.4,2271.875,4.611402447223343,320645733.4599999,245147620.70995504,263503347.96999305,201459779.63561323,46748.17516547601,35741.01482868567,38417.16692958056,29371.59638950477,57284336.40679824,8351.703806210562,143824762.80037004,20968.7655343884,0.7139130354481202,4.611402447223343,6859.0,1487.4,1,1,0.3333333333333333,1.0,46748.17516547601,320645733.4599999,6859.0,1,1,0.3333333333333333,1.0,35741.01482868567,245147620.70995504,6859.0,1,1,0.3333333333333333,1.0,38417.16692958056,263503347.96999305,6859.0,1,1,0.3333333333333333,1.0,29371.59638950477,201459779.63561323,6859.0,1,1,0.3333333333333333,1.0,8351.703806210562,57284336.40679824,6859.0,1,1,0.3333333333333333,1.0,20968.7655343884,143824762.80037004,6859.0,1,1,0.3333333333333333,1.0,0.7139130354481202,143824762.80037004,201459779.63561323,1,1,0.3333333333333333,1.0
LU,2022,7132.0,1511.25,2319.65,4.719272125723738,327355992.65,252706494.24888065,291959506.65,225381740.50486332,45899.60637268648,35432.76700068433,40936.55449383062,31601.47791711488,59573129.18017602,8352.934545734159,163735460.86150995,22957.860468523548,0.7264805946335162,4.719272125723738,7132.0,1511.25,1,1,0.3333333333333333,1.0,45899.60637268648,327355992.65,7132.0,1,1,0.3333333333333333,1.0,35432.76700068433,252706494.24888065,7132.0,1,1,0.3333333333333333,1.0,40936.55449383062,291959506.65,7132.0,1,1,0.3333333333333333,1.0,31601.47791711488,225381740.50486332,7132.0,1,1,0.3333333333333333,1.0,8352.934545734159,59573129.18017602,7132.0,1,1,0.3333333333333333,1.0,22957.860468523548,163735460.86150995,7132.0,1,1,0.3333333333333333,1.0,0.7264805946335162,163735460.86150995,225381740.50486332,1,1,0.3333333333333333,1.0
LU,2023,7535.0,1576.8,2413.25,4.7786656519533235,354648640.64,274338722.8986494,319627302.79,247247940.64545077,47066.84016456536,36408.58963485725,42419.01828666225,32813.26352295299,74654246.79363213,9907.663808046733,193289769.791296,25652.258764604645,0.7817649331545704,4.7786656519533235,7535.0,1576.8,1,1,0.3333333333333333,1.0,47066.84016456536,354648640.64,7535.0,1,1,0.3333333333333333,1.0,36408.58963485725,274338722.8986494,7535.0,1,1,0.3333333333333333,1.0,42419.01828666225,319627302.79,7535.0,1,1,0.3333333333333333,1.0,32813.26352295299,247247940.64545077,7535.0,1,1,0.3333333333333333,1.0,9907.663808046733,74654246.79363213,7535.0,1,1,0.3333333333333333,1.0,25652.258764604645,193289769.791296,7535.0,1,1,0.3333333333333333,1.0,0.7817649331545704,193289769.791296,247247940.64545077,1,1,0.3333333333333333,1.0
LV,2014,83065.0,,,,217157918.0,312822921.168329,204845420.0,295086374.2963001,3455.4525897048293,4977.689890497718,3259.534091813191,4695.4630327997465,50667095.94519063,806.223183152051,71010319.97095889,854.8765421171237,0.23366653743100535,,,,0,0,0.0,,2614.3131041955094,217157918.0,62845.0,29,29,0.6444444444444445,0.7565761752844158,3766.001579104665,312822921.16832906,62845.0,29,29,0.6444444444444445,0.7565761752844158,2466.085836393186,204845420.0,62845.0,29,29,0.6444444444444445,0.7565761752844158,3552.4754625449964,295086374.29630005,62845.0,29,29,0.6444444444444445,0.7565761752844158,609.9692523348057,50667095.945190646,62845.0,29,29,0.6444444444444445,0.7565761752844158,854.8765421171238,71010319.97095887,83065.0,44,44,0.9777777777777777,1.0,0.2406424903227029,68951811.32488605,295086374.29630005,29,29,0.6444444444444445,0.9999999999999998
LV,2015,81750.0,,,,228655001.0,330425824.5291554,221928194.0,320705019.2124,3638.396069695282,5257.790190614294,3531.358007796961,5103.111133939056,42688694.09148253,679.2695376160796,81581779.50609899,997.9422569553393,0.24829182812166714,,,,0,0,0.0,,2797.0030703363914,228655001.0,62845.0,28,28,0.6363636363636364,0.7687461773700306,4041.906110448384,330425824.5291553,62845.0,28,28,0.6363636363636364,0.7687461773700306,2714.7179694189604,221928194.0,62845.0,28,28,0.6363636363636364,0.7687461773700306,3922.997176910092,320705019.2124,62845.0,28,28,0.6363636363636364,0.7687461773700306,522.1858604462694,42688694.09148252,62845.0,28,28,0.6363636363636364,0.7687461773700306,997.9422569553393,81581779.50609899,81750.0,43,43,0.9772727272727273,1.0,0.25438260899829607,79628435.50804119,320705019.2124,28,28,0.6363636363636364,1.0
LV,2016,80510.0,,,,211529805.0,303257233.4221234,207105979.0,296915066.9652457,3576.1590025359255,5126.918570111975,3501.3690448013526,5019.696821052338,22442678.839211732,379.4197605952955,54751868.747544914,840.7196736667163,0.18206612953457996,,,,0,0,0.0,,2627.3730592472984,211529805.0,59150.0,27,27,0.6136363636363636,0.734691342690349,3766.702688139652,303257233.4221233,59150.0,27,27,0.6136363636363636,0.734691342690349,2572.4255247795304,207105979.0,59150.0,27,27,0.6136363636363636,0.734691342690349,3687.927797357418,296915066.9652458,59150.0,27,27,0.6136363636363636,0.734691342690349,278.7564133550085,22442678.83921173,59150.0,27,27,0.6136363636363636,0.734691342690349,680.0629579871434,54751868.7475449,65125.0,33,33,0.75,0.8089057259967706,0.18440245995988372,54058177.04286292,296915066.9652458,27,27,0.6136363636363636,1.0
LV,2017,79343.0,,,,286269697.0,405814545.9442601,230822077.0,327212266.4511921,4610.263423197088,6535.487260351406,3717.3008181144714,5269.627765181694,33514889.002296504,539.7444036830693,74687944.77049133,1146.575756378436,0.2282553327860403,,,,0,0,0.0,,3608.001928336463,286269697.0,62094.0,28,28,0.6666666666666666,0.7826021199097589,5114.686184594231,405814545.9442602,62094.0,28,28,0.6666666666666666,0.7826021199097589,2909.1675005986667,230822077.0,62094.0,28,28,0.6666666666666666,0.7826021199097589,4124.021860166518,327212266.4511921,62094.0,28,28,0.6666666666666666,0.7826021199097589,422.4051145317987,33514889.002296507,62094.0,28,28,0.6666666666666666,0.7826021199097589,941.3299821092136,74687944.77049132,65140.0,32,32,0.7619047619047619,0.8209924000857038,0.2282553327860403,74687944.77049133,327212266.4511921,28,28,0.6666666666666666,1.0
LV,2018,77957.0,,,,360980788.0,499649518.0409374,259523193.0,359217561.1930217,5948.337145305342,8233.357249463425,4276.491991563128,5919.2822264282,56724807.1886921,934.7264144727299,114026480.06555307,1785.234219463193,0.31743013812256843,,,,0,0,0.0,,4630.511538412202,360980788.0,60686.0,27,27,0.6585365853658537,0.7784547891786497,6409.296381863558,499649518.0409374,60686.0,27,27,0.6585365853658537,0.7784547891786497,3329.055671716459,259523193.0,60686.0,27,27,0.6585365853658537,0.7784547891786497,4607.893597663093,359217561.1930218,60686.0,27,27,0.6585365853658537,0.7784547891786497,727.6422539180843,56724807.188692085,60686.0,27,27,0.6585365853658537,0.7784547891786497,1462.6843011602944,114026480.06555307,63872.0,31,31,0.7560975609756098,0.8193234731967624,0.31743013812256843,114026480.06555307,359217561.1930218,27,27,0.6585365853658537,1.0
