country_code,year,records_count,institutions_count,institutions_with_student_data,institutions_with_funding_ppp_data,institutions_with_funding_eur_data,median_students_per_institution,median_funding_per_student_ppp,median_funding_per_student_eur,student_data_coverage,funding_ppp_data_coverage
CH,2014,35,35,35,32,32,3015.0,19347.710407055245,28486.182318321116,1.0,0.9142857142857143
CH,2015,35,35,35,33,33,2965.0,20069.96571364524,32300.823459485848,1.0,0.9428571428571428
CH,2016,35,35,35,33,33,2860.0,20533.456666783844,32589.8465783062,1.0,0.9428571428571428
CH,2017,36,36,36,34,34,2844.5,20562.58108281783,31983.6271754755,1.0,0.9444444444444444
CH,2018,36,36,36,34,34,2909.0,20348.983998900552,30627.247007661244,1.0,0.9444444444444444
CH,2019,36,36,36,34,34,3006.5,20777.071446311013,32560.64444591831,1.0,0.9444444444444444
CH,2020,37,37,37,35,35,3206.0,20846.70022144001,33677.206440868285,1.0,0.9459459459459459
CH,2021,37,37,37,35,35,3282.0,22027.30914539609,33753.06662682745,1.0,0.9459459459459459
CH,2022,38,38,38,35,35,3227.0,25255.322468387207,38869.61792860271,1.0,0.9210526315789473
CH,2023,43,43,43,38,38,2631.0,26460.612936837737,41423.73830554509,1.0,0.8837209302325582
CY,2014,23,23,22,19,19,452.5,4646.855110528593,4406.714932126697,0.9565217391304348,0.8260869565217391
CY,2015,26,26,25,19,19,410.0,4153.705002831778,3830.8416666666667,0.9615384615384616,0.7307692307692307
CY,2016,26,26,25,17,17,550.0,3632.6878715036055,3254.488737201365,0.9615384615384616,0.6538461538461539
CY,2017,26,26,26,20,20,548.0,3915.474256296893,3506.7927153216483,1.0,0.7692307692307693
CY,2018,26,26,26,19,19,758.0,3270.404988941553,2953.5877760428284,1.0,0.7307692307692307
CY,2019,26,26,26,18,18,695.5,3400.0275254632897,3074.417089432247,1.0,0.6923076923076923
CY,2020,26,26,26,16,16,690.0,3333.8837625681917,3019.3284956861207,1.0,0.6153846153846154
CY,2021,28,28,26,16,16,488.0,5243.16026850623,4805.691948343144,0.9285714285714286,0.5714285714285714
CY,2022,28,28,28,17,17,433.5,5074.195863701522,4642.234644020475,1.0,0.6071428571428571
CY,2023,31,31,31,19,19,444.0,5278.078107048931,4780.191721132897,1.0,0.6129032258064516
