country_code,year,records,institutions_count,total_students,students_isced5_7_total,students_isced8,mean_observed_institution_size,median_institution_size,min_institution_size,max_institution_size,foreign_students,academic_personnel_fte,total_personnel_fte,total_current_revenues_eur,total_current_expenditure_eur,total_current_revenues_ppp,total_current_expenditure_ppp,institutions_with_student_data,student_coverage_share,avg_observed_institution_size,students_per_registered_institution,avg_institution_size,foreign_students_share,student_staff_ratio,revenue_per_student_eur,expenditure_per_student_eur,revenue_per_student_ppp,expenditure_per_student_ppp
DE,2023,400,400,2866239.0,2756835.0,109404.0,7165.5975,2964.0,13.0,116296.0,468279.0,201113.0,332103.0,38921267842.0,35128855290.0,34677751402.83507,31298818829.797657,400,1.0,7165.5975,7165.5975,7165.5975,0.16337751318016397,14.251883269604651,13579.212285507245,12256.080281511766,12098.694980716915,10919.82170007374
DK,2014,33,33,,,,,,,,,,,,,,,0,0.0,,,,,,,,,
DK,2015,33,33,271775.0,262400.0,9375.0,8766.935483870968,5400.0,140.0,42700.0,,,,,,,,31,0.9393939393939394,8766.935483870968,8235.60606060606,8235.60606060606,,,,,,
DK,2016,33,33,266745.0,257450.0,9295.0,8604.677419354839,5310.0,160.0,41075.0,,,,,,,,31,0.9393939393939394,8604.677419354839,8083.181818181818,8083.181818181818,,,,,,
DK,2017,43,43,270326.0,261097.0,9229.0,6286.6511627906975,1455.0,0.0,41001.0,26731.0,19296.660000000003,46157.98999999999,5085836411.421504,5009649079.127792,3781562016.952878,3724913100.497791,43,1.0,6286.6511627906975,6286.6511627906975,6286.6511627906975,0.0988843100552666,14.008952844689182,18813.715334157663,18531.880319051044,13988.894952586425,13779.337172516853
DK,2018,41,41,269981.0,260760.0,9221.0,6584.90243902439,1603.0,0.0,40764.0,25897.0,19076.58,46240.82,5174248614.420652,5105178161.058337,3865221839.54473,3813625434.984806,41,1.0,6584.90243902439,6584.90243902439,6584.90243902439,0.09592156485085987,14.152484355162192,19165.23242161727,18909.397924514455,14316.643910292689,14125.532667057334
DK,2019,41,41,268932.0,259979.0,8953.0,6559.317073170731,1566.0,0.0,39733.0,24938.0,18947.38,46285.94000000001,5283901967.158222,5205842420.272966,3924176669.5845056,3866204463.6977644,41,1.0,6559.317073170731,6559.317073170731,6559.317073170731,0.09272976068299793,14.193624659451597,19647.7249533645,19357.46739054098,14591.705968737471,14376.141417524745
DK,2020,41,41,272135.0,263086.0,9049.0,6637.4390243902435,1489.0,0.0,40113.0,24438.0,17652.69,44730.50000000001,5283063220.600467,5096721051.756058,3952424572.550924,3813016177.02554,41,1.0,6637.4390243902435,6637.4390243902435,6637.4390243902435,0.08980101787715655,15.416064067289462,19413.39122347536,18728.649573763236,14523.76420729022,14011.487596323663
DK,2021,41,41,271816.0,262462.0,9354.0,6629.658536585366,1413.0,0.0,39765.0,24702.0,18338.64,34535.96,5472117245.798038,5304652315.718703,4128196837.0140667,4001860327.1019025,41,1.0,6629.658536585366,6629.658536585366,6629.658536585366,0.09087765252965241,14.82203696675435,20131.696610199684,19515.599948931274,15187.468129227369,14722.68125166253
DK,2022,40,40,260941.0,251290.0,9651.0,6523.525,1565.0,0.0,39447.0,23368.0,18711.1,35028.93000000001,5486989314.748103,5586675002.688316,4127202641.0615206,4202184203.981105,40,1.0,6523.525,6523.525,6523.525,0.08955281078864571,13.945786191084437,21027.700954423042,21409.72481399365,15816.612341722921,16103.96298006486
DK,2023,40,40,256180.0,246284.0,9896.0,6404.5,1555.0,0.0,39326.0,22952.0,18905.68,35522.979999999996,5831456982.351126,5831689329.71319,4482270146.6525545,4482448737.294273,40,1.0,6404.5,6404.5,6404.5,0.089593254742759,13.550425057443054,22763.123516086835,22764.0304852572,17496.565487752963,17497.262617277982
EE,2014,25,25,55205.0,52310.0,2895.0,2208.2,700.0,35.0,14180.0,3785.0,,,,,,,25,1.0,2208.2,2208.2,2208.2,0.06856263019654017,,,,,
EE,2015,24,24,51095.0,48260.0,2835.0,2128.9583333333335,775.0,40.0,13400.0,4240.0,,,363192662.15000004,339923006.3099999,485781589.348435,454657694.02899224,24,1.0,2128.9583333333335,2128.9583333333335,2128.9583333333335,0.08298267932283002,,7108.18401311283,6652.764581857322,9507.419304206576,8898.281515392744
EE,2016,22,22,47780.0,45145.0,2635.0,2171.818181818182,952.5,0.0,12670.0,4675.0,0.0,0.0,323318715.51,299290686.6600001,425486544.59914726,393865724.4038533,22,1.0,2171.818181818182,2171.818181818182,2171.818181818182,0.09784428631226455,,6766.821170154876,6263.93232858937,8905.118137278092,8243.317798322589
EE,2017,20,20,46154.0,43664.0,2490.0,2307.7,959.5,55.0,12618.0,5083.0,3201.14,6306.62,370851361.51189655,328638296.8999999,476211180.31097955,422005276.24898237,20,1.0,2307.7,2307.7,2307.7,0.11013129956233479,14.417988591564256,8035.086049137595,7120.472697924339,10317.874513822844,9143.417174004038
EE,2018,20,20,45815.0,43403.0,2412.0,2290.75,979.0,53.0,12902.0,5636.0,3272.2999999999997,6420.168000000001,437499302.1318966,373722336.96999997,550681401.202434,470405185.06071347,20,1.0,2290.75,2290.75,2290.75,0.12301647931900032,14.000855667267672,9549.259022850521,8157.204779439047,12019.67480524793,10267.492853011317
EE,2019,19,19,45178.0,42862.0,2316.0,2377.7894736842104,1155.0,55.0,13165.0,6056.0,3294.62,6476.289999999997,446947520.88879716,389440864.50999993,549824663.9325533,479081284.5879705,19,1.0,2377.7894736842104,2377.7894736842104,2377.7894736842104,0.13404754526539467,13.712658819530022,9893.034682562246,8620.143975164901,12170.186018251214,10604.304851652807
EE,2020,18,18,45259.0,42942.0,2317.0,2514.3888888888887,1150.0,54.0,13449.0,5779.0,3500.4100000000003,6807.459999999999,450142001.12,396239337.87999994,558149513.4719586,491313392.45371914,18,1.0,2514.3888888888887,2514.3888888888887,2514.3888888888887,0.1276873108111094,12.929628243548612,9945.911335204048,8754.929138513886,12332.343036124497,10855.595405415921
EE,2021,18,18,44611.0,42258.0,2353.0,2478.3888888888887,1106.0,56.0,13733.0,5597.0,3550.6,6904.799999999999,492092281.41999984,440924724.51,587709011.3053051,526599265.39401364,18,1.0,2478.3888888888887,2478.3888888888887,2478.3888888888887,0.12546232991862993,12.564355320227568,11030.738638900715,9883.766885073188,13174.082878781133,11804.247055524727
EE,2022,18,18,44145.0,41845.0,2300.0,2452.5,1042.5,50.0,14080.0,5370.0,3835.0,7180.0,525688871.0800003,483303799.44999987,579150228.6904123,532454692.0754883,18,1.0,2452.5,2452.5,2452.5,0.1216445803601767,11.511082138200782,11908.231307735878,10948.098299920714,13119.271235483346,12061.494893543739
EE,2023,18,18,44640.0,42350.0,2290.0,2480.0,1067.5,65.0,14645.0,4840.0,4085.0,7470.0,590942853.73,538564100.65,644194552.1924354,587095786.7673349,18,1.0,2480.0,2480.0,2480.0,0.10842293906810035,10.927784577723378,13237.967153449821,12064.607989471326,14430.881545529466,13151.787337977934
ES,2014,81,81,1538250.0,1506180.0,32070.0,18990.74074074074,13490.0,200.0,158945.0,86580.0,81380.0,138730.0,,,,,81,1.0,18990.74074074074,18990.74074074074,18990.74074074074,0.05628473915163335,18.90206438928484,,,,
ES,2015,82,82,1548340.0,1492725.0,55615.0,18882.19512195122,13117.5,155.0,156200.0,101910.0,90315.0,148240.0,,,,,82,1.0,18882.19512195122,18882.19512195122,18882.19512195122,0.06581887699084181,17.143774566793997,,,,
ES,2016,82,82,1564945.0,1493395.0,71550.0,19084.69512195122,13425.0,270.0,147400.0,114275.0,90660.0,149590.0,,,,,82,1.0,19084.69512195122,19084.69512195122,19084.69512195122,0.07302173558815166,17.26169203617913,,,,
ES,2017,82,82,1583025.0,1497545.0,85480.0,19305.182926829268,13556.0,291.0,139973.0,127597.0,87616.76567,154070.64232476018,,,,,82,1.0,19305.182926829268,19305.182926829268,19305.182926829268,0.08060327537467822,18.067603704550216,,,,
ES,2018,83,83,1599050.0,1508295.0,90755.0,19265.66265060241,13390.0,302.0,140784.0,137914.0,88737.36780392168,155918.80904877544,,,,,83,1.0,19265.66265060241,19265.66265060241,19265.66265060241,0.08624745942903599,18.02002966251306,,,,
ES,2019,83,83,1626154.0,1533497.0,92657.0,19592.21686746988,13565.0,333.0,137222.0,153042.0,90196.1513333334,159449.64200000008,,,,,83,1.0,19592.21686746988,19592.21686746988,19592.21686746988,0.09411285769982425,18.02908412344895,,,,
ES,2020,84,84,1679057.0,1583260.0,95797.0,19988.77380952381,13670.5,368.0,151376.0,155919.0,91721.69503030312,176772.5212742056,,,,,84,1.0,19988.77380952381,19988.77380952381,19988.77380952381,0.09286105236451175,18.305996192561327,,,,
ES,2021,86,86,1698239.0,1600490.0,97749.0,19746.96511627907,13880.0,381.0,140237.0,170222.0,94057.25089807172,181098.13310736,,,,,86,1.0,19746.96511627907,19746.96511627907,19746.96511627907,0.10023441930140575,18.05537567582486,,,,
ES,2022,89,89,1720975.0,1623748.0,97227.0,19336.79775280899,13747.0,108.0,130459.0,180563.0,98102.45465917619,187081.81636460254,,,,,89,1.0,19336.79775280899,19336.79775280899,19336.79775280899,0.10491901393105653,17.542629345809395,,,,
ES,2023,91,91,1757811.0,1658389.0,99422.0,19316.604395604394,13796.0,132.0,130184.0,196567.0,101243.9300311816,193142.78244909205,,,,,91,1.0,19316.604395604394,19316.604395604394,19316.604395604394,0.11182487764611782,17.36213716178956,,,,
FI,2014,41,41,302470.0,282610.0,19860.0,7377.317073170731,5385.0,195.0,34830.0,20255.0,24475.0,40620.0,3577906835.0,3577906835.0,2826775933.8558297,2826775933.8558297,41,1.0,7377.317073170731,7377.317073170731,7377.317073170731,0.06696531887459914,12.35832482124617,11828.964310510133,11828.964310510133,9345.640671325518,9345.640671325518
FI,2015,41,41,297170.0,277640.0,19530.0,7248.048780487805,5430.0,465.0,32460.0,20360.0,23905.0,39510.0,3741999902.0,3522197705.0,2964054229.0448804,2789947962.7077293,41,1.0,7248.048780487805,7248.048780487805,7248.048780487805,0.06851297237271596,12.431290524994772,12592.118659353233,11852.467291449339,9974.271390264428,9388.390358070226
FI,2016,41,41,295520.0,276645.0,18875.0,7207.804878048781,5350.0,565.0,32030.0,21100.0,23495.0,38105.0,3568455731.0,3487221203.0,2813973228.8742385,2749914206.068826,41,1.0,7207.804878048781,7207.804878048781,7207.804878048781,0.0713995668651868,12.577995318152798,12075.175050757985,11800.28831551164,9522.107569282074,9305.340437428351
FI,2017,40,40,294520.0,275895.0,18625.0,7363.0,5842.5,520.0,31330.0,20370.0,23135.0,37760.0,3790218889.0,3456042215.0,3014402195.8532486,2748627862.1249113,40,1.0,7363.0,7363.0,7363.0,0.06916338449001766,12.730494921115193,12869.139240119517,11734.490747657204,10234.966032368764,9332.567778503706
FI,2018,40,40,295455.0,277145.0,18310.0,7386.375,5710.0,520.0,31245.0,20230.0,23710.0,38475.0,3589017218.0,3565499212.0,2850779387.748618,2832098884.7937984,40,1.0,7386.375,7386.375,7386.375,0.06847066389128632,12.46119780683256,12147.42420334738,12067.824920884737,9648.776929646201,9585.550709224073
FI,2019,39,39,295930.0,277475.0,18455.0,7587.948717948718,5555.0,510.0,31620.0,19865.0,24040.0,38950.0,3618942687.0,3743345489.0,2848394898.939017,2946309770.015427,39,1.0,7587.948717948718,7587.948717948718,7587.948717948718,0.06712736120028386,12.309900166389351,12229.049731355388,12649.428881830163,9625.231976950687,9956.103707009857
FI,2020,38,38,305375.0,286670.0,18705.0,8036.184210526316,6035.0,545.0,31570.0,20855.0,24685.0,39780.0,3706545056.0,3718411025.0,2951987524.7887483,2961437886.7642026,38,1.0,8036.184210526316,8036.184210526316,8036.184210526316,0.0682930822758903,12.370872999797449,12137.683359803521,12176.540401146132,9666.762258825209,9697.709002911839
FI,2021,38,38,315590.0,296400.0,19190.0,8305.0,6342.5,530.0,30820.0,22795.0,25670.0,41110.0,3918808266.0,3901338056.0,3162063281.476939,3147966672.0459614,38,1.0,8305.0,8305.0,8305.0,0.07222979181849869,12.294117647058824,12417.403168668208,12362.04586964099,10019.529394077566,9974.861915922434
FI,2022,38,38,327674.0,308543.0,19131.0,8623.0,6899.5,528.0,31004.0,26220.0,26356.7365,41965.24509999998,4028597641.0,4119393576.0,3225923384.474944,3298628766.355439,38,1.0,8623.0,8623.0,8623.0,0.08001855502725269,12.432267553306534,12294.52944389851,12571.621721589141,9844.917156914935,10066.80043688373
FI,2023,38,38,338812.0,319302.0,19510.0,8916.105263157895,7588.5,465.0,31465.0,31656.0,26990.3627,42941.23129999999,4276126060.0,4380534196.0,3467222946.5661235,3551880480.012973,38,1.0,8916.105263157895,8916.105263157895,8916.105263157895,0.09343234596177231,12.553073249363928,12620.94040352762,12929.099902010554,10233.471502090018,10483.337308043909
FR,2014,375,375,1781320.0,1710700.0,70620.0,5532.0496894409935,1047.5,0.0,60150.0,249990.0,75875.0,,11086540727.600006,10579800963.250002,9839833786.811043,9390078071.580723,322,0.8586666666666667,5532.0496894409935,4750.1866666666665,4750.1866666666665,0.14033974805200639,23.477034596375617,6223.778281050011,5939.303978650664,5523.900134064089,5271.41561964202
FR,2015,377,377,,,,,,,,,120.0,,14007830996.0,13584126784.73,12454726590.20183,12078000164.248243,0,0.0,,,,,,,,,
FR,2017,212,212,1539503.0,1539503.0,,7546.583333333333,684.0,0.0,65750.0,224310.0,,,13188852416.0,12692038249.0,11763472458.235592,11320351283.926613,204,0.9622641509433962,7546.583333333333,7261.806603773585,7261.806603773585,0.14570286644456035,,8566.954670435849,8244.243920927727,7641.084465724063,7353.250551591398
FR,2018,209,209,,,,,,,,,,,15307141196.16,14644213637.82,13727515937.259542,13132999397.185827,0,0.0,,,,,,,,,
FR,2019,205,205,1859507.0,1798550.0,60957.0,9070.765853658537,939.0,0.0,77611.0,277727.0,,,14156491665.0,13557047819.0,13042168765.661852,12489909915.79452,205,1.0,9070.765853658537,9070.765853658537,9070.765853658537,0.1493551785500135,,7613.034887741751,7290.667805498984,7013.777719396513,6716.785640384532
FR,2020,202,202,1883214.0,1824256.0,58958.0,9369.223880597016,1230.0,0.0,77749.0,268700.0,,,15608328133.0,14823821090.0,14387014474.278502,13663893196.545273,201,0.995049504950495,9369.223880597016,9322.841584158416,9322.841584158416,0.14268160708236027,,8288.133017808916,7871.55420998357,7639.6067968263305,7255.62426603948
FR,2021,354,354,2242313.0,2242313.0,,6388.356125356126,1414.0,0.0,75538.0,238270.0,,,16453837319.0,15558592053.0,14909645350.09107,14098418816.20559,351,0.9915254237288136,6388.356125356126,6334.217514124294,6334.217514124294,0.10626081193838684,,7337.886066307425,6938.635263230423,6649.225754875019,6287.444623567535
FR,2022,782,782,2683891.0,2642370.0,,3436.4801536491677,610.0,0.0,72853.0,271989.0,,,15483227053.95,14861773169.67,13999807455.920647,13437893928.957647,781,0.9987212276214834,3436.4801536491677,3432.0856777493605,3432.0856777493605,0.10134129888285329,,5768.9477903350025,5537.398191532368,5216.235478982063,5006.870222731715
FR,2023,816,816,2545897.0,2504745.0,,3119.9718137254904,480.0,0.0,71973.0,280021.0,,,17849213479.940002,17372533280.94,16431200846.856298,15992390022.03811,816,1.0,3119.9718137254904,3119.9718137254904,3119.9718137254904,0.10998913153202977,,7010.9723527464,6823.737677109482,6453.992776163489,6281.63276913328
GR,2014,49,49,689135.0,665985.0,23150.0,14063.979591836734,7900.0,0.0,113475.0,,,,,,,,49,1.0,14063.979591836734,14063.979591836734,14063.979591836734,,,,,,
GR,2015,47,47,732625.0,708980.0,23645.0,15587.765957446809,10640.0,0.0,113780.0,23450.0,,,,,,,47,1.0,15587.765957446809,15587.765957446809,15587.765957446809,0.03200818972871523,,,,,
GR,2016,47,47,733655.0,704965.0,28690.0,15609.68085106383,12055.0,0.0,110040.0,25005.0,17105.0,,,,,,47,1.0,15609.68085106383,15609.68085106383,15609.68085106383,0.03408277732721783,42.89125986553639,,,,
GR,2017,47,47,765100.0,735817.0,29283.0,16278.72340425532,12841.0,0.0,111463.0,29462.0,,,,,,,47,1.0,16278.72340425532,16278.72340425532,16278.72340425532,0.03850738465560057,,,,,
GR,2018,46,46,800890.0,770230.0,30660.0,17410.652173913044,12843.0,0.0,119264.0,21760.0,,,0.0,0.0,0.0,0.0,46,1.0,17410.652173913044,17410.652173913044,17410.652173913044,0.02716977362684014,,0.0,0.0,0.0,0.0
GR,2019,47,47,824848.0,793743.0,31105.0,17549.957446808512,12043.0,0.0,118164.0,21185.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1.0,17549.957446808512,17549.957446808512,17549.957446808512,0.025683519872752313,,0.0,0.0,0.0,0.0
GR,2020,47,47,855462.0,821749.0,33713.0,18201.31914893617,13389.0,0.0,113994.0,24699.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1.0,18201.31914893617,18201.31914893617,18201.31914893617,0.028872118223836944,,0.0,0.0,0.0,0.0
GR,2021,47,47,870675.0,837802.0,32873.0,18525.0,14181.0,0.0,119092.0,24343.0,,,,,,,47,1.0,18525.0,18525.0,18525.0,0.027958767622821373,,,,,
GR,2022,45,45,838595.0,806075.0,32520.0,18635.444444444445,11235.0,0.0,116415.0,22985.0,,,,,,,45,1.0,18635.444444444445,18635.444444444445,18635.444444444445,0.0274089399531359,,,,,
GR,2023,43,43,878430.0,844830.0,33600.0,20428.60465116279,14165.0,0.0,122940.0,22335.0,,,,,,,43,1.0,20428.60465116279,20428.60465116279,20428.60465116279,0.025426044192479767,,,,,
HR,2014,37,37,160770.0,157645.0,3125.0,4345.135135135135,1060.0,140.0,64980.0,1000.0,11515.0,,,,,,37,1.0,4345.135135135135,4345.135135135135,4345.135135135135,0.006220065932698886,13.961788970907511,,,,
HR,2015,37,37,160515.0,157355.0,3160.0,4338.243243243243,1020.0,190.0,65160.0,1125.0,11675.0,,,,,,37,1.0,4338.243243243243,4338.243243243243,4338.243243243243,0.007008690776562938,13.748608137044968,,,,
HR,2016,37,37,163650.0,160345.0,3305.0,4422.972972972973,1025.0,175.0,66295.0,2190.0,11795.0,,,,,,37,1.0,4422.972972972973,4422.972972972973,4422.972972972973,0.013382218148487626,13.87452310300975,,,,
HR,2017,39,39,163671.0,160366.0,3305.0,4196.692307692308,1004.0,139.0,66236.0,2496.0,11853.2,,,,,,39,1.0,4196.692307692308,4196.692307692308,4196.692307692308,0.015250105394358194,13.808169945668679,,,,
HR,2018,39,39,162712.0,159476.0,3236.0,4172.102564102564,910.0,0.0,65178.0,3214.0,12265.899999999998,,,,,,39,1.0,4172.102564102564,4172.102564102564,4172.102564102564,0.019752691872756772,13.26539430453534,,,,
HR,2019,39,39,160498.0,156971.0,3527.0,4115.333333333333,854.0,0.0,63626.0,2605.0,12776.8,,,,,,39,1.0,4115.333333333333,4115.333333333333,4115.333333333333,0.016230731847125823,12.561674284640912,,,,
HR,2020,40,40,160520.0,156533.0,3987.0,4013.0,857.5,0.0,64306.0,2334.0,12609.100000000002,0.0,,,,,40,1.0,4013.0,4013.0,4013.0,0.01454024420632943,12.730488298133885,,,,
HR,2021,43,43,160979.0,156494.0,4485.0,3743.6976744186045,766.0,67.0,65266.0,3456.0,13169.899999999996,,,,,,43,1.0,3743.6976744186045,3743.6976744186045,3743.6976744186045,0.02146863876654719,12.223251505326544,,,,
HR,2022,38,38,158360.0,153630.0,4730.0,4167.368421052632,1040.0,75.0,64670.0,3500.0,13100.0,,,,,,38,1.0,4167.368421052632,4167.368421052632,4167.368421052632,0.02210154079312958,12.088549618320611,,,,
HR,2023,37,37,154815.0,150025.0,4790.0,4184.189189189189,885.0,170.0,63665.0,4105.0,12310.0,,,,,,37,1.0,4184.189189189189,4184.189189189189,4184.189189189189,0.02651551852210703,12.576360682372055,,,,
HU,2014,52,52,302435.0,295305.0,7130.0,5816.057692307692,1585.0,210.0,28810.0,24260.0,17460.0,46835.0,1933680823.426517,1568955404.7487938,3306121063.591755,2682529840.8267703,52,1.0,5816.057692307692,5816.057692307692,5816.057692307692,0.08021558351381289,17.32159221076747,6393.707155013531,5187.744159071515,10931.674784967861,8869.773144069868
HU,2015,50,50,290900.0,283660.0,7240.0,5818.0,1870.0,200.0,27845.0,25790.0,17750.0,48385.0,1960367190.3225806,1316771277.419355,3296521990.778411,2214261437.4830484,50,1.0,5818.0,5818.0,5818.0,0.08865589549673428,16.388732394366198,6738.972809634171,4526.542720589051,11332.148472940567,7611.761558896695
HU,2016,53,53,277640.0,270290.0,7350.0,5238.490566037736,1425.0,0.0,26305.0,23105.0,18020.0,49455.0,,,,,53,1.0,5238.490566037736,5238.490566037736,5238.490566037736,0.0832192767612736,15.407325194228635,,,,
HU,2017,52,52,274193.0,266535.0,7658.0,5272.942307692308,1396.0,195.0,28003.0,26114.0,18387.950000000004,53068.799999999996,,,,,52,1.0,5272.942307692308,5272.942307692308,5272.942307692308,0.09523948459661626,14.911558928537435,,,,
HU,2018,52,52,272192.0,264640.0,7552.0,5234.461538461538,1424.5,145.0,29081.0,29113.0,18568.799999999996,58800.75,,,,,52,1.0,5234.461538461538,5234.461538461538,5234.461538461538,0.10695758876087468,14.658567058722161,,,,
HU,2019,52,52,276030.0,266636.0,9394.0,5308.2692307692305,1466.5,151.0,30459.0,32108.0,18827.499999999996,58766.62,,,,,52,1.0,5308.2692307692305,5308.2692307692305,5308.2692307692305,0.11632068978009637,14.66100119506042,,,,
HU,2020,51,51,280470.0,270343.0,10127.0,5499.411764705882,1389.0,137.0,32429.0,33871.0,18493.900009008124,,,,,,51,1.0,5499.411764705882,5499.411764705882,5499.411764705882,0.12076514422219846,15.16554106291193,,,,
HU,2021,51,51,285802.0,275316.0,10486.0,5603.9607843137255,1324.0,134.0,34650.0,35510.0,18703.92501063831,,,,,,51,1.0,5603.9607843137255,5603.9607843137255,5603.9607843137255,0.12424685621514195,15.280322169675252,,,,
HU,2022,50,50,281757.0,271230.0,10527.0,5635.14,1538.5,114.0,35870.0,40826.0,19125.2500104215,,,,,,50,1.0,5635.14,5635.14,5635.14,0.14489790848142192,14.732199571062777,,,,
HU,2023,50,50,301843.0,291149.0,10694.0,6036.86,1986.0,123.0,37421.0,37841.0,19503.50001075677,,,,,,50,1.0,6036.86,6036.86,6036.86,0.1253664984776854,15.476350390110722,,,,
IE,2014,27,27,198035.0,189875.0,8160.0,7334.62962962963,4630.0,555.0,23580.0,29895.0,12755.0,23100.0,1997067000.0,1944077000.0,1747658636.0493917,1701286415.626012,27,1.0,7334.62962962963,7334.62962962963,7334.62962962963,0.150958163960916,15.526068208545668,10084.41437119701,9816.835407882445,8824.998793392035,8590.837052167608
IE,2015,27,27,204195.0,195825.0,8370.0,7562.777777777777,4780.0,400.0,24185.0,30310.0,13025.0,23550.0,2392311750.0,2346195715.0,2124459851.875533,2083507135.3722649,27,1.0,7562.777777777777,7562.777777777777,7562.777777777777,0.1484365435000857,15.677159309021114,11715.819437302578,11489.976321653321,10404.073811187996,10203.51690968077
IE,2016,25,25,209350.0,201000.0,8350.0,8374.0,5745.0,1045.0,24840.0,31770.0,13420.0,24170.0,2428778370.0,2372042947.0,2124097783.8802211,2074479594.0320437,25,1.0,8374.0,8374.0,8374.0,0.15175543348459516,15.599850968703429,11601.520754716981,11330.513240983999,10146.156120755773,9909.145421695934
IE,2017,25,25,214646.0,206133.0,8513.0,8585.84,5915.0,1110.0,25007.0,34212.0,13880.669999999998,24884.67,2901082534.0,2683695663.0,2508393527.301025,2320432028.8789935,25,1.0,8585.84,8585.84,8585.84,0.15938801561641028,15.46366277708497,13515.660827595204,12502.891565647624,11686.188083174273,10810.506736109657
IE,2018,25,25,220345.0,211702.0,8643.0,8813.8,6071.0,1171.0,25260.0,36565.0,14184.5944,25657.655,2958484491.0,2887866717.0,2532450365.938215,2472001846.3829894,25,1.0,8813.8,8813.8,8813.8,0.16594431459756293,15.534106495142364,13426.601425038009,13106.114125575801,11493.114733432638,11218.77894385164
IE,2019,23,23,227818.0,218928.0,8890.0,9905.130434782608,6739.0,1264.0,25650.0,39161.0,14822.32488703704,26860.633536410416,3067782106.0,2910747779.0,2512433749.918103,2383826720.6643515,23,1.0,9905.130434782608,9905.130434782608,9905.130434782608,0.1718959871476354,15.369923526587904,13465.933798031761,12776.636521258197,11028.249523383154,10463.732982750931
IE,2020,22,22,240745.0,231220.0,9525.0,10942.954545454546,8050.0,1300.0,27685.0,39650.0,,,3093845542.0,3070425388.0,2548745369.7677674,2529451578.8346367,22,1.0,10942.954545454546,10942.954545454546,10942.954545454546,0.1646970861284762,,12851.131039066231,12753.849043593844,10586.908844494246,10506.76682313085
IE,2021,18,18,239645.0,229635.0,10010.0,13313.611111111111,15135.0,1295.0,28090.0,43835.0,,,2703727490.0,2629537048.0,2293743734.8355026,2230803271.2896824,18,1.0,13313.611111111111,13313.611111111111,13313.611111111111,0.18291639717081518,,11282.219491330927,10972.634722193245,9571.423292100826,9308.78287170474
IE,2022,18,18,234485.0,224005.0,10480.0,13026.944444444445,14600.0,1355.0,28030.0,45990.0,,,,,,,18,1.0,13026.944444444445,13026.944444444445,13026.944444444445,0.1961319487387253,,,,,
IE,2023,18,18,236485.0,225755.0,10730.0,13138.055555555555,14445.0,1365.0,28980.0,50325.0,,,4193657000.0,4087304000.0,3538204598.186036,3448474161.569289,18,1.0,13138.055555555555,13138.055555555555,13138.055555555555,0.21280419476922427,,17733.28963782058,17283.565553840624,14961.644916954716,14582.210971390528
IS,2014,7,7,18975.0,18455.0,520.0,2710.714285714286,470.0,145.0,12825.0,,,,,,,,7,1.0,2710.714285714286,2710.714285714286,2710.714285714286,,,,,,
IS,2015,7,7,,,,,,,,,,,,,,,0,0.0,,,,,,,,,
IS,2016,7,7,,,,,,,,,,,,,,,0,0.0,,,,,,,,,
IS,2017,7,7,17772.0,17135.0,637.0,2538.8571428571427,437.0,121.0,11561.0,,,,53376414.46822631,51811506.55384105,31960146.637325957,31023128.16360593,7,1.0,2538.8571428571427,2538.8571428571427,2538.8571428571427,,,3003.399418648791,2915.3447306910334,1798.3427097302474,1745.6182851455058
IS,2018,7,7,18225.0,17648.0,577.0,2603.5714285714284,522.0,122.0,11686.0,,,,53893838.4549222,53114981.624833845,33156225.496562902,32677062.13710861,7,1.0,2603.5714285714284,2603.5714285714284,2603.5714285714284,,,2957.1379124785844,2914.4022839415,1819.2716321845214,1792.9800898276328
IS,2019,7,7,19145.0,18565.0,580.0,2735.0,576.0,118.0,12386.0,,,,46687740.384615384,46834651.8065268,30061080.91121857,30155673.540985607,7,1.0,2735.0,2735.0,2735.0,,,2438.6388291781345,2446.312447455043,1570.1792066450023,1575.1200595970545
IS,2020,7,7,21920.0,21261.0,659.0,3131.4285714285716,753.0,125.0,14524.0,,99.16,1797.94,49561313.91422472,48039221.16566402,34166269.86314198,33116979.045427587,7,1.0,3131.4285714285716,3131.4285714285716,3131.4285714285716,,221.0568777732957,2261.0088464518576,2191.5703086525555,1558.680194486404,1510.8110878388497
IS,2021,7,7,23638.0,22934.0,704.0,3376.8571428571427,769.0,130.0,15849.0,,230.0,1897.0,64734130.55611055,63934753.06027306,43482361.61227548,42945414.23938086,7,1.0,3376.8571428571427,3376.8571428571427,3376.8571428571427,,102.77391304347826,2738.562084614204,2704.7446086924892,1839.5110251406836,1816.7955935096395
IS,2022,7,7,16569.0,15878.0,691.0,2761.5,591.0,0.0,12686.0,,72.0,1621.8,257436699.00871763,262260777.88245225,167567994.81523854,170708033.61629105,6,0.8571428571428571,2761.5,2367.0,2367.0,,230.125,15537.250226852413,15828.401103413136,10113.343884074991,10302.856757576863
IS,2023,7,7,19691.0,18968.0,723.0,2813.0,678.0,125.0,12151.0,0.0,72.9,1792.8,58523784.61744787,54326735.06336753,39546394.555357195,36710313.82819651,7,1.0,2813.0,2813.0,2813.0,0.0,270.1097393689986,2972.1083041718484,2758.9627273052424,2008.348715421116,1864.3194265500233
