country_code,year,records,institutions_count,total_students,students_isced5_7_total,students_isced8,mean_observed_institution_size,median_institution_size,min_institution_size,max_institution_size,foreign_students,academic_personnel_fte,total_personnel_fte,total_current_revenues_eur,total_current_expenditure_eur,total_current_revenues_ppp,total_current_expenditure_ppp,institutions_with_student_data,student_coverage_share,avg_observed_institution_size,students_per_registered_institution,avg_institution_size,foreign_students_share,student_staff_ratio,revenue_per_student_eur,expenditure_per_student_eur,revenue_per_student_ppp,expenditure_per_student_ppp
IT,2014,215,215,1817445.0,1784650.0,32795.0,8453.232558139534,650.0,0.0,111620.0,86305.0,,,14096946991.0,12726359781.0,13660626578.095623,12332460977.382404,215,1.0,8453.232558139534,8453.232558139534,8453.232558139534,0.047486994104360795,,7756.464152147658,7002.335576042191,7516.39063525753,6785.603403339525
IT,2015,215,215,1768015.0,1738400.0,29615.0,8223.32558139535,660.0,0.0,105355.0,86315.0,,,13870001284.0,12296347411.0,13500755617.851755,11968995387.161146,215,1.0,8223.32558139535,8223.32558139535,8223.32558139535,0.04882028715819719,,7844.956792787391,6954.888624248098,7636.109206003204,6769.736335472915
IT,2016,216,216,1825660.0,1797970.0,27690.0,8452.12962962963,755.0,0.0,108560.0,102690.0,,,,,,,216,1.0,8452.12962962963,8452.12962962963,8452.12962962963,0.05624815135348312,,,,,
IT,2017,206,206,1881745.0,1853060.0,28685.0,9134.684466019418,907.5,40.0,109120.0,105365.0,,,,,,,206,1.0,9134.684466019418,9134.684466019418,9134.684466019418,0.05599324031683358,,,,,
IT,2018,207,207,1915400.0,1885560.0,29840.0,9253.140096618357,925.0,50.0,110425.0,111750.0,,,,,,,207,1.0,9253.140096618357,9253.140096618357,9253.140096618357,0.058342904876266054,,,,,
IT,2019,207,207,1998330.0,1966775.0,31555.0,9653.768115942028,1020.0,50.0,112045.0,119135.0,,,,,,,207,1.0,9653.768115942028,9653.768115942028,9653.768115942028,0.05961728042915835,,,,,
IT,2020,208,208,2060350.0,2027040.0,33310.0,9905.528846153846,1057.5,60.0,113205.0,125115.0,,,,,,,208,1.0,9905.528846153846,9905.528846153846,9905.528846153846,0.06072511951852841,,,,,
IT,2021,208,208,2063160.0,2025235.0,37925.0,9919.038461538461,1065.0,60.0,116890.0,135220.0,,,,,,,208,1.0,9919.038461538461,9919.038461538461,9919.038461538461,0.06554023924465383,,,,,
IT,2022,210,210,2148860.0,2106230.0,42630.0,10281.626794258373,1010.0,0.0,117500.0,149205.0,107150.0,163630.0,,,,,209,0.9952380952380953,10281.626794258373,10232.666666666666,10232.666666666666,0.0694344908463092,20.054689687354177,,,,
IT,2023,209,209,2262370.0,2214420.0,47950.0,10824.736842105263,1090.0,25.0,123375.0,166240.0,112705.0,171490.0,,,,,209,1.0,10824.736842105263,10824.736842105263,10824.736842105263,0.07348046517589961,20.07337740118007,,,,
LI,2014,1,1,655.0,635.0,20.0,655.0,655.0,655.0,655.0,600.0,70.0,125.0,18715726.280256875,18248759.44343817,12711652.550760783,12394490.390261088,1,1.0,655.0,655.0,655.0,0.916030534351145,9.357142857142858,28573.627908789123,27860.701440363617,19407.103130932494,18922.88609200166
LI,2015,1,1,655.0,630.0,25.0,655.0,655.0,655.0,655.0,605.0,65.0,125.0,22865988.144957393,22168531.9037363,14207674.88028673,13774313.70404203,1,1.0,655.0,655.0,655.0,0.9236641221374046,10.076923076923077,34909.905564820445,33845.08687593328,21691.10668746066,21029.486571056535
LI,2016,1,1,655.0,620.0,35.0,655.0,655.0,655.0,655.0,600.0,65.0,120.0,20173523.491102543,19222361.83269125,12710467.029220028,12111181.093670536,1,1.0,655.0,655.0,655.0,0.916030534351145,10.076923076923077,30799.272505500066,29347.1173018187,19405.29317438172,18490.352814764177
LI,2017,2,2,770.0,620.0,150.0,385.0,385.0,115.0,655.0,710.0,65.0,130.0,18975851.96545831,19292320.23027795,12199757.473238606,12403217.960061762,2,1.0,385.0,385.0,385.0,0.922077922077922,11.846153846153847,24643.9635915043,25054.961338023313,15843.840874335852,16108.075272807484
LI,2018,2,2,810.0,650.0,160.0,405.0,405.0,125.0,685.0,735.0,65.0,130.0,19383640.173160173,20095510.857142854,12878643.112305062,13351615.598340992,2,1.0,405.0,405.0,405.0,0.9074074074074074,12.461538461538462,23930.41996686441,24809.272663139327,15899.559397907484,16483.47604733456
LI,2019,2,2,825.0,640.0,185.0,412.5,412.5,145.0,680.0,760.0,70.0,140.0,21308577.849694353,20535269.68716289,13597084.822376082,13103633.933539458,2,1.0,412.5,412.5,412.5,0.9212121212121213,11.785714285714286,25828.57921175073,24891.235984439867,16481.31493621343,15883.192646714495
LI,2020,2,2,875.0,670.0,205.0,437.5,437.5,165.0,710.0,790.0,70.0,205.0,25462419.430172816,29534946.286781877,15761622.796872832,18282578.52615997,2,1.0,437.5,437.5,437.5,0.9028571428571428,12.5,29099.907920197504,33754.224327750715,18013.283196426095,20894.375458468534
LI,2021,2,2,865.0,645.0,220.0,432.5,432.5,175.0,690.0,520.0,80.0,155.0,20708151.88234206,22786367.5885672,13514175.419533985,14870422.55221538,2,1.0,432.5,432.5,432.5,0.6011560693641619,10.8125,23940.059979586196,26342.621489673063,15623.324184432353,17191.239944757664
LI,2022,2,2,850.0,620.0,230.0,425.0,425.0,175.0,675.0,760.0,75.0,155.0,24539835.771872204,24082542.052353937,15944624.58772554,15647500.48502878,2,1.0,425.0,425.0,425.0,0.8941176470588236,11.333333333333334,28870.395025732003,28332.402414534045,18758.3818679124,18408.824100033857
LI,2023,2,2,830.0,605.0,225.0,415.0,415.0,175.0,655.0,750.0,75.0,155.0,25466467.380119365,25013756.945873637,16267443.832410902,15978261.926985422,2,1.0,415.0,415.0,415.0,0.9036144578313253,11.066666666666666,30682.49081942092,30137.05656129354,19599.329918567353,19250.917984319785
LT,2014,43,43,136935.0,134575.0,2360.0,3184.5348837209303,1540.0,0.0,18985.0,4590.0,9545.0,20115.0,456980908.2483781,415020780.2363299,2555087589.7515616,2320478658.8031826,43,1.0,3184.5348837209303,3184.5348837209303,3184.5348837209303,0.0335195530726257,14.346254583551598,3337.21041551377,3030.7867253538534,18659.127248340905,16945.840426502957
LT,2015,43,43,122910.0,120475.0,2435.0,2858.3720930232557,1520.0,0.0,18915.0,3925.0,6895.0,14785.0,503695720.0,404603610.0,812303707.7294489,652499117.0536847,43,1.0,2858.3720930232557,2858.3720930232557,2858.3720930232557,0.03193393539988609,17.825960841189268,4098.085753803596,3291.8689284842567,6608.930987954185,5308.755325471358
LT,2016,43,43,116845.0,114430.0,2415.0,2717.3255813953488,1385.0,0.0,18625.0,4355.0,6780.0,14115.0,398372990.0,374958220.0,631166914.0911547,594069448.9114643,43,1.0,2717.3255813953488,2717.3255813953488,2717.3255813953488,0.03727159912704865,17.23377581120944,3409.414095596731,3209.022380076169,5401.7451674539325,5084.252205156098
LT,2017,41,41,98805.0,96765.0,2040.0,2409.878048780488,1180.0,0.0,18235.0,5040.0,7230.0,14700.0,367281380.0,337268510.0,569835774.0959042,523270911.4576465,41,1.0,2409.878048780488,2409.878048780488,2409.878048780488,0.05100956429330499,13.66597510373444,3717.2347553261475,3413.476139871464,5767.276697494097,5295.996270003001
LT,2018,38,38,90680.0,88715.0,1965.0,2386.315789473684,1200.0,0.0,18570.0,4995.0,6630.0,13660.0,410037330.0,366527240.0,622588380.5217423,556523965.1928861,38,1.0,2386.315789473684,2386.315789473684,2386.315789473684,0.055083811204234674,13.677224736048265,4521.805580061756,4041.985443317159,6865.773936058032,6137.2294352987
LT,2019,36,36,85865.0,84015.0,1850.0,2385.1388888888887,1160.0,0.0,18895.0,5455.0,6390.0,13085.0,432945730.0,391987750.0,652086607.3539889,590397235.2881817,36,1.0,2385.1388888888887,2385.1388888888887,2385.1388888888887,0.0635299598206487,13.437402190923319,5042.1677051185,4565.163337797706,7594.323733232271,6875.8776601430345
LT,2020,36,36,65680.0,64430.0,1250.0,1824.4444444444443,932.5,0.0,18320.0,3670.0,4460.0,9165.0,323983760.0,269806170.0,477486643.7048925,397639815.5394323,36,1.0,1824.4444444444443,1824.4444444444443,1824.4444444444443,0.05587697929354446,14.72645739910314,4932.761266747869,4107.88931181486,7269.894088076926,6054.199383974304
LT,2021,35,35,70330.0,69110.0,1220.0,2009.4285714285713,915.0,0.0,22635.0,4545.0,4310.0,9270.0,300493820.0,261690100.0,435676980.55869293,379416630.2990936,35,1.0,2009.4285714285713,2009.4285714285713,2009.4285714285713,0.06462391582539456,16.317865429234338,4272.626475188397,3720.88866770937,6194.75302941409,5394.804923917156
LT,2022,35,35,69655.0,68460.0,1195.0,1990.142857142857,1085.0,0.0,7860.0,7505.0,5470.0,6965.0,465784570.0,390787270.0,614807031.576891,515815200.6768644,35,1.0,1990.142857142857,1990.142857142857,1990.142857142857,0.10774531620127772,12.734003656307129,6687.022755006819,5610.326179025195,8826.45942971633,7405.286062405633
LT,2023,34,34,69260.0,68110.0,1150.0,2037.0588235294117,1217.5,0.0,7855.0,8050.0,5695.0,10120.0,477693905.0,460400492.0,607821111.0149736,585816849.7236332,34,1.0,2037.0588235294117,2037.0588235294117,2037.0588235294117,0.11622870343632688,12.161545215100967,6897.110958706324,6647.4226393300605,8775.932876335166,8458.227688761668
LU,2014,1,1,5085.0,4515.0,570.0,5085.0,5085.0,5085.0,5085.0,0.0,1090.0,1445.0,175773048.03,168255265.92,142494810.08317524,136400332.31188285,1,1.0,5085.0,5085.0,5085.0,0.0,4.665137614678899,34566.97109734514,33088.54787020649,28022.578187448424,26824.05748512937
LU,2015,2,2,5055.0,4450.0,605.0,2527.5,2527.5,0.0,5055.0,0.0,1135.0,1540.0,200394543.50999996,186567545.39,163503295.04826087,152221751.58081967,2,1.0,2527.5,2527.5,2527.5,0.0,4.453744493392071,39642.837489614234,36907.52628882295,32344.8654892702,30113.106148530103
LU,2016,2,2,5140.0,4535.0,605.0,2570.0,2570.0,0.0,5140.0,0.0,1175.0,1660.0,221373464.66,188066873.46,180511154.5944535,153352473.93527237,2,1.0,2570.0,2570.0,2570.0,0.0,4.374468085106383,43068.76744357977,36588.88588715954,35118.901672072665,29835.111660558825
LU,2017,3,3,6244.0,5553.0,691.0,3122.0,3122.0,0.0,6244.0,3309.0,1224.3,1741.4499999999998,230345989.83,207648427.37000167,186510440.90426955,168132294.25196284,2,0.6666666666666666,3122.0,2081.3333333333335,2081.3333333333335,0.5299487508007688,5.100057175528874,36890.77351537476,33255.6738260733,29870.34607691697,26927.01701665004
LU,2018,3,3,6283.0,5464.0,819.0,3141.5,3141.5,0.0,6283.0,3421.0,1201.55,1788.88,249943671.14,215145742.3300025,199672201.0752774,171873221.38252434,2,0.6666666666666666,3141.5,2094.3333333333335,2094.3333333333335,0.5444851185739297,5.2290791061545505,39780.94399809008,34242.518276301525,31779.7550652996,27355.279545205212
LU,2019,3,3,6615.0,5717.0,898.0,3307.5,3307.5,0.0,6615.0,3536.0,1291.65,1932.25,276124133.73,233620241.90999112,216518700.63279724,183189895.56100267,2,0.6666666666666666,3307.5,2205.0,2205.0,0.5345427059712774,5.121356404598768,41742.12150113379,35316.74102947712,32731.474018563455,27693.105904913482
LU,2020,3,3,6785.0,5853.0,932.0,3392.5,3392.5,0.0,6785.0,3679.0,1370.25,2109.25,297311807.91,244316251.799985,226600973.9796502,186209558.9344804,2,0.6666666666666666,3392.5,2261.6666666666665,2261.6666666666665,0.5422254974207812,4.95165115854771,43818.98421665439,36008.29061164112,33397.34325418573,27444.297558508533
LU,2021,3,3,6859.0,5830.0,1029.0,3429.5,3429.5,0.0,6859.0,3777.0,1487.4,2271.875,320645733.4599999,263503347.96999305,245147620.70995504,201459779.63561323,2,0.6666666666666666,3429.5,2286.3333333333335,2286.3333333333335,0.5506633620061233,4.611402447223343,46748.17516547601,38417.16692958056,35741.01482868567,29371.59638950477
LU,2022,3,3,7132.0,6122.0,1010.0,3566.0,3566.0,0.0,7132.0,4099.0,1511.25,2319.65,327355992.65,291959506.65,252706494.24888065,225381740.50486332,2,0.6666666666666666,3566.0,2377.3333333333335,2377.3333333333335,0.5747335950644981,4.719272125723738,45899.60637268648,40936.55449383062,35432.76700068433,31601.47791711488
LU,2023,3,3,7535.0,6478.0,1057.0,3767.5,3767.5,0.0,7535.0,4253.0,1576.8,2413.25,354648640.64,319627302.79,274338722.8986494,247247940.64545077,2,0.6666666666666666,3767.5,2511.6666666666665,2511.6666666666665,0.5644326476443264,4.7786656519533235,47066.84016456536,42419.01828666225,36408.58963485725,32813.26352295299
LV,2014,45,45,83065.0,80860.0,2205.0,1887.840909090909,852.5,210.0,14455.0,,,,217157918.0,204845420.0,312822921.168329,295086374.2963001,44,0.9777777777777777,1887.840909090909,1845.888888888889,1845.888888888889,,,2614.3131041955094,2466.085836393186,3766.001579104665,3552.4754625449964
LV,2015,44,44,81750.0,79445.0,2305.0,1901.1627906976744,825.0,140.0,14795.0,,,,228655001.0,221928194.0,330425824.5291554,320705019.2124,43,0.9772727272727273,1901.1627906976744,1857.9545454545455,1857.9545454545455,,,2797.0030703363914,2714.7179694189604,4041.906110448384,3922.997176910092
LV,2016,44,44,80510.0,78215.0,2295.0,1872.3255813953488,790.0,110.0,15000.0,,,,211529805.0,207105979.0,303257233.4221234,296915066.9652457,43,0.9772727272727273,1872.3255813953488,1829.7727272727273,1829.7727272727273,,,2627.3730592472984,2572.4255247795304,3766.702688139652,3687.927797357418
LV,2017,42,42,79343.0,77147.0,2196.0,1935.1951219512196,768.0,108.0,15500.0,,,,286269697.0,230822077.0,405814545.9442601,327212266.4511921,41,0.9761904761904762,1935.1951219512196,1889.1190476190477,1889.1190476190477,,,3608.001928336463,2909.1675005986667,5114.686184594231,4124.021860166518
LV,2018,41,41,77957.0,75831.0,2126.0,1901.3902439024391,742.0,0.0,15200.0,,,,360980788.0,259523193.0,499649518.0409374,359217561.1930217,41,1.0,1901.3902439024391,1901.3902439024391,1901.3902439024391,,,4630.511538412202,3329.055671716459,6409.296381863558,4607.893597663093
LV,2019,41,41,77048.0,74996.0,2052.0,1926.2,703.0,149.0,15250.0,,,,382127015.0,292001194.0,517983106.07939863,395815211.9839344,40,0.975609756097561,1926.2,1879.219512195122,1879.219512195122,,,4959.5968097809155,3789.860788080158,6722.862450412712,5137.2548539084
LV,2020,41,41,76233.0,74194.0,2039.0,1905.825,668.5,150.0,15260.0,0.0,,,387595795.0,306901280.0,527189874.74344105,417432927.4181153,40,0.975609756097561,1905.825,1859.341463414634,1859.341463414634,0.0,,5084.35710256713,4025.832382301628,6915.507388446487,5475.751018825382
LV,2021,41,41,75019.0,72987.0,2032.0,1875.475,660.0,162.0,15590.0,,5039.0,5039.0,403341443.0,309841953.0,554355695.4092026,425849250.81021345,40,0.975609756097561,1875.475,1829.7317073170732,1829.7317073170732,,14.887676126215519,5376.523853956997,4130.1797278022905,7389.537256017843,5676.551950975266
LV,2022,40,40,73040.0,69763.0,3277.0,1872.820512820513,648.0,221.0,15250.0,,,,433062671.0,375083031.0,564490072.0174667,488914564.47355556,39,0.975,1872.820512820513,1826.0,1826.0,,,5929.1165251916755,5135.309843921139,7728.505914806498,6693.791956100158
LV,2023,42,42,57518.0,54445.0,3073.0,1554.5405405405406,413.0,0.0,15075.0,,,,453210405.0,393846966.0,576643185.4096845,501111992.4269606,37,0.8809523809523809,1554.5405405405406,1369.4761904761904,1369.4761904761904,,,7879.453475433777,6847.368927987761,10025.438739345675,8712.263855262016
ME,2014,10,10,,,,,,,,,,,,,,,0,0.0,,,,,,,,,
ME,2015,10,10,,,,,,,,,,,,,,,0,0.0,,,,,,,,,
ME,2016,10,10,,,,,,,,,,,,,,,0,0.0,,,,,,,,,
ME,2022,7,7,7591.0,7489.0,102.0,1518.2,135.0,0.0,6438.0,107.0,,,38191094.18,21770857.0,69373142.30078273,39546202.93287945,5,0.7142857142857143,1518.2,1084.4285714285713,1084.4285714285713,0.014095639573178765,,5031.101854828086,2867.982742721644,9138.86738252967,5209.617037660315
MK,2014,13,13,55283.0,54899.0,384.0,5528.3,2423.5,0.0,27193.0,1816.0,,,,,,,10,0.7692307692307693,5528.3,4252.538461538462,4252.538461538462,0.032849157968995894,,,,,
MK,2015,14,14,49635.0,49635.0,,5515.0,1985.0,513.0,28929.0,,,,,,,,9,0.6428571428571429,5515.0,3545.3571428571427,3545.3571428571427,,,,,,
MK,2016,16,16,48822.0,48822.0,,3254.8,708.0,129.0,25250.0,,,,,,,,15,0.9375,3254.8,3051.375,3051.375,,,,,,
MK,2017,17,17,57657.0,57264.0,393.0,3391.5882352941176,731.0,0.0,26830.0,2990.0,3698.5,,,,,,17,1.0,3391.5882352941176,3391.5882352941176,3391.5882352941176,0.05185840400992074,15.589292956604028,,,,
MK,2018,17,17,54460.0,54031.0,429.0,3203.529411764706,547.0,0.0,26369.0,2842.0,3858.0,,,,,,17,1.0,3203.529411764706,3203.529411764706,3203.529411764706,0.05218508997429306,14.116122343182996,,,,
MK,2019,17,17,55290.0,54837.0,453.0,3252.3529411764707,724.0,0.0,25154.0,3629.0,3952.0,,,,,,17,1.0,3252.3529411764707,3252.3529411764707,3252.3529411764707,0.06563573883161512,13.990384615384615,,,,
MT,2014,2,2,12805.0,12690.0,115.0,6402.5,6402.5,1755.0,11050.0,730.0,1195.0,2075.0,80185172.17959183,78121112.6367347,98016416.72698094,95493360.22161025,2,1.0,6402.5,6402.5,6402.5,0.057008980866848885,10.715481171548117,6262.02047478265,6100.828788499391,7654.542501130882,7457.50567915738
MT,2015,2,2,12910.0,12780.0,130.0,6455.0,6455.0,1930.0,10980.0,895.0,1240.0,2140.0,86233068.14546192,82997903.02269043,103391757.4240409,99512857.89287643,2,1.0,6455.0,6455.0,6455.0,0.06932610379550735,10.411290322580646,6679.556014365757,6428.962279062001,8008.65665561897,7708.199681864944
MT,2016,2,2,13335.0,13185.0,150.0,6667.5,6667.5,2310.0,11025.0,975.0,1265.0,2130.0,86624945.77771474,86088486.41790923,103210944.57013552,102571769.82951178,2,1.0,6667.5,6667.5,6667.5,0.07311586051743532,10.541501976284586,6496.0589259628605,6455.829502655361,7739.853361090028,7691.921247057501
MT,2017,4,4,13340.0,13193.0,147.0,3335.0,1207.5,0.0,10925.0,1068.0,1345.0,2455.0,99879607.08487298,94243793.37463534,116988879.78709647,110387657.05612202,4,1.0,3335.0,3335.0,3335.0,0.0800599700149925,9.9182156133829,7487.22691790652,7064.752127034133,8769.781093485493,8274.936810803749
MT,2018,4,4,13898.49,13735.14,163.35000000000002,3474.6225,1410.7200000000003,113.47,10963.58,1214.29,1401.0,2525.0,111005797.92444618,107340829.16031383,128301330.47823405,124065332.2025458,4,1.0,3474.6225,3474.6225,3474.6225,0.08736848391443962,9.920406852248394,7986.896268907355,7723.2008052899155,9231.314371434168,8926.533184723363
MT,2019,4,4,13827.953796203794,13651.587129537127,176.36666666666665,3456.9884490509485,1516.4714299589302,185.43333333333337,10609.5776029526,1457.2608974358977,1458.0,2747.0,119275838.50601251,117342426.10533911,137657046.23237538,135425681.99667287,4,1.0,3456.9884490509485,3456.9884490509485,3456.9884490509485,0.10538514366716799,9.48419327585994,8625.704154345487,8485.885029320338,9954.98309158124,9793.616900415986
MT,2020,7,7,15787.4,15238.4,549.0,2255.3428571428567,471.6,293.1,11043.8,2125.7,1465.0,2792.0,129727043.39999999,119264505.73667404,148638123.17320353,136650399.40221897,7,1.0,2255.342857142857,2255.342857142857,2255.342857142857,0.13464535008931172,10.776382252559726,8217.125264451397,7554.4108426133525,9414.984302241251,8655.662072426047
MT,2021,8,8,15462.599999999999,15131.7,330.9,1932.825,514.85,213.1,10240.1,2839.2999999999997,1636.0,3042.0,146326468.230235,105566214.19569099,164743655.73592082,118853166.2052776,8,1.0,1932.8249999999998,1932.8249999999998,1932.8249999999998,0.18362371140687853,9.451466992665036,9463.251214558679,6827.196861827312,10654.330819908737,7686.492970475704
MT,2022,11,11,17015.0,16380.0,635.0,1546.8181818181818,525.0,185.0,10415.0,4015.0,1685.0,3110.0,171899213.79312623,119577870.84584467,189976629.9971334,132153023.99733506,11,1.0,1546.8181818181818,1546.8181818181818,1546.8181818181818,0.2359682632970908,10.09792284866469,10102.80421940207,7027.791410275913,11165.24419612891,7766.854187325011
MT,2023,13,13,17595.0,17060.0,535.0,1353.4615384615386,480.0,175.0,10040.0,5420.0,1695.0,3225.0,185467411.18991318,139810340.73113436,205342285.67844415,154792557.58746776,13,1.0,1353.4615384615386,1353.4615384615386,1353.4615384615386,0.3080420574026712,10.380530973451327,10540.915668650934,7946.026753687659,11670.490802980628,8797.530979679896
NL,2014,56,56,709445.0,700380.0,9065.0,12668.660714285714,8432.5,15.0,48020.0,,37425.0,77625.0,10420825499.0,9421107521.0,9234881957.958914,8348937027.879689,56,1.0,12668.660714285714,12668.660714285714,12668.660714285714,,18.9564462257849,14688.70102544947,13279.546012728259,13017.051297787586,11768.265373467555
NL,2015,56,56,719535.0,710505.0,9030.0,12848.839285714286,8597.5,40.0,46335.0,,38790.0,79375.0,10736820520.0,9906192047.0,9531216894.956902,8793857066.640629,56,1.0,12848.839285714286,12848.839285714286,12848.839285714286,,18.549497293116783,14921.88777474341,13767.491570250231,13246.356181362828,12221.583476329337
NL,2016,56,56,729795.0,720570.0,9225.0,13032.05357142857,8852.5,30.0,45720.0,,39985.0,81270.0,10953034307.0,10181434329.0,9565049913.98206,8891228204.277319,56,1.0,13032.05357142857,13032.05357142857,13032.05357142857,,18.25171939477304,15008.37126453319,13951.088085010175,13106.488690635122,12183.185969042428
NL,2017,58,58,742646.0,733248.0,9398.0,12804.241379310344,6080.0,0.0,46066.0,74286.0,40332.41,81071.08,11253693062.0,10436112631.0,9882930589.268465,9164936006.849916,58,1.0,12804.241379310344,12804.241379310344,12804.241379310344,0.1000288158826682,18.413132267573395,15153.509292448893,14052.607340509476,13307.727489636334,12340.921524992953
NL,2018,57,57,757339.0,747843.0,9496.0,13286.649122807017,4762.0,0.0,44892.0,85050.0,40880.0,83768.5,11801083537.0,10832597308.0,10302843967.278376,9457314616.472559,57,1.0,13286.649122807017,13286.649122807017,13286.649122807017,0.11230109633862775,18.525905088062622,15582.300049251393,14303.498575934951,13604.005560625263,12487.557905340354
NL,2019,57,57,777452.0,767635.0,9817.0,13639.508771929824,4848.0,0.0,45331.0,94583.0,42373.18,86771.92,12259938455.0,11351324345.0,10391451551.521008,9621315588.950762,57,1.0,13639.508771929824,13639.508771929824,13639.508771929824,0.12165767147039303,18.347737885143385,15769.383132334859,14600.675469353735,13366.036168819435,12375.446444218758
NL,2020,57,57,829164.0,818647.0,10517.0,14546.736842105263,5152.0,0.0,48213.0,104017.0,44472.69,91015.31,12601582274.0,11741917034.0,10764694760.13121,10030339843.162718,57,1.0,14546.736842105263,14546.736842105263,14546.736842105263,0.12544804164194298,18.644341055150925,15197.937047435731,14161.15151405512,12982.588197426818,12096.931177864351
NL,2021,57,57,845711.0,834535.0,11176.0,14837.035087719298,5162.0,0.0,48212.0,115201.0,47154.53,96809.45000000001,13935528713.0,12647917887.0,11987551581.075268,10879929365.16129,57,1.0,14837.035087719298,14837.035087719298,14837.035087719298,0.13621792787370626,17.934883456584128,16477.885132155076,14955.366415950602,14174.524844864578,12864.831325548905
NL,2022,57,57,831025.0,819380.0,11645.0,14579.38596491228,5045.0,0.0,46460.0,122390.0,49095.0,101545.0,14884302539.0,13877689835.0,12868236004.21901,11997968162.915955,57,1.0,14579.38596491228,14579.38596491228,14579.38596491228,0.14727595439367047,16.926876463998372,17910.77589603201,16699.485376492885,15484.776034678871,14437.55381957938
NL,2023,57,57,803050.0,803050.0,0.0,14088.59649122807,4965.0,0.0,44245.0,128340.0,50190.0,104760.0,15965136740.0,15303116546.0,13647515634.884,13081599345.198404,57,1.0,14088.59649122807,14088.59649122807,14088.59649122807,0.15981570263370898,16.000199242877066,19880.62603822925,19056.24375319096,16994.60262111201,16289.89396077256
NO,2014,48,48,261530.0,251945.0,9585.0,5448.541666666667,2700.0,0.0,30185.0,22295.0,19975.0,34535.0,4803857282.629512,4536604914.416355,3100249148.873714,2927773390.6776257,48,1.0,5448.541666666667,5448.541666666667,5448.541666666667,0.08524834627002638,13.092866082603255,18368.283878061837,17346.403527000173,11854.277325254136,11194.78985461563
NO,2015,48,48,273075.0,263210.0,9865.0,5810.106382978724,3210.0,160.0,30865.0,24200.0,20850.0,35570.0,4746811494.256727,4431563362.608385,3075335110.4692407,2871094084.9006066,47,0.9791666666666666,5810.106382978724,5689.0625,5689.0625,0.08862034239677745,13.097122302158274,17382.81239314008,16228.37448542849,11261.869854322955,10513.939704845214
NO,2016,37,37,279810.0,269520.0,10290.0,7562.4324324324325,3525.0,0.0,42020.0,12740.0,21790.0,36855.0,4730347656.920974,4475074651.045142,3040084666.0849056,2876026629.1046686,37,1.0,7562.4324324324325,7562.4324324324325,7562.4324324324325,0.04553089596511919,12.841211564938044,16905.5704117829,15993.262038687475,10864.81779094709,10278.498370696789
NO,2017,32,32,286710.0,276005.0,10705.0,8959.6875,3959.5,0.0,43340.0,24708.0,17327.020000000004,37768.5,4948703411.690795,4634299687.755978,3251744118.866597,3045152538.162937,32,1.0,8959.6875,8959.6875,8959.6875,0.08617767081720205,16.546988460797063,17260.309761399305,16163.7183487007,11341.579013172184,10621.019630159175
NO,2018,33,33,292001.0,280692.0,11309.0,8848.515151515152,4111.0,0.0,44394.0,23933.0,17893.52,38712.78,4956741421.106543,4702737522.713308,3366069652.305617,3193578343.739855,33,1.0,8848.515151515152,8848.515151515152,8848.515151515152,0.08196204807517782,16.31881262043466,16975.083719256243,16105.210333914296,11527.5963174976,10936.874681045116
NO,2019,33,33,295174.0,283814.0,11360.0,8944.666666666666,4515.0,0.0,45304.0,23425.0,18390.370000000003,39841.450000000004,5022416599.925544,4826942479.715972,3393950264.616508,3261856594.405878,33,1.0,8944.666666666666,8944.666666666666,8944.666666666666,0.07935997072912926,16.05046554256385,17015.104988669544,16352.871457906089,11498.134200900175,11050.623003400971
NO,2020,34,34,308374.0,296802.0,11572.0,9069.823529411764,4245.0,0.0,45831.0,17365.0,25045.000000000004,40677.65000000001,4796378495.940422,4389206617.205393,3426559844.915182,3135673958.6505785,34,1.0,9069.823529411764,9069.823529411764,9069.823529411764,0.05631149188971833,12.312796965462166,15553.77073274797,14233.387436052952,11111.701521254003,10168.412248278319
NO,2021,34,34,252819.0,240873.0,11946.0,7435.85294117647,3165.5,0.0,41247.0,13656.0,26122.6,42305.439999999995,5412181601.959003,4943239637.405173,3905179532.9307823,3566812734.3286963,34,1.0,7435.85294117647,7435.85294117647,7435.85294117647,0.05401492767553072,9.67817139182164,21407.3372727485,19552.484731785084,15446.542913826817,14108.167243477335
NO,2022,34,34,258520.0,246124.0,12396.0,7603.529411764706,3171.0,0.0,39509.0,19368.0,26835.560000000005,43335.46000000001,5709302252.6874275,5453681523.370221,4253253566.3036184,4062824030.35152,34,1.0,7603.529411764706,7603.529411764706,7603.529411764706,0.07491876837382021,9.633486314427572,22084.56696846444,21095.781848097715,16452.319225992644,15715.704898466347
NO,2023,34,34,315981.0,303516.0,12465.0,9293.558823529413,4286.5,0.0,46952.0,28273.0,26672.279999999995,43185.549999999996,5278841494.144318,4975351953.644703,4224019688.0681906,3981173640.1966696,34,1.0,9293.558823529413,9293.558823529413,9293.558823529413,0.08947689892746716,11.846793749915644,16706.199088376572,15745.731400447188,13367.954681035222,12599.408319477025
PL,2014,282,282,1577925.0,1537545.0,40380.0,5595.478723404255,2067.5,0.0,52135.0,46670.0,93750.0,170325.0,3952046985.1588078,3442715794.7565894,6707206356.545756,5842796239.28712,282,1.0,5595.478723404255,5595.478723404255,5595.478723404255,0.02957681765609899,16.8312,2504.584809264577,2181.7993851143683,4250.6496547971265,3702.835204009772
