country_code,year,institutions_count,institutions_with_student_data,student_coverage_share,avg_observed_institution_size,students_per_registered_institution,records_with_complete_isced_structure,complete_isced_structure_share,isced_structure_coverage_flag,isced_shares_reliable,total_students,total_students_reliable,students_total_reliable,students_total_calc,students_total_with_observed_isced8,students_total_component_sum_complete_records,students_total_component_sum_incomplete_records,students_total_component_sum_incomplete_students,students_total_component_sum_incomplete_share,students_isced5,students_isced6,students_isced7,students_isced8,isced5_share_observed,isced6_share_observed,isced7_share_observed,isced8_share_observed,isced5_share_reliable,isced6_share_reliable,isced7_share_reliable,isced8_share_reliable,isced5_share,isced6_share,isced7_share,isced8_share,phd_share,phd_share_observed,phd_share_reliable,foreign_students_total,foreign_students_total_with_observed_isced8,foreign_total_component_sum_complete_records,foreign_total_component_sum_incomplete_records,foreign_total_component_sum_incomplete_students,foreign_total_component_sum_incomplete_share,foreign_students_share,foreign_students_isced5_share,foreign_students_isced6_share,foreign_students_isced7_share,foreign_students_isced8_share,foreign_students_share_aggregate_unmatched,foreign_students_share_pair_numerator,foreign_students_share_pair_denominator,foreign_students_share_pair_records,foreign_students_share_pair_institutions,foreign_students_share_pair_record_coverage,foreign_students_share_denominator_coverage
IS,2020,7,7,1.0,3131.4285714285716,3131.4285714285716,0,0.0,no_complete_records,False,21920.0,21920.0,True,659.0,6,0,0,,0.0,,,,659.0,,,,,,,,,,,,,,,,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
IS,2021,7,7,1.0,3376.8571428571427,3376.8571428571427,3,0.42857142857142855,low,False,23638.0,23638.0,True,19402.0,6,0,0,,0.0,249.0,14193.0,4256.0,704.0,0.012833728481599836,0.7315225234511906,0.2193588289867024,0.03628491908050716,,,,,,,,,,0.03628491908050716,,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
IS,2022,7,6,0.8571428571428571,2761.5,2367.0,2,0.2857142857142857,low,False,16569.0,16569.0,True,16569.0,6,0,1,0.0,0.0,63.0,11309.0,4506.0,691.0,0.0038022813688212928,0.6825396825396826,0.2719536483795039,0.04170438771199227,,,,,,,,,,0.04170438771199227,,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
IS,2023,7,7,1.0,2813.0,2813.0,1,0.14285714285714285,low,False,19691.0,19691.0,True,14823.0,7,0,0,,0.0,373.0,10478.0,3249.0,723.0,0.02516359711259529,0.7068744518653444,0.21918639951426835,0.04877555150779195,,,,,,,,,,0.04877555150779195,,0.0,2,0,3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1363.0,3,3,0.42857142857142855,0.06921944035346098
IT,2014,215,215,1.0,8453.232558139534,8453.232558139534,213,0.9906976744186047,high,True,1817445.0,1817445.0,True,1455100.0,215,0,2,0.0,0.0,0.0,1069135.0,353170.0,32795.0,0.0,0.7347501889904474,0.2427118411105766,0.022537969898976017,0.0,0.7347501889904474,0.2427118411105766,0.022537969898976017,0.0,0.7347501889904474,0.2427118411105766,0.022537969898976017,0.022537969898976017,0.022537969898976017,0.022537969898976017,86305.0,215,0,2,0.0,0.0,0.047486994104360795,,0.04609801381490644,0.06274598635218166,0.13340448239060831,0.047486994104360795,86305.0,1817445.0,213,213,0.9906976744186047,1.0
IT,2015,215,215,1.0,8223.32558139535,8223.32558139535,211,0.9813953488372092,high,True,1768015.0,1768015.0,True,1418510.0,212,0,1,0.0,0.0,0.0,1067495.0,321400.0,29615.0,0.0,0.7525466863116933,0.2265757731704394,0.02087754051786734,0.0,0.7525466863116933,0.2265757731704394,0.02087754051786734,0.0,0.7525466863116933,0.2265757731704394,0.02087754051786734,0.02087754051786734,0.02087754051786734,0.02087754051786734,86315.0,0,0,1,0.0,0.0,0.04882028715819719,,0.050290633679783044,0.07017734909769757,,0.04882028715819719,86315.0,1768015.0,214,214,0.9953488372093023,1.0
IT,2016,216,216,1.0,8452.12962962963,8452.12962962963,211,0.9768518518518519,high,True,1825660.0,1825660.0,True,1481595.0,214,0,2,0.0,0.0,0.0,1094285.0,359620.0,27690.0,0.0,0.7385857808645413,0.2427249012044452,0.018689317931013538,0.0,0.7385857808645413,0.2427249012044452,0.018689317931013538,0.0,0.7385857808645413,0.2427249012044452,0.018689317931013538,0.018689317931013538,0.018689317931013538,0.018689317931013538,102690.0,0,0,2,0.0,0.0,0.05624815135348312,,0.051220660065705005,0.10145431288582392,,0.05624815135348312,102690.0,1825660.0,214,214,0.9907407407407407,1.0
IT,2017,206,206,1.0,9134.684466019418,9134.684466019418,206,1.0,high,True,1881745.0,1881745.0,True,1548445.0,206,0,0,,0.0,0.0,1132835.0,386925.0,28685.0,0.0,0.7315952455527965,0.24987971803971082,0.018525036407492677,0.0,0.7315952455527965,0.24987971803971082,0.018525036407492677,0.0,0.7315952455527965,0.24987971803971082,0.018525036407492677,0.018525036407492677,0.018525036407492677,0.018525036407492677,105365.0,206,0,0,,0.0,0.05599324031683358,,0.05180807443272851,0.08089423014796149,0.16175701586194877,0.05599324031683358,105365.0,1881745.0,206,206,1.0,1.0
IT,2018,207,207,1.0,9253.140096618357,9253.140096618357,207,1.0,high,True,1915400.0,1915400.0,True,1593575.0,207,0,0,,0.0,0.0,1153105.0,410630.0,29840.0,0.0,0.7235963164582778,0.2576784901871578,0.018725193354564424,0.0,0.7235963164582778,0.2576784901871578,0.018725193354564424,0.0,0.7235963164582778,0.2576784901871578,0.018725193354564424,0.018725193354564424,0.018725193354564424,0.018725193354564424,111750.0,207,0,0,,0.0,0.058342904876266054,,0.05285728532961005,0.08460170956822444,0.16538203753351208,0.058342904876266054,111750.0,1915400.0,207,207,1.0,1.0
IT,2019,207,207,1.0,9653.768115942028,9653.768115942028,207,1.0,high,True,1998330.0,1998330.0,True,1685610.0,207,0,0,,0.0,0.0,1214020.0,440035.0,31555.0,0.0,0.720225912281014,0.261053861806705,0.018720225912281015,0.0,0.720225912281014,0.261053861806705,0.018720225912281015,0.0,0.720225912281014,0.261053861806705,0.018720225912281015,0.018720225912281015,0.018720225912281015,0.018720225912281015,119135.0,207,0,0,,0.0,0.05961728042915835,,0.0527174181644454,0.08720897201358983,0.16605926160671844,0.05961728042915835,119135.0,1998330.0,207,207,1.0,1.0
IT,2020,208,208,1.0,9905.528846153846,9905.528846153846,208,1.0,high,True,2060350.0,2060350.0,True,1750435.0,208,0,0,,0.0,0.0,1231165.0,485960.0,33310.0,0.0,0.70334802491952,0.2776224195699926,0.019029555510487392,0.0,0.70334802491952,0.2776224195699926,0.019029555510487392,0.0,0.70334802491952,0.2776224195699926,0.019029555510487392,0.019029555510487392,0.019029555510487392,0.019029555510487392,125115.0,208,0,0,,0.0,0.06072511951852841,,0.053571211007460415,0.08544941970532555,0.16316421495046532,0.06072511951852841,125115.0,2060350.0,208,208,1.0,1.0
IT,2021,208,208,1.0,9919.038461538461,9919.038461538461,208,1.0,high,True,2063160.0,2063160.0,True,1760030.0,208,0,0,,0.0,0.0,1225720.0,496385.0,37925.0,0.0,0.6964199473872604,0.2820321244524241,0.02154792816031545,0.0,0.6964199473872604,0.2820321244524241,0.02154792816031545,0.0,0.6964199473872604,0.2820321244524241,0.02154792816031545,0.02154792816031545,0.02154792816031545,0.02154792816031545,135220.0,208,0,0,,0.0,0.06554023924465383,,0.056423979375387526,0.09498675423310535,0.15886618325642715,0.06554023924465383,135220.0,2063160.0,208,208,1.0,1.0
IT,2022,210,209,0.9952380952380953,10281.626794258373,10232.666666666666,209,0.9952380952380953,high,True,2148860.0,2148860.0,True,1845705.0,209,0,0,,0.0,0.0,1288835.0,514240.0,42630.0,0.0,0.6982887297807613,0.27861440479383215,0.02309686542540655,0.0,0.6982887297807613,0.27861440479383215,0.02309686542540655,0.0,0.6982887297807613,0.27861440479383215,0.02309686542540655,0.02309686542540655,0.02309686542540655,0.02309686542540655,149205.0,209,0,0,,0.0,0.0694344908463092,,0.05835114657811124,0.10275357809583074,0.16643209007741028,0.0694344908463092,149205.0,2148860.0,208,208,0.9904761904761905,1.0
IT,2023,209,209,1.0,10824.736842105263,10824.736842105263,209,1.0,high,True,2262370.0,2262370.0,True,1931940.0,209,0,0,,0.0,0.0,1348625.0,535365.0,47950.0,0.0,0.6980677453751152,0.27711264324979035,0.024819611375094464,0.0,0.6980677453751152,0.27711264324979035,0.024819611375094464,0.0,0.6980677453751152,0.27711264324979035,0.024819611375094464,0.024819611375094464,0.024819611375094464,0.024819611375094464,166240.0,209,0,0,,0.0,0.07348046517589961,,0.061699879506905184,0.10920586889318502,0.18008342022940563,0.07348046517589961,166240.0,2262370.0,209,209,1.0,1.0
LI,2014,1,1,1.0,655.0,655.0,1,1.0,high,True,655.0,655.0,True,660.0,1,0,0,,0.0,0.0,395.0,245.0,20.0,0.0,0.5984848484848485,0.3712121212121212,0.030303030303030304,0.0,0.5984848484848485,0.3712121212121212,0.030303030303030304,0.0,0.5984848484848485,0.3712121212121212,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,600.0,1,0,0,,0.0,0.916030534351145,,0.8860759493670886,0.9387755102040817,1.0,0.916030534351145,600.0,655.0,1,1,1.0,1.0
LI,2015,1,1,1.0,655.0,655.0,1,1.0,high,True,655.0,655.0,True,655.0,1,0,0,,0.0,0.0,370.0,260.0,25.0,0.0,0.5648854961832062,0.3969465648854962,0.03816793893129771,0.0,0.5648854961832062,0.3969465648854962,0.03816793893129771,0.0,0.5648854961832062,0.3969465648854962,0.03816793893129771,0.03816793893129771,0.03816793893129771,0.03816793893129771,605.0,1,0,0,,0.0,0.9236641221374046,,0.8918918918918919,0.9615384615384616,1.0,0.9236641221374046,605.0,655.0,1,1,1.0,1.0
LI,2016,1,1,1.0,655.0,655.0,1,1.0,high,True,655.0,655.0,True,655.0,1,0,0,,0.0,0.0,335.0,285.0,35.0,0.0,0.5114503816793893,0.4351145038167939,0.05343511450381679,0.0,0.5114503816793893,0.4351145038167939,0.05343511450381679,0.0,0.5114503816793893,0.4351145038167939,0.05343511450381679,0.05343511450381679,0.05343511450381679,0.05343511450381679,600.0,1,0,0,,0.0,0.916030534351145,,0.8656716417910447,0.9473684210526315,1.0,0.916030534351145,600.0,655.0,1,1,1.0,1.0
LI,2017,2,2,1.0,385.0,385.0,2,1.0,high,True,770.0,770.0,True,770.0,2,0,0,,0.0,0.0,335.0,285.0,150.0,0.0,0.43506493506493504,0.37012987012987014,0.19480519480519481,0.0,0.43506493506493504,0.37012987012987014,0.19480519480519481,0.0,0.43506493506493504,0.37012987012987014,0.19480519480519481,0.19480519480519481,0.19480519480519481,0.19480519480519481,710.0,2,0,0,,0.0,0.922077922077922,,0.8656716417910447,0.9473684210526315,0.9666666666666667,0.922077922077922,710.0,770.0,2,2,1.0,1.0
LI,2018,2,2,1.0,405.0,405.0,2,1.0,high,True,810.0,810.0,True,810.0,2,0,0,,0.0,0.0,365.0,285.0,160.0,0.0,0.4506172839506173,0.35185185185185186,0.19753086419753085,0.0,0.4506172839506173,0.35185185185185186,0.19753086419753085,0.0,0.4506172839506173,0.35185185185185186,0.19753086419753085,0.19753086419753085,0.19753086419753085,0.19753086419753085,735.0,2,0,0,,0.0,0.9074074074074074,,0.863013698630137,0.9649122807017544,0.90625,0.9074074074074074,735.0,810.0,2,2,1.0,1.0
LI,2019,2,2,1.0,412.5,412.5,2,1.0,high,True,825.0,825.0,True,825.0,2,0,0,,0.0,0.0,360.0,280.0,185.0,0.0,0.43636363636363634,0.3393939393939394,0.22424242424242424,0.0,0.43636363636363634,0.3393939393939394,0.22424242424242424,0.0,0.43636363636363634,0.3393939393939394,0.22424242424242424,0.22424242424242424,0.22424242424242424,0.22424242424242424,760.0,2,0,0,,0.0,0.9212121212121213,,0.875,0.9821428571428571,0.918918918918919,0.9212121212121213,760.0,825.0,2,2,1.0,1.0
LI,2020,2,2,1.0,437.5,437.5,2,1.0,high,True,875.0,875.0,True,875.0,2,0,0,,0.0,0.0,345.0,325.0,205.0,0.0,0.3942857142857143,0.37142857142857144,0.2342857142857143,0.0,0.3942857142857143,0.37142857142857144,0.2342857142857143,0.0,0.3942857142857143,0.37142857142857144,0.2342857142857143,0.2342857142857143,0.2342857142857143,0.2342857142857143,790.0,2,0,0,,0.0,0.9028571428571428,,0.8695652173913043,0.9384615384615385,0.9024390243902439,0.9028571428571428,790.0,875.0,2,2,1.0,1.0
LI,2021,2,2,1.0,432.5,432.5,2,1.0,high,True,865.0,865.0,True,865.0,2,0,0,,0.0,0.0,340.0,305.0,220.0,0.0,0.3930635838150289,0.35260115606936415,0.2543352601156069,0.0,0.3930635838150289,0.35260115606936415,0.2543352601156069,0.0,0.3930635838150289,0.35260115606936415,0.2543352601156069,0.2543352601156069,0.2543352601156069,0.2543352601156069,520.0,2,0,0,,0.0,0.6011560693641619,,0.10294117647058823,0.9344262295081968,0.9090909090909091,0.6011560693641619,520.0,865.0,2,2,1.0,1.0
LI,2022,2,2,1.0,425.0,425.0,2,1.0,high,True,850.0,850.0,True,850.0,2,0,0,,0.0,0.0,390.0,230.0,230.0,0.0,0.4588235294117647,0.27058823529411763,0.27058823529411763,0.0,0.4588235294117647,0.27058823529411763,0.27058823529411763,0.0,0.4588235294117647,0.27058823529411763,0.27058823529411763,0.27058823529411763,0.27058823529411763,0.27058823529411763,760.0,2,0,0,,0.0,0.8941176470588236,,0.8717948717948718,0.9347826086956522,0.8913043478260869,0.8941176470588236,760.0,850.0,2,2,1.0,1.0
LI,2023,2,2,1.0,415.0,415.0,2,1.0,high,True,830.0,830.0,True,830.0,2,0,0,,0.0,0.0,405.0,200.0,225.0,0.0,0.4879518072289157,0.24096385542168675,0.2710843373493976,0.0,0.4879518072289157,0.24096385542168675,0.2710843373493976,0.0,0.4879518072289157,0.24096385542168675,0.2710843373493976,0.2710843373493976,0.2710843373493976,0.2710843373493976,750.0,2,0,0,,0.0,0.9036144578313253,,0.8641975308641975,0.925,0.9333333333333333,0.9036144578313253,750.0,830.0,2,2,1.0,1.0
LT,2014,43,43,1.0,3184.5348837209303,3184.5348837209303,40,0.9302325581395349,high,True,136935.0,136935.0,True,128360.0,43,0,3,0.0,0.0,0.0,106605.0,19395.0,2360.0,0.0,0.8305157369897164,0.15109847304456217,0.01838578996572141,0.0,0.8305157369897164,0.15109847304456217,0.01838578996572141,0.0,0.8305157369897164,0.15109847304456217,0.01838578996572141,0.01838578996572141,0.01838578996572141,0.01838578996572141,4590.0,43,0,5,0.0,0.0,0.0335195530726257,,0.02537404436940106,0.053106470739881416,0.023305084745762712,0.0335195530726257,4590.0,136935.0,40,40,0.9302325581395349,1.0
LT,2015,43,43,1.0,2858.3720930232557,2858.3720930232557,33,0.7674418604651163,medium,False,122910.0,122910.0,True,114555.0,40,0,10,0.0,0.0,0.0,94265.0,17855.0,2435.0,0.0,0.8228798393784645,0.15586399546069574,0.021256165160839773,,,,,,,,,,0.021256165160839773,,3925.0,40,0,10,0.0,0.0,0.03193393539988609,,0.020845488781626266,0.061327359283113975,0.030800821355236138,0.03193393539988609,3925.0,122910.0,33,33,0.7674418604651163,1.0
LT,2016,43,43,1.0,2717.3255813953488,2717.3255813953488,33,0.7674418604651163,medium,False,116845.0,116845.0,True,108585.0,40,0,10,0.0,0.0,0.0,88950.0,17220.0,2415.0,0.0,0.8191739190495925,0.1585854399778975,0.022240640972510016,,,,,,,,,,0.022240640972510016,,4355.0,40,0,10,0.0,0.0,0.03727159912704865,,0.022934232715008433,0.07491289198606271,0.035196687370600416,0.03727159912704865,4355.0,116845.0,33,33,0.7674418604651163,1.0
LT,2017,41,41,1.0,2409.878048780488,2409.878048780488,33,0.8048780487804879,high,True,98805.0,98805.0,True,90695.0,38,0,8,0.0,0.0,0.0,76325.0,12330.0,2040.0,0.0,0.84155686642042,0.13595016263300072,0.022492970946579195,0.0,0.84155686642042,0.13595016263300072,0.022492970946579195,0.0,0.84155686642042,0.13595016263300072,0.022492970946579195,0.022492970946579195,0.022492970946579195,0.022492970946579195,5040.0,38,0,9,0.0,0.0,0.05100956429330499,,0.03406485424172945,0.08313057583130576,0.061274509803921566,0.05100956429330499,5040.0,98805.0,33,33,0.8048780487804879,1.0
LT,2018,38,38,1.0,2386.315789473684,2386.315789473684,30,0.7894736842105263,medium,False,90680.0,90680.0,True,82455.0,35,0,7,0.0,0.0,0.0,69745.0,10745.0,1965.0,0.0,0.8458553150203141,0.13031350433569827,0.02383118064398763,,,,,,,,,,0.02383118064398763,,4995.0,35,0,8,0.0,0.0,0.055083811204234674,,0.033622481898343964,0.09446254071661238,0.06870229007633588,0.055083811204234674,4995.0,90680.0,31,31,0.8157894736842105,1.0
LT,2019,36,36,1.0,2385.1388888888887,2385.1388888888887,30,0.8333333333333334,high,True,85865.0,85865.0,True,77580.0,33,0,6,0.0,0.0,0.0,64935.0,10795.0,1850.0,0.0,0.8370069605568445,0.1391466872905388,0.023846352152616653,0.0,0.8370069605568445,0.1391466872905388,0.023846352152616653,0.0,0.8370069605568445,0.1391466872905388,0.023846352152616653,0.023846352152616653,0.023846352152616653,0.023846352152616653,5455.0,33,0,7,0.0,0.0,0.0635299598206487,,0.03973203973203973,0.0921723019916628,0.08108108108108109,0.0635299598206487,5455.0,85865.0,30,30,0.8333333333333334,1.0
LT,2020,36,36,1.0,1824.4444444444443,1824.4444444444443,26,0.7222222222222222,medium,False,65680.0,65680.0,True,62230.0,30,0,10,0.0,0.0,0.0,52805.0,8175.0,1250.0,0.0,0.8485457174995983,0.13136750763297445,0.020086774867427284,,,,,,,,,,0.020086774867427284,,3670.0,30,0,10,0.0,0.0,0.05587697929354446,,0.04033708929078686,0.09235474006116208,0.076,0.05587697929354446,3670.0,65680.0,26,26,0.7222222222222222,1.0
LT,2021,35,35,1.0,2009.4285714285713,2009.4285714285713,25,0.7142857142857143,medium,False,70330.0,70330.0,True,66150.0,29,0,10,0.0,0.0,0.0,55675.0,9255.0,1220.0,0.0,0.8416477702191988,0.13990929705215419,0.018442932728647013,,,,,,,,,,0.018442932728647013,,4545.0,29,0,10,0.0,0.0,0.06462391582539456,,0.049663224068253256,0.09616423554835224,0.0860655737704918,0.06462391582539456,4545.0,70330.0,25,25,0.7142857142857143,1.0
LT,2022,35,35,1.0,1990.142857142857,1990.142857142857,29,0.8285714285714286,high,True,69655.0,69655.0,True,64280.0,32,0,6,0.0,0.0,15.0,52400.0,10670.0,1195.0,0.00023335407591785936,0.8151835718730553,0.16599253266957062,0.01859054138145613,0.00023335407591785936,0.8151835718730553,0.16599253266957062,0.01859054138145613,0.00023335407591785936,0.8151835718730553,0.16599253266957062,0.01859054138145613,0.01859054138145613,0.01859054138145613,0.01859054138145613,7590.0,32,0,8,85.0,0.011198945981554678,0.10896561625152537,0.0,0.08854961832061069,0.10918462980318651,0.1506276150627615,0.10896561625152537,7590.0,69655.0,29,29,0.8285714285714286,1.0
LT,2023,34,34,1.0,2037.0588235294117,2037.0588235294117,28,0.8235294117647058,high,True,69260.0,69260.0,True,63860.0,31,0,6,0.0,0.0,45.0,52130.0,10535.0,1150.0,0.0007046664578766051,0.8163169433134982,0.164970247416223,0.01800814281240213,0.0007046664578766051,0.8163169433134982,0.164970247416223,0.01800814281240213,0.0007046664578766051,0.8163169433134982,0.164970247416223,0.01800814281240213,0.01800814281240213,0.01800814281240213,0.01800814281240213,8555.0,31,0,10,505.0,0.05902980713033314,0.12352006930407161,0.0,0.10339535775944754,0.13004271476032273,0.1608695652173913,0.12352006930407161,8555.0,69260.0,28,28,0.8235294117647058,1.0
LU,2014,1,1,1.0,5085.0,5085.0,1,1.0,high,True,5085.0,5085.0,True,5085.0,1,0,0,,0.0,0.0,3230.0,1285.0,570.0,0.0,0.6352015732546706,0.2527040314650934,0.11209439528023599,0.0,0.6352015732546706,0.2527040314650934,0.11209439528023599,0.0,0.6352015732546706,0.2527040314650934,0.11209439528023599,0.11209439528023599,0.11209439528023599,0.11209439528023599,0.0,0,0,1,0.0,0.0,0.0,,,,,0.0,0.0,5085.0,1,1,1.0,1.0
LU,2015,2,2,1.0,2527.5,2527.5,2,1.0,high,True,5055.0,5055.0,True,5060.0,2,0,0,,0.0,0.0,3045.0,1410.0,605.0,0.0,0.6017786561264822,0.27865612648221344,0.11956521739130435,0.0,0.6017786561264822,0.27865612648221344,0.11956521739130435,0.0,0.6017786561264822,0.27865612648221344,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.0,1,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5055.0,1,1,0.5,1.0
LU,2016,2,2,1.0,2570.0,2570.0,1,0.5,low,False,5140.0,5140.0,True,5140.0,2,0,1,0.0,0.0,0.0,3015.0,1520.0,605.0,0.0,0.5865758754863813,0.29571984435797666,0.11770428015564202,,,,,,,,,,0.11770428015564202,,0.0,1,0,2,0.0,0.0,0.0,,,,0.0,0.0,0.0,5140.0,1,1,0.5,1.0
LU,2017,3,2,0.6666666666666666,3122.0,2081.3333333333335,1,0.3333333333333333,low,False,6244.0,6244.0,True,6244.0,2,0,1,0.0,0.0,0.0,3047.0,2506.0,691.0,0.0,0.48798846893017295,0.4013452914798206,0.1106662395900064,,,,,,,,,,0.1106662395900064,,3309.0,2,0,1,0.0,0.0,0.5299487508007688,,0.27502461437479486,0.75658419792498,0.8321273516642547,0.5299487508007688,3309.0,6244.0,1,1,0.3333333333333333,1.0
LU,2018,3,2,0.6666666666666666,3141.5,2094.3333333333335,1,0.3333333333333333,low,False,6283.0,6283.0,True,6283.0,2,0,1,0.0,0.0,0.0,2940.0,2524.0,819.0,0.0,0.4679293331211205,0.4017189240808531,0.13035174279802642,,,,,,,,,,0.13035174279802642,,3421.0,2,0,1,0.0,0.0,0.5444851185739297,,0.2833333333333333,0.7492076069730587,0.851037851037851,0.5444851185739297,3421.0,6283.0,1,1,0.3333333333333333,1.0
LU,2019,3,2,0.6666666666666666,3307.5,2205.0,1,0.3333333333333333,low,False,6615.0,6615.0,True,6615.0,2,0,1,0.0,0.0,0.0,3056.0,2661.0,898.0,0.0,0.4619803476946334,0.40226757369614513,0.13575207860922148,,,,,,,,,,0.13575207860922148,,3536.0,2,0,1,0.0,0.0,0.5345427059712774,,0.28272251308900526,0.711010898158587,0.8685968819599109,0.5345427059712774,3536.0,6615.0,1,1,0.3333333333333333,1.0
LU,2020,3,2,0.6666666666666666,3392.5,2261.6666666666665,1,0.3333333333333333,low,False,6785.0,6785.0,True,6785.0,2,0,1,0.0,0.0,0.0,3085.0,2768.0,932.0,0.0,0.4546794399410464,0.40795873249815773,0.13736182756079587,,,,,,,,,,0.13736182756079587,,3679.0,2,0,1,0.0,0.0,0.5422254974207812,,0.2739059967585089,0.729407514450867,0.8744635193133047,0.5422254974207812,3679.0,6785.0,1,1,0.3333333333333333,1.0
LU,2021,3,2,0.6666666666666666,3429.5,2286.3333333333335,1,0.3333333333333333,low,False,6859.0,6859.0,True,6859.0,2,0,1,0.0,0.0,0.0,3065.0,2765.0,1029.0,0.0,0.44685814258638284,0.4031199883364922,0.15002186907712495,,,,,,,,,,0.15002186907712495,,3777.0,2,0,1,0.0,0.0,0.5506633620061233,,0.27830342577487766,0.7301989150090415,0.8794946550048591,0.5506633620061233,3777.0,6859.0,1,1,0.3333333333333333,1.0
LU,2022,3,2,0.6666666666666666,3566.0,2377.3333333333335,1,0.3333333333333333,low,False,7132.0,7132.0,True,7132.0,2,0,1,0.0,0.0,0.0,3051.0,3071.0,1010.0,0.0,0.4277902411665732,0.43059450364554125,0.1416152551878856,,,,,,,,,,0.1416152551878856,,4099.0,2,0,1,0.0,0.0,0.5747335950644981,,0.28154703375942314,0.7648974275480299,0.8821782178217822,0.5747335950644981,4099.0,7132.0,1,1,0.3333333333333333,1.0
LU,2023,3,2,0.6666666666666666,3767.5,2511.6666666666665,1,0.3333333333333333,low,False,7535.0,7535.0,True,7535.0,2,0,1,0.0,0.0,0.0,3277.0,3201.0,1057.0,0.0,0.4349037823490378,0.4248175182481752,0.140278699402787,,,,,,,,,,0.140278699402787,,4253.0,2,0,1,0.0,0.0,0.5644326476443264,,0.2874580408910589,0.746954076850984,0.8703878902554399,0.5644326476443264,4253.0,7535.0,1,1,0.3333333333333333,1.0
LV,2014,45,44,0.9777777777777777,1887.840909090909,1845.888888888889,44,0.9777777777777777,high,True,83065.0,83065.0,True,78385.0,44,0,0,,0.0,14900.0,49185.0,12095.0,2205.0,0.19008738916884607,0.6274797474006506,0.1543024813420935,0.02813038208840977,0.19008738916884607,0.6274797474006506,0.1543024813420935,0.02813038208840977,0.19008738916884607,0.6274797474006506,0.1543024813420935,0.02813038208840977,0.02813038208840977,0.02813038208840977,0.02813038208840977,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
LV,2015,44,43,0.9772727272727273,1901.1627906976744,1857.9545454545455,43,0.9772727272727273,high,True,81750.0,81750.0,True,76800.0,43,0,0,,0.0,13860.0,48325.0,12310.0,2305.0,0.18046875,0.6292317708333334,0.16028645833333333,0.030013020833333334,0.18046875,0.6292317708333334,0.16028645833333333,0.030013020833333334,0.18046875,0.6292317708333334,0.16028645833333333,0.030013020833333334,0.030013020833333334,0.030013020833333334,0.030013020833333334,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
LV,2016,44,43,0.9772727272727273,1872.3255813953488,1829.7727272727273,43,0.9772727272727273,high,True,80510.0,80510.0,True,75190.0,43,0,0,,0.0,13350.0,47210.0,12335.0,2295.0,0.1775502061444341,0.6278760473467216,0.16405107062109323,0.03052267588775103,0.1775502061444341,0.6278760473467216,0.16405107062109323,0.03052267588775103,0.1775502061444341,0.6278760473467216,0.16405107062109323,0.03052267588775103,0.03052267588775103,0.03052267588775103,0.03052267588775103,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
LV,2017,42,41,0.9761904761904762,1935.1951219512196,1889.1190476190477,41,0.9761904761904762,high,True,79343.0,79343.0,True,73595.0,41,0,0,,0.0,13646.0,45276.0,12477.0,2196.0,0.18542020517698213,0.6152048372851416,0.16953597391127115,0.02983898362660507,0.18542020517698213,0.6152048372851416,0.16953597391127115,0.02983898362660507,0.18542020517698213,0.6152048372851416,0.16953597391127115,0.02983898362660507,0.02983898362660507,0.02983898362660507,0.02983898362660507,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
LV,2018,41,41,1.0,1901.3902439024391,1901.3902439024391,40,0.975609756097561,high,True,77957.0,77957.0,True,72042.0,41,0,1,0.0,0.0,13288.0,44420.0,12208.0,2126.0,0.1844479609116904,0.6165847699952806,0.16945670581049943,0.029510563282529635,0.1844479609116904,0.6165847699952806,0.16945670581049943,0.029510563282529635,0.1844479609116904,0.6165847699952806,0.16945670581049943,0.029510563282529635,0.029510563282529635,0.029510563282529635,0.029510563282529635,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
LV,2019,41,40,0.975609756097561,1926.2,1879.219512195122,40,0.975609756097561,high,True,77048.0,77048.0,True,70896.0,40,0,0,,0.0,12526.0,43968.0,12350.0,2052.0,0.1766813360415256,0.6201760324983073,0.17419882645001128,0.02894380501015572,0.1766813360415256,0.6201760324983073,0.17419882645001128,0.02894380501015572,0.1766813360415256,0.6201760324983073,0.17419882645001128,0.02894380501015572,0.02894380501015572,0.02894380501015572,0.02894380501015572,,0,0,0,,0.0,,,,,,,,,0,0,0.0,
LV,2020,41,40,0.975609756097561,1905.825,1859.341463414634,40,0.975609756097561,high,True,76233.0,76233.0,True,69811.0,40,0,0,,0.0,12916.0,43227.0,11629.0,2039.0,0.18501382303648423,0.619200412542436,0.16657833292747562,0.02920743149360416,0.18501382303648423,0.619200412542436,0.16657833292747562,0.02920743149360416,0.18501382303648423,0.619200412542436,0.16657833292747562,0.02920743149360416,0.02920743149360416,0.02920743149360416,0.02920743149360416,0.0,20,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14966.0,25,25,0.6097560975609756,0.19631917935802082
