country_code,year,metric,exclusion_reason,student_coverage_share,complete_isced_structure_share
LU,2016,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2018,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2019,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2020,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2021,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2022,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LU,2023,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2023,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2014,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2015,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2016,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2022,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2014,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2015,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2016,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2018,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2019,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
MT,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
NL,2023,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2014,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2015,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2016,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2018,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2019,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2020,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2021,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RS,2014,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
RS,2015,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2018,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2019,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2020,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2021,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2023,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2018,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2019,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2020,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2021,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2017,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2018,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2019,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2022,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2023,isced8_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2020,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2023,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AL,2013,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AL,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AL,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AL,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AL,2023,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
DK,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
DK,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
DK,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
FR,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
FR,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
GR,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2020,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
IS,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
LV,2023,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
ME,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
MK,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
NL,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
NL,2015,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
NL,2016,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
RO,2014,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
SI,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
SI,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
SI,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
SI,2020,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
SI,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
SI,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2020,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
UK,2023,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2020,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
VA,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2017,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2018,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2019,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2020,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2021,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
XK,2022,foreign_students_share,metric_missing_or_unreliable_after_coverage_filter,,
AD,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2013,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AL,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
BG,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
DK,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
DK,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
DK,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
EE,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
EE,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
EE,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
FR,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
GR,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IE,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IE,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IE,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IE,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IS,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IS,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IS,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IS,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IS,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IS,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
IT,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
LV,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
ME,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
ME,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
ME,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
ME,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
MK,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
MK,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
MK,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
RO,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
RO,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
RO,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
SI,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2014,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2015,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2016,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
TR,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
VA,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
VA,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
VA,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
VA,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
VA,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2017,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2018,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2019,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2020,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2021,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2022,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
XK,2023,student_staff_ratio,metric_missing_or_unreliable_after_coverage_filter,,
AD,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2013,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
AL,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
BG,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
CZ,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
CZ,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
CZ,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
CZ,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
CZ,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
DK,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
DK,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
DK,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
EE,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ES,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
FR,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
FR,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
GR,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HR,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
HU,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IE,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IS,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IS,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IS,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
IT,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ME,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ME,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
ME,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
MK,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
MK,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
MK,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
MK,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
MK,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
MK,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RO,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RO,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
RS,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
SI,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2014,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2015,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2016,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2022,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
TR,2023,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
VA,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
VA,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
VA,2019,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
VA,2020,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
VA,2021,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
XK,2017,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
XK,2018,revenue_per_student_ppp,metric_missing_or_unreliable_after_coverage_filter,,
